Category,Multi Asset Allocation,Mutual Fund,Scheme Name,Scheme Code,Primary Benchmark (Most Common)
Debt Scheme,Long Duration Fund,ICICI,ICICI Prudential Long Term Bond Fund - Growth,100365,NIFTY Long Duration Debt Index A-III
Debt Scheme,Long Duration Fund,ICICI,ICICI Prudential Long Term Bond Fund - Quarterly IDCW,100367,NIFTY Long Duration Debt Index A-III
Debt Scheme,Dynamic Bond,ICICI,ICICI Prudential All Seasons Bond Fund - Annual IDCW,113218,NIFTY Composite Debt Index (A-III)
Debt Scheme,Dynamic Bond,ICICI,ICICI Prudential All Seasons Bond Fund - Growth,112096,NIFTY Composite Debt Index (A-III)
Debt Scheme,Dynamic Bond,ICICI,ICICI Prudential All Seasons Bond Fund - IDCW,112097,NIFTY Composite Debt Index (A-III)
Debt Scheme,Dynamic Bond,ICICI,ICICI Prudential All Seasons Bond Fund - Quarterly IDCW,113403,NIFTY Composite Debt Index (A-III)
Debt Scheme,Dynamic Bond,ICICI,ICICI Prudential All Seasons Bond Fund - Weekly IDCW,101351,NIFTY Composite Debt Index (A-III)
Debt Scheme,Corporate Bond Fund,ICICI,ICICI Prudential Corporate Bond Fund - Growth,111987,NIFTY Corporate Bond Index (A-II / B-III)
Debt Scheme,Corporate Bond Fund,ICICI,ICICI Prudential Corporate Bond Fund - Monthly IDCW,111991,NIFTY Corporate Bond Index (A-II / B-III)
Debt Scheme,Corporate Bond Fund,ICICI,ICICI Prudential Corporate Bond Fund -Quarterly IDCW,111992,NIFTY Corporate Bond Index (A-II / B-III)
Debt Scheme,Credit Risk Fund,ICICI,ICICI Prudential Credit Risk Fund - Growth,114239,NIFTY Credit Risk Bond Index (B-II / C-III)
Debt Scheme,Credit Risk Fund,ICICI,ICICI Prudential Credit Risk Fund - Quarterly IDCW,114240,NIFTY Credit Risk Bond Index (B-II / C-III)
Debt Scheme,Banking and PSU Fund,ICICI,ICICI Prudential Banking and PSU Debt Fund - Growth,112342,NIFTY Banking & PSU Debt Index
Debt Scheme,Banking and PSU Fund,ICICI,ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW,116174,NIFTY Banking & PSU Debt Index
Debt Scheme,Gilt Fund,ICICI,ICICI Prudential Gilt Fund - Growth,100369,NIFTY All Duration G-Sec Index
Debt Scheme,Gilt Fund,ICICI,ICICI Prudential Gilt Fund - IDCW,100368,NIFTY All Duration G-Sec Index
Debt Scheme,Gilt Fund with 10 year constant duration,ICICI,ICICI Prudential Constant Maturity Gilt Fund - Growth,131051,CRISIL 10 Year Gilt Index
Debt Scheme,Gilt Fund with 10 year constant duration,ICICI,ICICI Prudential Constant Maturity Gilt Fund - quarterly IDCW,131057,CRISIL 10 Year Gilt Index
Debt Scheme,Floater Fund,ICICI,ICICI Prudential Floating Interest Fund - Daily IDCW,101804,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Floater Fund,ICICI,ICICI Prudential Floating Interest Fund - Growth,101802,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Floater Fund,ICICI,ICICI Prudential Floating Interest Fund - IDCW Others,115510,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Floater Fund,ICICI,ICICI Prudential Floating Interest Fund - Weekly IDCW,111545,NIFTY Ultra Short Duration Debt Index
Hybrid Scheme,Conservative Hybrid Fund,ICICI,ICICI Prudential Regular Savings Fund - Plan - Growth,102330,CRISIL Hybrid 85+15 - Conservative Index
Hybrid Scheme,Conservative Hybrid Fund,ICICI,ICICI Prudential Regular Savings Fund - Plan - Half Yearly IDCW,113098,CRISIL Hybrid 85+15 - Conservative Index
Hybrid Scheme,Conservative Hybrid Fund,ICICI,ICICI Prudential Regular Savings Fund - Plan - Monthly IDCW,102331,CRISIL Hybrid 85+15 - Conservative Index
Hybrid Scheme,Conservative Hybrid Fund,ICICI,ICICI Prudential Regular Savings Fund - Plan - Quarterly IDCW,113097,CRISIL Hybrid 85+15 - Conservative Index
Hybrid Scheme,Aggressive Hybrid Fund,ICICI,ICICI Prudential Equity & Debt Fund - Annual IDCW,136113,NIFTY 50 Hybrid Composite Debt 65:35 Index
Hybrid Scheme,Aggressive Hybrid Fund,ICICI,ICICI Prudential Equity & Debt Fund - Growth,100356,NIFTY 50 Hybrid Composite Debt 65:35 Index
Hybrid Scheme,Aggressive Hybrid Fund,ICICI,ICICI Prudential Equity & Debt Fund - Half Yearly IDCW,131452,NIFTY 50 Hybrid Composite Debt 65:35 Index
Hybrid Scheme,Aggressive Hybrid Fund,ICICI,ICICI Prudential Equity & Debt Fund - Monthly IDCW,100355,NIFTY 50 Hybrid Composite Debt 65:35 Index
Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,ICICI,ICICI Prudential Balanced Advantage Fund - Growth,104685,NIFTY 50 Hybrid Composite Debt 50:50 Index
Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,ICICI,ICICI Prudential Balanced Advantage Fund - IDCW,104686,NIFTY 50 Hybrid Composite Debt 50:50 Index
Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,ICICI,ICICI Prudential Balanced Advantage Fund - Monthly IDCW,122168,NIFTY 50 Hybrid Composite Debt 50:50 Index
Hybrid Scheme,Multi Asset Allocation,ICICI,ICICI Prudential Multi-Asset Fund - Growth,101144,65% NIFTY 50 (Equity) + 25% NIFTY Composite Debt (Debt) + 10% Domestic Gold Price
Hybrid Scheme,Multi Asset Allocation,ICICI,ICICI Prudential Multi-Asset Fund - IDCW,101143,65% NIFTY 50 (Equity) + 25% NIFTY Composite Debt (Debt) + 10% Domestic Gold Price
Hybrid Scheme,Arbitrage Fund,ICICI,ICICI Prudential Equity Arbitrage Fund - Growth,104683,NIFTY 50 Arbitrage Index
Hybrid Scheme,Arbitrage Fund,ICICI,ICICI Prudential Equity Arbitrage Fund - IDCW,104681,NIFTY 50 Arbitrage Index
Hybrid Scheme,Equity Savings,ICICI,ICICI Prudential Equity Savings Fund - Cumulative option,133051,NIFTY Equity Savings Index
Hybrid Scheme,Equity Savings,ICICI,ICICI Prudential Equity Savings Fund - Quarterly IDCW,133053,NIFTY Equity Savings Index
Solution Oriented Scheme,Retirement Fund,ICICI,ICICI Prudential Retirement Fund - Hybrid Aggressive - Growth Option,146722,NIFTY 50 Hybrid Composite Debt 65:35 Index
Solution Oriented Scheme,Retirement Fund,ICICI,ICICI Prudential Retirement Fund - Hybrid Aggressive - IDCW Option,146723,NIFTY 50 Hybrid Composite Debt 65:35 Index
Solution Oriented Scheme,Retirement Fund,ICICI,ICICI Prudential Retirement Fund - Hybrid Conservative - Growth Option,146717,NIFTY 50 Hybrid Composite Debt 65:35 Index
Solution Oriented Scheme,Retirement Fund,ICICI,ICICI Prudential Retirement Fund - Hybrid Conservative - IDCW Option,146719,NIFTY 50 Hybrid Composite Debt 65:35 Index
Solution Oriented Scheme,Retirement Fund,ICICI,ICICI Prudential Retirement Fund - Pure Debt - Growth Option,146726,NIFTY 50 Hybrid Composite Debt 65:35 Index
Solution Oriented Scheme,Retirement Fund,ICICI,ICICI Prudential Retirement Fund - Pure Debt - IDCW Option,146724,NIFTY 50 Hybrid Composite Debt 65:35 Index
Solution Oriented Scheme,Retirement Fund,ICICI,ICICI Prudential Retirement Fund - Pure Equity - Growth Option,146346,NIFTY 50 Hybrid Composite Debt 65:35 Index
Solution Oriented Scheme,Retirement Fund,ICICI,ICICI Prudential Retirement Fund - Pure Equity - IDCW Option,146347,NIFTY 50 Hybrid Composite Debt 65:35 Index
Solution Oriented Scheme,Childrenâ€™s Fund,ICICI,ICICI Prudential Children's Fund - Regular Plan,101127,NIFTY 50 Hybrid Composite Debt 65:35 Index
Other Scheme,Index Funds,ICICI,ICICI Prudential BSE Sensex Index Fund - Cumulative Option,141839,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential BSE Sensex Index Fund - IDCW Option,141840,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Annual IDCW,153235,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Growth,153234,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Annual IDCW,153412,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Growth,153409,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential NASDAQ 100 Index Fund - Growth,149218,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential NASDAQ 100 Index Fund - IDCW,149220,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Growth,150454,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty 200 Momentum 30 Index Fund - IDCW,150451,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty 50 Index Fund - Cumulative Option,101349,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty 50 Index Fund - IDCW Option,135390,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty 500 Index Fund - Growth,153162,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty 500 Index Fund - IDCW,153160,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty Auto Index Fund - Growth,150645,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty Auto Index Fund - IDCW,150646,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty Bank Index Fund - Growth,149859,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty Bank Index Fund - IDCW,149860,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Annual IDCW,150734,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Growth,150732,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty IT Index Fund - Growth,150466,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty IT Index Fund - IDCW,150467,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty LargeMidcap 250 Index Fund - Growth,152481,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty LargeMidcap 250 Index Fund - IDCW,152484,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty Midcap 150 Index Fund - Growth,149390,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty Midcap 150 Index Fund - IDCW,149388,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty Next 50 Index Fund - Growth,112957,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty Next 50 Index Fund -IDCW,112958,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty Pharma Index Fund - Growth,150929,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty Pharma Index Fund - IDCW,150931,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty Private Bank Index Fund - Growth,153676,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Annual - IDCW,149224,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Growth,149208,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Annual IDCW,150731,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Growth,150728,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty SDL Sep 2026 Index Fund - Annual IDCW,151209,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty SDL Sep 2026 Index Fund - Growth,151208,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty SDL Sep 2027 Index Fund - Annual IDCW,149996,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty SDL Sep 2027 Index Fund - Growth,149998,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty Smallcap 250 Index Fund - Growth,149281,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty Smallcap 250 Index Fund - IDCW,149282,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty Top 15 Equal Weight Index Fund - Growth,153613,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty Top 15 Equal Weight Index Fund - IDCW,153615,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty200 Quality 30 Index Fund - Growth,153544,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty200 Quality 30 Index Fund - IDCW,153545,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty200 Value 30 Index Fund - Growth,152934,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty200 Value 30 Index Fund - IDCW,152935,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty50 Equal Weight Index Fund- Growth,150637,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty50 Equal Weight Index Fund- IDCW,150638,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty50 Value 20 Index Fund - Growth,152366,Nifty 500 TRI
Other Scheme,Index Funds,ICICI,ICICI Prudential Nifty50 Value 20 Index Fund - IDCW,152364,Nifty 500 TRI
Other Scheme,Gold ETF,ICICI,ICICI Prudential Gold ETF,113076,Domestic Price of Gold
Other Scheme,Other  ETFs,BHARAT,BHARAT 22 ETF,141957,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential BSE 500 ETF,143247,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential BSE Liquid Rate ETF - Growth,153378,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential BSE Liquid Rate ETF - IDCW,144947,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential BSE Midcap Select ETF,139519,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential BSE Sensex ETF,101705,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty 10 yr Benchmark G-sec ETF,151196,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty 100 ETF,123004,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty 100 Low Volatility 30 ETF,141596,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty 200 Momentum 30 ETF,150455,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty 200 Quality 30 ETF,151907,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF,149928,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty 50 ETF,121366,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,148456,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty Auto ETF,149463,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty Bank ETF,147483,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty Commodities ETF,151207,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty EV & New Age Automotive ETF,153397,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty Financial Services Ex-BaNk ETF,150879,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty FMCG ETF,149072,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty Healthcare ETF,148957,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty India Consumption ETF,149285,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty Infrastructure ETF,150526,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty IT ETF,148466,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty Metal ETF,152769,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty Midcap 150 ETF,147921,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty Next 50 ETF,144587,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty Oil & Gas ETF,152748,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty Private Bank ETF,147530,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty PSU Bank ETF,151572,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty Top 15 Equal Weight ETF,153617,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty200 Value 30 ETF,152932,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI Prudential Nifty50 Value 20 ETF,139455,Nifty 500 TRI
Other Scheme,Other  ETFs,ICICI,ICICI PRUDENTIAL SILVER ETF,149464,Nifty 500 TRI
Other Scheme,FoF Overseas,ICICI,ICICI Prudential Global Stable Equity Fund  FOF  - Growth,123651,MSCI World Index
Other Scheme,FoF Overseas,ICICI,ICICI Prudential Global Stable Equity Fund  FOF  - IDCW,123653,MSCI World Index
Other Scheme,FoF Overseas,ICICI,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - Growth,149456,MSCI World Index
Other Scheme,FoF Overseas,ICICI,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - IDCW,149457,MSCI World Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential BHARAT 22 FOF - Cumulative Option,143904,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential BSE 500 ETF FOF - Growth,149334,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential BSE 500 ETF FOF - IDCW,149332,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Diversified Debt Strategy Active FOF - Growth,102141,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Diversified Debt Strategy Active FOF - IDCW,102143,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Diversified Equity All Cap Omni FOF - Growth,148033,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Diversified Equity All Cap Omni FOF - IDCW,148034,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Dynamic Asset Allocation Active FOF - Growth,102137,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Dynamic Asset Allocation Active FOF - IDCW,102138,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Global Advantage Fund  FOF  - Growth Option,147647,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Global Advantage Fund  FOF  - IDCW,147646,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Income Plus Arbitrage Omni FOF - Growth,102139,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Income plus Arbitrage Omni FOF - IDCW,102140,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Multi Sector Passive FOF - Growth,102133,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Multi Sector Passive FOF - IDCW,102134,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Growth,148821,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - IDCW,148824,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Growth,149157,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - IDCW,149159,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Nifty EV & New Age Automotive ETF FOF - Growth,153396,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Nifty EV & New Age Automotive ETF FOF - IDCW,153393,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Passive Multi-Asset Fund of Funds - Growth,149439,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Passive Multi-Asset Fund of Funds - IDCW,149440,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Regular Gold Savings Fund  FOF  - Growth,115833,Domestic Price of Gold
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Regular Gold Savings Fund  FOF  - IDCW,115834,Domestic Price of Gold
Other Scheme,FoF Domestic,ICICI,ICICI PRUDENTIAL SILVER ETF FUND OF FUND - Growth,149777,Domestic Price of Silver
Other Scheme,FoF Domestic,ICICI,ICICI PRUDENTIAL SILVER ETF FUND OF FUND - IDCW,149778,Domestic Price of Silver
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Thematic Advantage Fund  FOF  - Growth,102135,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,ICICI,ICICI Prudential Thematic Advantage Fund  FOF  - IDCW,102136,Nifty 50 Arbitrage Index
Equity Scheme,Flexi Cap Fund,ICICI,ICICI Prudential Flexicap Fund - Growth,148989,NIFTY 500 TRI
Equity Scheme,Flexi Cap Fund,ICICI,ICICI Prudential Flexicap Fund - IDCW,148988,NIFTY 500 TRI
Equity Scheme,Multi Cap Fund,Invesco India,Invesco India Multicap Fund - Regular Plan - Growth Option,107353,NIFTY 500 Multicap 50:25:25 TRI
Equity Scheme,Multi Cap Fund,Invesco India,Invesco India Multicap Fund - Regular Plan - IDCW  Payout / Reinvestment,107352,NIFTY 500 Multicap 50:25:25 TRI
Equity Scheme,Large Cap Fund,Invesco India,Invesco India Largecap Fund - Regular Plan - Growth,112098,NIFTY 100 TRI
Equity Scheme,Large Cap Fund,Invesco India,Invesco India Largecap Fund - Regular Plan - IDCW  Payout / Reinvestment,112099,NIFTY 100 TRI
Equity Scheme,Large & Mid Cap Fund,Invesco India,Invesco India Large & Mid Cap Fund - Regular Plan - Growth,106144,NIFTY LargeMidcap 250 TRI
Equity Scheme,Large & Mid Cap Fund,Invesco India,Invesco India Large & Mid Cap Fund - Regular Plan - IDCW  Payout / Reinvestment,106143,NIFTY LargeMidcap 250 TRI
Equity Scheme,Mid Cap Fund,Invesco India,Invesco India Midcap Fund - Regular Plan - Growth Option,105503,NIFTY Midcap 150 TRI
Equity Scheme,Mid Cap Fund,Invesco India,Invesco India Midcap Fund - Regular Plan - IDCW  Payout / Reinvestment,105504,NIFTY Midcap 150 TRI
Equity Scheme,Small Cap Fund,Invesco India,Invesco India Smallcap Fund - Regular Plan - Growth,145139,NIFTY Smallcap 250 TRI
Equity Scheme,Small Cap Fund,Invesco India,Invesco India Smallcap Fund - Regular Plan - IDCW  Payout / Reinvestment,145140,NIFTY Smallcap 250 TRI
Equity Scheme,Contra Fund,Invesco India,Invesco India Contra Fund - Regular Plan - Growth,105460,NIFTY 500 TRI
Equity Scheme,Contra Fund,Invesco India,Invesco India Contra Fund - Regular Plan - IDCW  Payout / Reinvestment,105459,NIFTY 500 TRI
Equity Scheme,Focused Fund,Invesco India,Invesco India Focused Fund - Regular Plan - Growth,148483,NIFTY 500 TRI
Equity Scheme,Focused Fund,Invesco India,Invesco India Focused Fund - Regular Plan - IDCW  Payout / Reinvestment,148484,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India Business Cycle Fund - Regular Plan - Growth,153288,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India Business Cycle Fund - Regular Plan - IDCW,153289,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India Consumption Fund - Regular Plan - Growth Plan,153902,NIFTY India Consumption TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India Consumption Fund - Regular Plan - IDCW Plan,153903,NIFTY India Consumption TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India ESG Integration Strategy Fund - Regular Plan - Growth,148753,NIFTY 100 ESG TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India ESG Integration Strategy Fund - Regular Plan - IDCW  Payout / Reinvestment,148754,NIFTY 100 ESG TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India Financial Services Fund - Regular Plan -  IDCW  Payout / Reinvestment,108377,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India Financial Services Fund - Regular Plan - Growth,108378,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India Infrastructure Fund - Regular Plan - Growth Option,106654,NIFTY Infrastructure TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India Infrastructure Fund - Regular Plan - IDCW  Payout / Reinvestment,106653,NIFTY Infrastructure TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India Manufacturing Fund - Regular Plan - Growth,152758,NIFTY India Manufacturing TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India Manufacturing Fund - Regular Plan - IDCW,152759,NIFTY India Manufacturing TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India PSU Equity Fund - Regular Plan - Growth,112171,S&P BSE PSU TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India PSU Equity Fund - Regular Plan - IDCW  Payout / Reinvestment,112173,S&P BSE PSU TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India Technology Fund - Regular Plan - Growth,152862,NIFTY IT TRI
Equity Scheme,Sectoral/ Thematic,Invesco India,Invesco India Technology Fund - Regular Plan - IDCW,152861,NIFTY IT TRI
Equity Scheme,ELSS,Invesco India,Invesco India ELSS Tax Saver Fund - Regular Plan - Growth,104636,NIFTY 500 TRI
Equity Scheme,ELSS,Invesco India,Invesco India ELSS Tax Saver Fund - Regular Plan - IDCW Payout,104635,NIFTY 500 TRI
Debt Scheme,Overnight Fund,Invesco India,Invesco India Overnight Fund - Regular Plan - Daily IDCW  Reinvestment,147880,NIFTY 1D Rate Index
Debt Scheme,Overnight Fund,Invesco India,Invesco India Overnight Fund - Regular Plan - Growth,147878,NIFTY 1D Rate Index
Debt Scheme,Overnight Fund,Invesco India,Invesco India Overnight Fund - Regular Plan - Monthly IDCW  Payout / Reinvestment,147879,NIFTY 1D Rate Index
