Fund Name,Category,Subcategory,ISIN,Scheme Code,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Modified Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,Alpha Score (12),Sharpe Score (12),Std Dev Score (6),Beta Score (6),Sortino Score (4),Total Score (40),Risk Label
Bandhan Midcap Reg,equity,equity,INF194KB1DM6,150402,Regular,6.18,18.76,,BSE 150 MidCap TRI,3.45,19.42,,-0.06,0.97,0.71,18.58,18.99,,,,,25,https://www.valueresearchonline.com/funds/42340/,4,4,2,3,N/A,13,Moderately High Risk
Bandhan Nifty Midcap 150 Index Reg,equity,equity,INF194KB1IU8,152856,Regular,3.48,,,BSE 150 MidCap TRI,3.45,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44530/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bank of India Mid Cap Reg,equity,equity,INF761K01HB0,153726,Regular,,,,BSE 150 MidCap TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45383/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Baroda BNP Paribas Midcap Reg,equity,equity,INF251K01AW3,150209,Regular,9.43,19.42,15.98,BSE 150 MidCap TRI,3.45,19.42,17.39,1.52,0.85,0.84,15.57,18.89,,,,,25,https://www.valueresearchonline.com/funds/3259/,8,6,3,5,N/A,22,Moderate Risk
Baroda BNP Paribas Nifty Midcap 150 Index Reg,equity,equity,INF251K01UB5,153001,Regular,3.22,,,BSE 150 MidCap TRI,3.45,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44650/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Canara Robeco Mid Cap Reg,equity,equity,INF760K01KL5,150816,Regular,4.08,18.23,,BSE 150 MidCap TRI,3.45,19.42,,-0.2,0.92,0.72,17.26,18.17,,,,,25,https://www.valueresearchonline.com/funds/42703/,4,4,2,4,N/A,14,Moderately High Risk
DSP Midcap Reg,equity,equity,INF740K01128,104481,Regular,3.1,17.46,12.2,BSE 150 MidCap TRI,3.45,19.42,17.39,-1.14,0.97,0.66,18.13,17.82,,,,,25,https://www.valueresearchonline.com/funds/3725/,4,4,2,3,N/A,13,Moderately High Risk
DSP Nifty Midcap 150 ETF,equity,equity,INF579M01AN2,151165,Regular,,,,BSE 150 MidCap TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45652/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
DSP Nifty Midcap 150 Index Reg,equity,equity,INF740KA1WY1,154012,Regular,,,,BSE 150 MidCap TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45648/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
DSP Nifty Midcap 150 Quality 50 ETF,equity,equity,INF740KA1RB9,150428,Regular,-3.5,11.8,,BSE 500 TRI,-1.52,12.67,,-0.62,1.04,0.4,17.18,12.68,,,,,25,https://www.valueresearchonline.com/funds/41902/,4,2,2,3,N/A,11,High Risk
DSP Nifty Midcap 150 Quality 50 Index Reg,equity,equity,INF740KA1QY3,150427,Regular,-4.12,11.1,,BSE 500 TRI,-1.52,12.67,,-1.24,1.04,0.36,17.17,12.05,,,,,25,https://www.valueresearchonline.com/funds/42314/,4,2,2,3,N/A,11,High Risk
Edelweiss Mid Cap Reg,equity,equity,INF843K01013,140225,Regular,3.86,22.37,18.95,BSE 150 MidCap TRI,3.45,19.42,17.39,3.13,0.95,0.91,17.68,21.84,,,,,25,https://www.valueresearchonline.com/funds/6227/,10,6,2,4,N/A,22,Moderate Risk
Edelweiss Nifty Midcap150 Momentum 50 Index Reg,equity,equity,INF754K01PZ7,150900,Regular,-1.57,19.26,,BSE 500 TRI,-1.52,12.67,,5.53,1.18,0.7,20.12,19.83,,,,,25,https://www.valueresearchonline.com/funds/42810/,12,4,2,1,N/A,19,Moderate Risk
Franklin India Mid Cap Reg,equity,equity,INF955L01IY6,152904,Regular,-2.02,17.43,14.67,BSE 150 MidCap TRI,3.45,19.42,17.39,-0.97,0.93,0.68,17.12,17.44,,,,,25,https://www.valueresearchonline.com/funds/115/,4,4,2,4,N/A,14,Moderately High Risk
Groww Nifty Midcap 150 ETF,equity,equity,INF666M01MP7,153939,Regular,,,,BSE 150 MidCap TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45580/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty Midcap 150 Index Reg,equity,equity,INF666M01MS1,153953,Regular,,,,BSE 150 MidCap TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45576/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC Mid Cap Reg,equity,equity,INF767K01535,105823,Regular,4.23,19.86,19.89,BSE 150 MidCap TRI,3.45,19.42,17.39,2.19,0.84,0.88,15.51,19.4,,,,,25,https://www.valueresearchonline.com/funds/5067/,8,6,3,5,N/A,22,Moderate Risk
HDFC NIFTY Midcap 150 ETF,equity,equity,INF179KC1GC8,151724,Regular,4.39,19.81,,BSE 150 MidCap TRI,3.45,19.42,,0.35,1,0.77,18.15,19.78,,,,,25,https://www.valueresearchonline.com/funds/43115/,6,4,2,3,N/A,15,Moderately High Risk
HDFC NIFTY Midcap 150 Index Reg,equity,equity,INF209KB1W41,148805,Regular,3.68,18.77,,BSE 150 MidCap TRI,3.45,19.42,,-0.49,1,0.72,18.08,18.88,,,,,25,https://www.valueresearchonline.com/funds/43474/,4,4,2,3,N/A,13,Moderately High Risk
HSBC Midcap Reg,equity,equity,INF917K01254,151034,Regular,16.27,26.28,18.97,BSE 150 MidCap TRI,3.45,19.42,17.39,5.7,1.04,1,19.9,25.61,,,,,25,https://www.valueresearchonline.com/funds/2333/,12,8,2,3,N/A,25,Low Risk
Helios Mid Cap Reg,equity,equity,INF0R8701293,153327,Regular,14.08,,,BSE 150 MidCap TRI,3.45,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44985/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru BSE Midcap Select ETF,equity,equity,INF109K016L0,120586,Regular,5.4,19.61,15.13,BSE 150 MidCap TRI,3.45,19.42,17.39,0.05,1.03,0.73,19.2,19.81,,,,,25,https://www.valueresearchonline.com/funds/32594/,6,4,2,3,N/A,15,Moderately High Risk
ICICI Pru Midcap,equity,equity,INF769K01101,112932,Regular,10.46,23.68,17.97,BSE 150 MidCap TRI,3.45,19.42,17.39,3.84,1,0.94,18.62,23.23,,,,,25,https://www.valueresearchonline.com/funds/2439/,10,6,2,3,N/A,21,Moderate Risk
ICICI Pru Nifty Midcap 150 ETF,equity,equity,INF109KC1W58,149389,Regular,4.56,19.93,18.15,BSE 150 MidCap TRI,3.45,19.42,17.39,0.45,1,0.78,18.16,19.88,,,,,25,https://www.valueresearchonline.com/funds/40555/,6,4,2,3,N/A,15,Moderately High Risk
ICICI Pru Nifty Midcap 150 Index,equity,equity,INF846K01859,114564,Regular,3.58,18.76,,BSE 150 MidCap TRI,3.45,19.42,,-0.51,1,0.72,18.1,18.87,,,,,25,https://www.valueresearchonline.com/funds/41891/,4,4,2,3,N/A,13,Moderately High Risk
ITI Mid Cap Reg,equity,equity,INF00XX01895,148732,Regular,6.18,21.37,15.13,BSE 150 MidCap TRI,3.45,19.42,17.39,1.52,1.02,0.82,18.92,21.23,,,,,25,https://www.valueresearchonline.com/funds/41317/,8,6,2,3,N/A,19,Moderate Risk
Invesco India Mid cap Reg,equity,equity,INF205K01BC9,105503,Regular,8.73,25.31,20.33,BSE 150 MidCap TRI,3.45,19.42,17.39,4.72,1.02,0.95,19.55,24.36,,,,,25,https://www.valueresearchonline.com/funds/4280/,10,6,2,3,N/A,21,Moderate Risk
JM Midcap Reg,equity,equity,INF192K01MS2,150812,Regular,7.58,21.92,,BSE 150 MidCap TRI,3.45,19.42,,2.15,1.02,0.83,19.28,21.8,,,,,25,https://www.valueresearchonline.com/funds/42729/,8,6,2,3,N/A,19,Moderate Risk
Kotak Midcap Reg,equity,equity,INF174K01187,103234,Regular,5.49,19.56,17.13,BSE 150 MidCap TRI,3.45,19.42,17.39,1.05,0.94,0.77,17.84,19.61,,,,,25,https://www.valueresearchonline.com/funds/4270/,6,4,2,4,N/A,16,Moderately High Risk
Kotak Nifty Midcap 150 ETF,equity,equity,INF174K01KM7,119757,Regular,4.47,,,BSE 150 MidCap TRI,3.45,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45037/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Nifty Midcap 150 Index Reg,equity,equity,INF174KA1VT8,153399,Regular,3.55,,,BSE 150 MidCap TRI,3.45,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45038/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Nifty Midcap 150 Momentum 50 Index Reg,equity,equity,INF174KA1TP0,152918,Regular,-1.56,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44571/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Nifty Midcap 50 ETF,equity,equity,INF174KA1SR8,152767,Regular,5.55,20.95,,BSE 150 MidCap TRI,3.45,19.42,,1.05,1.02,0.8,18.7,20.68,,,,,25,https://www.valueresearchonline.com/funds/41983/,6,6,2,3,N/A,17,Moderately High Risk
Kotak Nifty Midcap 50 Index Reg,equity,equity,INF174KA1SO5,152765,Regular,4.59,,,BSE 150 MidCap TRI,3.45,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44444/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
LIC MF Midcap Reg,equity,equity,INF767K01535,105823,Regular,1.47,17.72,13.86,BSE 150 MidCap TRI,3.45,19.42,17.39,-1.49,1.02,0.65,18.97,18.21,,,,,25,https://www.valueresearchonline.com/funds/33331/,4,4,2,3,N/A,13,Moderately High Risk
LIC MF Nifty Midcap 100 ETF,equity,equity,INF767K01EW0,120279,Regular,4.14,,,BSE 150 MidCap TRI,3.45,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44166/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Mahindra Manulife Mid Cap Reg,equity,equity,INF174V01473,142109,Regular,8.1,21.86,18.33,BSE 150 MidCap TRI,3.45,19.42,17.39,2.69,0.95,0.9,17.42,21.46,,,,,25,https://www.valueresearchonline.com/funds/34954/,8,6,2,4,N/A,20,Moderate Risk
Mirae Asset Midcap Reg,equity,equity,INF769K01KH4,151812,Regular,7.57,18.4,16.08,BSE 150 MidCap TRI,3.45,19.42,17.39,-0.91,1,0.69,18.25,18.45,,,,,25,https://www.valueresearchonline.com/funds/40046/,4,4,2,3,N/A,13,Moderately High Risk
Mirae Asset Nifty MidSmallcap400 Mom Qlty 100 ETF FoF Reg,equity,equity,INF769K01LK6,152647,Regular,-1.62,,,BSE 500 TRI,-1.52,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44303/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,equity,equity,INF769K01LN0,152645,Regular,-0.8,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44302/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Mirae Asset Nifty Midcap 150 ETF,equity,equity,INF846K01EH3,120505,Regular,4.59,19.99,,BSE 150 MidCap TRI,3.45,19.42,,0.5,1,0.78,18.16,19.93,,,,,25,https://www.valueresearchonline.com/funds/42146/,6,4,2,3,N/A,15,Moderately High Risk
Motilal Oswal Midcap Reg,equity,equity,INF247L01411,127039,Regular,-9.54,17.55,21.71,BSE 150 MidCap TRI,3.45,19.42,17.39,-0.72,0.96,0.61,20.24,18.08,,,,,25,https://www.valueresearchonline.com/funds/24078/,4,4,2,3,N/A,13,Moderately High Risk
Motilal Oswal Nifty Midcap 100 ETF,equity,equity,INF846K01EH3,120505,Regular,4.29,20.73,18.86,BSE 150 MidCap TRI,3.45,19.42,17.39,0.78,1.03,0.79,18.81,20.63,,,,,25,https://www.valueresearchonline.com/funds/12012/,6,4,2,3,N/A,15,Moderately High Risk
Motilal Oswal Nifty Midcap 150 Reg,equity,equity,INF955L01IY6,152904,Regular,3.63,18.99,17.21,BSE 150 MidCap TRI,3.45,19.42,17.39,-0.34,1,0.73,18.15,19.08,,,,,25,https://www.valueresearchonline.com/funds/40241/,4,4,2,3,N/A,13,Moderately High Risk
Motilal Oswal Nifty Midcap150 Momentum 50 ETF,equity,equity,INF247L01734,145834,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45331/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Navi Nifty MidSmallcap 400 Index Reg,equity,equity,INF959L01HS2,154026,Regular,,,,BSE 150 MidCap TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45653/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Navi Nifty Midcap 150 Index Reg,equity,equity,INF959L01FY4,149893,Regular,3.37,18.54,,BSE 150 MidCap TRI,3.45,19.42,,-0.69,1,0.71,18.08,18.69,,,,,25,https://www.valueresearchonline.com/funds/42120/,4,4,2,3,N/A,13,Moderately High Risk
Nippon India ETF Nifty Midcap 150,equity,equity,INF204KB18Z7,148726,Regular,4.42,19.82,18.09,BSE 150 MidCap TRI,3.45,19.42,17.39,0.38,1,0.77,18.13,19.79,,,,,25,https://www.valueresearchonline.com/funds/38950/,6,4,2,3,N/A,15,Moderately High Risk
Nippon India Growth Mid Cap Inst,equity,equity,INF761K01462,111712,Regular,7.38,20.07,19.46,BSE 150 MidCap TRI,3.45,19.42,17.39,1.4,0.92,0.8,17.35,19.7,,,,,25,https://www.valueresearchonline.com/funds/5580/,6,6,2,4,N/A,18,Moderate Risk
Nippon India Growth Mid Cap Reg,equity,equity,INF955L01IY6,152904,Regular,6.37,22.08,20.5,BSE 150 MidCap TRI,3.45,19.42,17.39,2.5,0.97,0.88,17.9,21.48,,,,,25,https://www.valueresearchonline.com/funds/183/,8,6,2,3,N/A,19,Moderate Risk
Nippon India Nifty Midcap150 Reg,equity,equity,INF204KB15Z3,148723,Regular,3.78,19.02,17.24,BSE 150 MidCap TRI,3.45,19.42,17.39,-0.3,1,0.73,18.12,19.11,,,,,25,https://www.valueresearchonline.com/funds/41293/,4,4,2,3,N/A,13,Moderately High Risk
PGIM India Midcap Reg,equity,equity,INF663L01DZ4,125305,Regular,-1.31,11.58,12.09,BSE 150 MidCap TRI,3.45,19.42,17.39,-5.14,0.85,0.4,16.19,12.2,,,,,25,https://www.valueresearchonline.com/funds/22365/,1,2,3,5,N/A,11,High Risk
Quant Mid Cap Reg,equity,equity,INF966L01176,101065,Regular,-0.18,15.56,16.05,BSE 150 MidCap TRI,3.45,19.42,17.39,-2.12,0.93,0.56,18.66,16.33,,,,,22,https://www.valueresearchonline.com/funds/958/,2,2,2,4,N/A,10,High Risk
SBI Midcap Reg,equity,equity,INF200K01560,102941,Regular,0.86,12.74,14.95,BSE 150 MidCap TRI,3.45,19.42,17.39,-4.07,0.84,0.46,15.88,13.18,,,,,25,https://www.valueresearchonline.com/funds/2662/,2,2,3,5,N/A,12,Moderately High Risk
SBI Nifty Midcap 150 ETF,equity,equity,INF200KB1AK8,154305,Regular,,,,BSE 150 MidCap TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45920/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
SBI Nifty Midcap 150 Index Reg,equity,equity,INF200KA17O3,150672,Regular,3.86,19.01,,BSE 150 MidCap TRI,3.45,19.42,,-0.32,1,0.73,18.13,19.09,,,,,25,https://www.valueresearchonline.com/funds/42583/,4,4,2,3,N/A,13,Moderately High Risk
SBI Nifty Midcap 150 Momentum 50 ETF,equity,equity,INF200K01SH3,119707,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45872/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Samco Mid Cap Reg,equity,equity,INF767K01535,105823,Regular,,,,BSE 150 MidCap TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45739/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Sundaram Midcap Reg,equity,equity,INF903J01173,101539,Regular,5.52,21.2,18.33,BSE 150 MidCap TRI,3.45,19.42,17.39,2.22,0.94,0.87,17.3,20.84,,,,,25,https://www.valueresearchonline.com/funds/1386/,8,6,2,4,N/A,20,Moderate Risk
TRUSTMF Mid Cap Reg,equity,equity,INF0GCD01719,152582,Regular,,,,BSE 150 MidCap TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45813/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Tata Mid Cap Reg,equity,equity,INF277K01626,102328,Regular,4.29,17.78,15.81,BSE 150 MidCap TRI,3.45,19.42,17.39,-0.44,0.91,0.72,16.61,17.7,,,,,25,https://www.valueresearchonline.com/funds/103/,4,4,3,4,N/A,15,Moderately High Risk
Tata Nifty Midcap 150 Index Reg,equity,equity,INF277KA1DW6,153580,Regular,3.11,,,BSE 150 MidCap TRI,3.45,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45220/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Tata Nifty Midcap 150 Momentum 50 Index Reg,equity,equity,INF277KA1646,150741,Regular,-1.88,18.69,,BSE 500 TRI,-1.52,12.67,,5.1,1.17,0.68,20.07,19.35,,,,,25,https://www.valueresearchonline.com/funds/42653/,12,4,2,1,N/A,19,Moderate Risk
Taurus Mid Cap Reg,equity,equity,INF044D01815,100477,Regular,-5.86,10.59,11.37,BSE 150 MidCap TRI,3.45,19.42,17.39,-7.62,0.98,0.31,18.33,11.56,,,,,25,https://www.valueresearchonline.com/funds/215/,1,2,2,3,N/A,8,High Risk
UTI Midcap Reg,equity,equity,INF767K01535,105823,Regular,-0.7,13.42,13.14,BSE 150 MidCap TRI,3.45,19.42,17.39,-4.5,0.95,0.48,17.43,14.17,,,,,25,https://www.valueresearchonline.com/funds/2138/,2,2,2,4,N/A,10,High Risk
UTI Nifty Midcap 150 ETF,equity,equity,INF789F1APF4,148086,Regular,4.43,,,BSE 150 MidCap TRI,3.45,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43743/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
UTI Nifty Midcap 150 Index Reg,equity,equity,INF789F1AZN7,153088,Regular,3.64,,,BSE 150 MidCap TRI,3.45,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44724/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
UTI Nifty Midcap 150 Quality 50 Index Reg,equity,equity,INF789F1AVG0,150312,Regular,-4.16,11.14,,BSE 500 TRI,-1.52,12.67,,-1.22,1.04,0.37,17.19,12.08,,,,,25,https://www.valueresearchonline.com/funds/42252/,4,2,2,3,N/A,11,High Risk
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Reg,equity,equity,INF789F1AB06,153273,Regular,-1.1,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44912/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Union Midcap Reg,equity,equity,INF582M01GM5,148071,Regular,6.67,18.02,16.05,BSE 150 MidCap TRI,3.45,19.42,17.39,-0.15,0.92,0.72,17.14,18.1,,,,,25,https://www.valueresearchonline.com/funds/40767/,4,4,2,4,N/A,14,Moderately High Risk
WhiteOak Capital Mid Cap Reg,equity,equity,INF03VN01563,150583,Regular,9.69,23.04,,BSE 150 MidCap TRI,3.45,19.42,,4.07,0.91,0.97,17.05,22.28,,,,,25,https://www.valueresearchonline.com/funds/42481/,10,6,2,4,N/A,22,Moderate Risk
Zerodha Nifty Midcap 150 ETF,equity,equity,INF579M01AN2,151165,Regular,5.12,,,BSE 150 MidCap TRI,3.45,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44359/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ABSL Multi-Cap Reg,equity,equity,INF209KB1Y23,148918,Regular,3.27,14.59,13.43,VR Multicap TRI,-2.95,13.86,13.61,1.09,0.94,0.57,15.98,14.87,,,,,25,https://www.valueresearchonline.com/funds/41464/,6,2,3,4,N/A,15,Moderately High Risk
Axis Multicap Reg,equity,equity,INF846K016E3,149382,Regular,3.5,19.2,,VR Multicap TRI,-2.95,13.86,,5.25,0.92,0.83,15.76,18.85,,,,,25,https://www.valueresearchonline.com/funds/41883/,12,6,3,4,N/A,25,Low Risk
Bajaj Finserv Multi Cap Reg,equity,equity,INF0QA701AS3,153307,Regular,4.18,,,VR Multicap TRI,-2.95,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44916/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bandhan Multi Cap Reg,equity,equity,INF194KB1CI6,149305,Regular,0.49,14.02,,VR Multicap TRI,-2.95,13.86,,0.58,0.93,0.54,15.6,14.27,,,,,25,https://www.valueresearchonline.com/funds/41820/,6,2,3,4,N/A,15,Moderately High Risk
Bank of India Multi Cap Reg,equity,equity,INF761K01FU4,151445,Regular,8.71,19.88,,VR Multicap TRI,-2.95,13.86,,5.52,0.97,0.83,16.46,19.49,,,,,25,https://www.valueresearchonline.com/funds/43160/,12,6,3,3,N/A,24,Low Risk
Baroda BNP Paribas Multi Cap Reg,equity,equity,INF955L01674,102020,Regular,1.5,15.41,14.44,VR Multicap TRI,-2.95,13.86,13.61,1.94,0.91,0.61,15.75,15.48,,,,,25,https://www.valueresearchonline.com/funds/1820/,8,4,3,4,N/A,19,Moderate Risk
Canara Robeco Multi Cap Reg,equity,equity,INF760K01KR2,151821,Regular,-0.47,,,VR Multicap TRI,-2.95,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43569/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
DSP Multicap Reg,equity,equity,INF740KA1TZ4,152307,Regular,-0.76,,,VR Multicap TRI,-2.95,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43997/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Edelweiss Multi Cap Reg,equity,equity,INF754K01RW0,152095,Regular,1.77,,,VR Multicap TRI,-2.95,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43780/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Edelweiss Nifty500 Multicap Momentum Quality 50 ETF,equity,equity,INF754K01TN5,152985,Regular,-4.78,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44626/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Reg,equity,equity,INF754K01TJ3,152988,Regular,-5.44,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44646/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Franklin India Multi Cap Reg,equity,equity,INF955L01IY6,152904,Regular,2.67,,,VR Multicap TRI,-2.95,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44408/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Multicap Reg,equity,equity,INF666M01JG2,153100,Regular,11.71,,,VR Multicap TRI,-2.95,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44695/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC Multi Cap Reg,equity,equity,INF277KA1299,149351,Regular,-3.04,14.25,,VR Multicap TRI,-2.95,13.86,,0.5,0.97,0.54,16.29,14.53,,,,,25,https://www.valueresearchonline.com/funds/41862/,6,2,3,3,N/A,14,Moderately High Risk
HDFC Nifty500 Multicap 50:25:25 Index Reg,equity,equity,INF955L01IY6,152904,Regular,-0.97,,,VR Multicap TRI,-2.95,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44462/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HSBC Multi Cap Reg,equity,equity,INF336L01QQ8,151289,Regular,5.08,20.1,,VR Multicap TRI,-2.95,13.86,,5.5,1.02,0.81,17.53,19.96,,,,,25,https://www.valueresearchonline.com/funds/43021/,12,6,2,3,N/A,23,Moderate Risk
ICICI Pru Multicap,equity,equity,INF754K01TJ3,152988,Regular,5.87,17.84,16.2,VR Multicap TRI,-2.95,13.86,13.61,4.07,0.93,0.75,15.8,17.72,,,,,25,https://www.valueresearchonline.com/funds/86/,10,4,3,4,N/A,21,Moderate Risk
ITI Multi Cap Reg,equity,equity,INF00XX01135,147184,Regular,7.24,18.1,12.72,VR Multicap TRI,-2.95,13.86,13.61,3.69,1.02,0.71,17.41,18.13,,,,,25,https://www.valueresearchonline.com/funds/39829/,10,4,2,3,N/A,19,Moderate Risk
Invesco India Multicap Reg,equity,equity,INF205K01DN2,107353,Regular,-3.04,14.71,12.32,VR Multicap TRI,-2.95,13.86,13.61,0.68,1.01,0.53,17.43,15,,,,,25,https://www.valueresearchonline.com/funds/6675/,6,2,2,3,N/A,13,Moderately High Risk
Kotak Multicap Reg,equity,equity,INF174KA1HS9,149182,Regular,4.96,19.53,,VR Multicap TRI,-2.95,13.86,,4.77,1.04,0.77,17.68,19.4,,,,,25,https://www.valueresearchonline.com/funds/41705/,10,4,2,3,N/A,19,Moderate Risk
LIC MF Multi Cap Reg,equity,equity,INF767K01RH3,150661,Regular,5.75,18.34,,VR Multicap TRI,-2.95,13.86,,3.94,1.02,0.71,17.69,18.33,,,,,25,https://www.valueresearchonline.com/funds/42627/,10,4,2,3,N/A,19,Moderate Risk
Mahindra Manulife Multi Cap Reg,equity,equity,INF174V01317,141224,Regular,4.64,18.1,16.04,VR Multicap TRI,-2.95,13.86,13.61,3.99,0.97,0.73,16.55,17.96,,,,,25,https://www.valueresearchonline.com/funds/33984/,10,4,3,3,N/A,20,Moderate Risk
Mirae Asset Multicap Reg,equity,equity,INF769K01KH4,151812,Regular,0.3,,,VR Multicap TRI,-2.95,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43576/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Mirae Asset Nifty500 Multicap 50:25:25 ETF,equity,equity,INF769K01CM1,118859,Regular,-0.27,,,VR Multicap TRI,-2.95,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44491/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Multi Cap Reg,equity,equity,INF247L01CO2,152650,Regular,-3.29,,,VR Multicap TRI,-2.95,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44337/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Navi Nifty 500 Multicap 50:25:25 Index Reg,equity,equity,INF955L01IY6,152904,Regular,-1.02,,,VR Multicap TRI,-2.95,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44438/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India Multi Cap Reg,equity,equity,INF955L01IY6,152904,Regular,0.29,16.71,19.3,VR Multicap TRI,-2.95,13.86,13.61,3.17,0.91,0.69,15.61,16.65,,,,,25,https://www.valueresearchonline.com/funds/2640/,10,4,3,4,N/A,21,Moderate Risk
Nippon India Nifty 500 Equal Weight Index Reg,equity,equity,INF204KC1CX2,152840,Regular,0.44,,,VR Multicap TRI,-2.95,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44513/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
PGIM India Multi Cap Reg,equity,equity,INF663L01Y87,152816,Regular,4.38,,,VR Multicap TRI,-2.95,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44503/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
