Fund Name,Category,Subcategory,ISIN,Scheme Code,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Modified Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,Alpha Score (12),Sharpe Score (12),Std Dev Score (6),Beta Score (6),Sortino Score (4),Total Score (40),Risk Label
Templeton India Value Dir,equity,equity,INF090I01GY2,118494,Direct,-2.87,13.79,15.85,BSE 500 TRI,-1.52,12.67,12.33,1.51,0.93,0.56,14.71,14.01,,,,,25,https://www.valueresearchonline.com/funds/16824/,8,2,3,4,N/A,17,Moderately High Risk
UTI Nifty 500 Value 50 Index Dir,equity,equity,INF789F1AYN0,151739,Direct,12.99,28.37,,BSE 500 TRI,-1.52,12.67,,13.18,1.16,1.03,20.88,27.37,,,,,25,https://www.valueresearchonline.com/funds/43495/,12,8,2,1,N/A,23,Moderate Risk
UTI Value Dir,equity,equity,INF789F01VB2,120751,Direct,-3.22,14.77,13.22,BSE 500 TRI,-1.52,12.67,12.33,2.17,0.95,0.61,14.86,14.8,,,,,25,https://www.valueresearchonline.com/funds/15927/,8,4,3,4,N/A,19,Moderate Risk
Union Value Dir,equity,equity,INF582M01EK4,145473,Direct,1.47,16.16,15.39,BSE 500 TRI,-1.52,12.67,12.33,3.6,0.92,0.7,14.65,16.06,,,,,25,https://www.valueresearchonline.com/funds/38207/,10,4,3,4,N/A,21,Moderate Risk
360 ONE ELSS Tax Saver Nifty 50 Index Reg,equity,equity,INF579M01AL6,151164,Regular,-5.31,8.4,,BSE 500 TRI,-1.52,12.67,,-3.2,0.86,0.22,13.62,8.83,,,,,25,https://www.valueresearchonline.com/funds/42906/,2,2,4,4,N/A,12,Moderately High Risk
ABSL ELSS Tax Saver Reg,equity,equity,INF955L01IY6,152904,Regular,0.02,12.49,8.97,BSE 500 TRI,-1.52,12.67,12.33,0.18,0.93,0.48,14.49,12.72,,,,,25,https://www.valueresearchonline.com/funds/24/,6,2,3,4,N/A,15,Moderately High Risk
Axis ELSS Tax Saver Reg,equity,equity,INF846K01131,112323,Regular,-2.43,10.35,7.42,BSE 500 TRI,-1.52,12.67,12.33,-1.55,0.9,0.34,14.55,10.73,,,,,25,https://www.valueresearchonline.com/funds/10826/,4,2,3,4,N/A,13,Moderately High Risk
Bajaj Finserv ELSS Tax Saver Reg,equity,equity,INF0QA701AI4,153202,Regular,1.05,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44854/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bandhan ELSS Tax Saver Reg,equity,equity,INF194K01292,111569,Regular,-0.21,11.19,12.3,BSE 500 TRI,-1.52,12.67,12.33,-0.73,0.89,0.41,13.85,11.5,,,,,25,https://www.valueresearchonline.com/funds/10032/,4,2,4,4,N/A,14,Moderately High Risk
Bank of Ind Midcap Tax 2 Reg,equity,equity,INF955L01IY6,152904,Regular,0.27,15.13,12.24,BSE 500 TRI,-1.52,12.67,12.33,1.9,1.13,0.54,18.53,15.86,,,,,25,https://www.valueresearchonline.com/funds/36920/,8,2,2,2,N/A,14,Moderately High Risk
Bank of India ELSS Tax Saver Eco,equity,equity,INF761K01181,111710,Regular,1.53,15.13,13.09,BSE 500 TRI,-1.52,12.67,12.33,2,1.08,0.55,17.89,15.61,,,,,25,https://www.valueresearchonline.com/funds/10099/,8,2,2,2,N/A,14,Moderately High Risk
Bank of India ELSS Tax Saver Reg,equity,equity,INF761K01181,111710,Regular,1.25,14.83,12.79,BSE 500 TRI,-1.52,12.67,12.33,1.74,1.08,0.53,17.88,15.35,,,,,25,https://www.valueresearchonline.com/funds/10097/,8,2,2,2,N/A,14,Moderately High Risk
Bank of India Midcap Tax Sr 1 Reg,equity,equity,INF761K01DU9,141952,Regular,4.83,16.14,13.59,BSE 500 TRI,-1.52,12.67,12.33,2.79,1.15,0.58,19.14,16.88,,,,,25,https://www.valueresearchonline.com/funds/34772/,8,2,2,2,N/A,14,Moderately High Risk
Baroda BNP Paribas ELSS Tax Saver  Reg,equity,equity,INF251K01985,150156,Regular,2.39,15.45,12.84,BSE 500 TRI,-1.52,12.67,12.33,2.81,0.96,0.64,15.25,15.51,,,,,25,https://www.valueresearchonline.com/funds/3001/,8,4,3,3,N/A,18,Moderate Risk
Canara Robeco ELSS Tax Saver Reg,equity,equity,INF760K01100,111722,Regular,-0.32,12.08,11.3,BSE 500 TRI,-1.52,12.67,12.33,-0.26,0.94,0.45,14.56,12.33,,,,,25,https://www.valueresearchonline.com/funds/59/,4,2,3,4,N/A,13,Moderately High Risk
DSP ELSS Tax Saver Reg,equity,equity,INF740K01185,104772,Regular,-1.98,15.64,13.49,BSE 500 TRI,-1.52,12.67,12.33,2.71,0.99,0.63,15.63,15.67,,,,,25,https://www.valueresearchonline.com/funds/3985/,8,4,3,3,N/A,18,Moderate Risk
Edelweiss ELSS Tax Saver Reg,equity,equity,INF754K01517,111638,Regular,0.66,13.22,12.38,BSE 500 TRI,-1.52,12.67,12.33,0.56,0.99,0.5,15.35,13.5,,,,,25,https://www.valueresearchonline.com/funds/10125/,6,2,3,3,N/A,14,Moderately High Risk
Franklin India ELSS Tax Saver Reg,equity,equity,INF761K01181,111710,Regular,-5.67,13.45,12.76,BSE 500 TRI,-1.52,12.67,12.33,1.07,0.93,0.54,14.48,13.56,,,,,25,https://www.valueresearchonline.com/funds/601/,6,2,3,4,N/A,15,Moderately High Risk
Groww ELSS Tax Saver Reg,equity,equity,INF955L01IY6,152904,Regular,-6.73,9.42,9.03,BSE 500 TRI,-1.52,12.67,12.33,-2.76,0.97,0.27,15.59,10.06,,,,,25,https://www.valueresearchonline.com/funds/34681/,2,2,3,3,N/A,10,High Risk
HDFC ELSS Tax Saver Reg,equity,equity,INF677K01064,151076,Regular,-4.65,14.95,16.06,BSE 500 TRI,-1.52,12.67,12.33,2.73,0.86,0.66,13.56,14.7,,,,,25,https://www.valueresearchonline.com/funds/854/,8,4,4,4,N/A,20,Moderate Risk
HSBC ELSS Tax Saver Reg,equity,equity,INF677K01064,151076,Regular,1.59,16.14,13.73,BSE 500 TRI,-1.52,12.67,12.33,3.3,1.01,0.65,16.37,16.41,,,,,25,https://www.valueresearchonline.com/funds/3112/,10,4,3,3,N/A,20,Moderate Risk
ICICI Pru ELSS Tax Saver,equity,equity,INF579M01AL6,151164,Regular,-0.7,12.64,12.26,BSE 500 TRI,-1.52,12.67,12.33,0.62,0.88,0.5,13.94,12.76,,,,,25,https://www.valueresearchonline.com/funds/640/,6,2,4,4,N/A,16,Moderately High Risk
ICICI Pru Long Term Wealth Enhancement,equity,equity,INF846K015L0,151178,Regular,-0.14,14.77,15.02,BSE 500 TRI,-1.52,12.67,12.33,2.61,0.87,0.62,14.19,14.66,,,,,25,https://www.valueresearchonline.com/funds/34950/,8,4,3,4,N/A,19,Moderate Risk
ITI ELSS Tax Saver Reg,equity,equity,INF00XX01374,147544,Regular,0.88,17.3,12.03,BSE 500 TRI,-1.52,12.67,12.33,3.16,1.23,0.6,19.99,17.8,,,,,25,https://www.valueresearchonline.com/funds/40135/,10,4,2,1,N/A,17,Moderately High Risk
Invesco India ELSS Tax Saver Reg,equity,equity,INF205K01270,104636,Regular,-3.88,12.51,10.41,BSE 500 TRI,-1.52,12.67,12.33,-0.23,1.03,0.44,16.45,13,,,,,25,https://www.valueresearchonline.com/funds/3913/,4,2,3,3,N/A,12,Moderately High Risk
JM ELSS Tax Saver Reg,equity,equity,INF192K01650,107288,Regular,2.09,15.51,14.93,BSE 500 TRI,-1.52,12.67,12.33,2.45,1.04,0.59,16.79,15.72,,,,,25,https://www.valueresearchonline.com/funds/6679/,8,2,3,3,N/A,16,Moderately High Risk
Kotak ELSS Tax Saver Reg,equity,equity,INF955L01IY6,152904,Regular,-2.07,11.86,12.07,BSE 500 TRI,-1.52,12.67,12.33,-0.52,0.97,0.42,15.34,12.25,,,,,25,https://www.valueresearchonline.com/funds/2937/,4,2,3,3,N/A,12,Moderately High Risk
LIC MF ELSS Tax Saver Reg,equity,equity,INF767K01956,100865,Regular,-5.38,10.19,10.63,BSE 500 TRI,-1.52,12.67,12.33,-1.71,0.93,0.33,14.94,10.78,,,,,25,https://www.valueresearchonline.com/funds/405/,4,2,3,4,N/A,13,Moderately High Risk
Mahindra Manulife ELSS Tax Saver Reg,equity,equity,INF174V01077,139783,Regular,-6.48,8.86,10.17,BSE 500 TRI,-1.52,12.67,12.33,-2.92,0.9,0.25,14.02,9.38,,,,,25,https://www.valueresearchonline.com/funds/32893/,2,2,3,4,N/A,11,High Risk
Mirae Asset ELSS Tax Saver Reg,equity,equity,INF769K01DK3,135784,Regular,1.57,14.01,12.31,BSE 500 TRI,-1.52,12.67,12.33,1.13,1,0.54,15.5,14.16,,,,,25,https://www.valueresearchonline.com/funds/31316/,6,2,3,3,N/A,14,Moderately High Risk
Motilal Oswal ELSS Tax Saver Reg,equity,equity,INF247L01544,133385,Regular,4.43,22.02,17.94,BSE 500 TRI,-1.52,12.67,12.33,8.09,1.16,0.77,21.3,22.25,,,,,25,https://www.valueresearchonline.com/funds/29160/,12,4,2,1,N/A,19,Moderate Risk
NJ ELSS Tax Saver Reg,equity,equity,INF192K01650,107288,Regular,-6.84,10.69,,BSE 500 TRI,-1.52,12.67,,-1.45,0.96,0.34,16.04,11.3,,,,,25,https://www.valueresearchonline.com/funds/43363/,4,2,3,3,N/A,12,Moderately High Risk
Navi ELSS Tax Saver Nifty 50 Index Reg,equity,equity,INF959L01GS4,151472,Regular,-5.92,7.69,,BSE 500 TRI,-1.52,12.67,,-3.88,0.87,0.17,13.65,8.16,,,,,25,https://www.valueresearchonline.com/funds/43189/,2,2,4,4,N/A,12,Moderately High Risk
Navi ELSS Tax Saver Reg,equity,equity,INF959L01CF0,135655,Regular,,,,,,,,,,,,,,,,,0,https://www.valueresearchonline.com/funds/31263/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India ELSS Tax Saver Reg,equity,equity,INF761K01181,111710,Regular,1.08,14.82,14.09,BSE 500 TRI,-1.52,12.67,12.33,2.1,0.97,0.6,15.09,14.91,,,,,25,https://www.valueresearchonline.com/funds/2816/,8,4,3,3,N/A,18,Moderate Risk
PGIM India ELSS Tax Saver Reg,equity,equity,INF663L01FQ8,135598,Regular,-3.92,8.44,10.31,BSE 500 TRI,-1.52,12.67,12.33,-3.43,0.93,0.22,14.86,9.06,,,,,25,https://www.valueresearchonline.com/funds/31165/,2,2,3,4,N/A,11,High Risk
Parag Parikh ELSS Tax Saver Reg,equity,equity,INF879O01092,147482,Regular,-9.35,10.6,12.73,BSE 500 TRI,-1.52,12.67,12.33,-0.22,0.71,0.43,11.4,10.67,,,,,25,https://www.valueresearchonline.com/funds/40104/,4,2,5,6,N/A,17,Moderately High Risk
Quant ELSS Tax Saver Reg,equity,equity,INF966L01135,100175,Regular,7.61,16.57,15.55,BSE 500 TRI,-1.52,12.67,12.33,3.25,1.11,0.61,18.4,17.07,,,,,25,https://www.valueresearchonline.com/funds/818/,10,4,2,2,N/A,18,Moderate Risk
Quantum ELSS Tax Saver Reg,equity,equity,INF082J01366,141070,Regular,-7.4,11.02,10.4,BSE 500 TRI,-1.52,12.67,12.33,-0.58,0.85,0.41,13.46,11.33,,,,,25,https://www.valueresearchonline.com/funds/33972/,4,2,4,5,N/A,15,Moderately High Risk
SBI ELSS Tax Saver Reg,equity,equity,INF200K01495,105628,Regular,-1.68,17.55,16.69,BSE 500 TRI,-1.52,12.67,12.33,4.54,0.98,0.75,15.42,17.38,,,,,25,https://www.valueresearchonline.com/funds/198/,10,4,3,3,N/A,20,Moderate Risk
SBI Long Term Advantage Sr IV Reg,equity,equity,INF200KA1LQ3,140488,Regular,0.87,10.73,12.94,BSE 500 TRI,-1.52,12.67,12.33,-0.99,0.9,0.35,15.69,11.29,,,,,25,https://www.valueresearchonline.com/funds/33321/,4,2,3,4,N/A,13,Moderately High Risk
SBI Long Term Advantage Sr V Reg,equity,equity,INF200KA1RU2,142139,Regular,-0.19,20.05,16.67,BSE 500 TRI,-1.52,12.67,12.33,6.73,0.98,0.84,16.35,19.57,,,,,25,https://www.valueresearchonline.com/funds/34958/,12,6,3,3,N/A,24,Low Risk
SBI Long Term Advantage Sr VI Reg,equity,equity,INF200KA1TM5,143176,Regular,-1.9,14.3,13.79,BSE 500 TRI,-1.52,12.67,12.33,1.01,1.1,0.5,18.01,14.74,,,,,25,https://www.valueresearchonline.com/funds/35969/,6,2,2,2,N/A,12,Moderately High Risk
Samco ELSS Tax Saver Reg,equity,equity,INF0K1H01057,150839,Regular,-9.4,4.65,,BSE 500 TRI,-1.52,12.67,,-7.13,1.09,0.04,19.49,6.54,,,,,25,https://www.valueresearchonline.com/funds/42759/,1,2,2,2,N/A,7,High Risk
Shriram ELSS Tax Saver Reg,equity,equity,INF680P01133,145820,Regular,-3.35,7.97,8.22,BSE 500 TRI,-1.52,12.67,12.33,-4.07,1,0.19,16.8,8.96,,,,,25,https://www.valueresearchonline.com/funds/38437/,2,2,3,3,N/A,10,High Risk
Sundaram  Long Term Tax Advantage IV Reg,equity,equity,INF903JA1CX1,143077,Regular,9.54,17.56,19.4,BSE 500 TRI,-1.52,12.67,12.33,4.37,1.04,0.64,18.51,17.69,,,,,25,https://www.valueresearchonline.com/funds/35871/,10,4,2,3,N/A,19,Moderate Risk
Sundaram ELSS Tax Saver Reg,equity,equity,INF173K01361,149569,Regular,-3.62,10.36,11.22,BSE 500 TRI,-1.52,12.67,12.33,-1.63,0.91,0.35,14.24,10.73,,,,,25,https://www.valueresearchonline.com/funds/89/,4,2,3,4,N/A,13,Moderately High Risk
Sundaram Long Term Micro Cap Tax Advantage III Reg,equity,equity,INF903JA1427,139709,Regular,6.24,16.07,18.28,BSE 500 TRI,-1.52,12.67,12.33,2.94,1.09,0.55,19.52,16.56,,,,,25,https://www.valueresearchonline.com/funds/32781/,8,2,2,2,N/A,14,Moderately High Risk
Sundaram Long Term Micro Cap Tax Advantage IV Reg,equity,equity,INF903JA1930,141139,Regular,6.34,16.26,18.59,BSE 500 TRI,-1.52,12.67,12.33,3.14,1.07,0.56,19.29,16.67,,,,,25,https://www.valueresearchonline.com/funds/33064/,10,2,2,2,N/A,16,Moderately High Risk
Sundaram Long Term Micro Cap Tax Advantage V Reg,equity,equity,INF903JA1930,141139,Regular,6.55,16.87,17.91,BSE 500 TRI,-1.52,12.67,12.33,3.63,1.08,0.59,19.39,17.23,,,,,25,https://www.valueresearchonline.com/funds/34224/,10,2,2,2,N/A,16,Moderately High Risk
Sundaram Long Term Micro Cap Tax Advantage VI Reg,equity,equity,INF903JA1AX5,141565,Regular,5.23,16.36,18.24,BSE 500 TRI,-1.52,12.67,12.33,3.22,1.08,0.57,19.33,16.77,,,,,25,https://www.valueresearchonline.com/funds/34429/,10,2,2,2,N/A,16,Moderately High Risk
Sundaram Long Term Tax Advantage III Reg,equity,equity,INF903J019V4,135684,Regular,9.48,17.39,19.29,BSE 500 TRI,-1.52,12.67,12.33,4.13,1.05,0.63,18.74,17.53,,,,,25,https://www.valueresearchonline.com/funds/35006/,10,4,2,3,N/A,19,Moderate Risk
Tata ELSS Reg,equity,equity,INF277K01I52,132757,Regular,2.93,13.88,13.26,BSE 500 TRI,-1.52,12.67,12.33,1.06,1,0.53,15.69,14.08,,,,,25,https://www.valueresearchonline.com/funds/212/,6,2,3,3,N/A,14,Moderately High Risk
Taurus ELSS Tax Saver Reg,equity,equity,INF044D01AC9,100480,Regular,-7.15,10.87,10.97,BSE 500 TRI,-1.52,12.67,12.33,-0.9,0.88,0.38,14.44,11.28,,,,,25,https://www.valueresearchonline.com/funds/83/,4,2,3,4,N/A,13,Moderately High Risk
UTI ELSS Tax Saver Reg,equity,equity,INF789F01547,100821,Regular,-4.89,9.47,9.06,BSE 500 TRI,-1.52,12.67,12.33,-2.57,0.95,0.29,14.9,10.09,,,,,25,https://www.valueresearchonline.com/funds/724/,2,2,3,4,N/A,11,High Risk
UTI MEPUS Reg,equity,equity,INF767K01535,105823,Regular,-5.69,8.33,8.84,BSE 500 TRI,-1.52,12.67,12.33,-3.22,0.85,0.22,13.47,8.73,,,,,25,https://www.valueresearchonline.com/funds/1621/,2,2,4,5,N/A,13,Moderately High Risk
Union ELSS Tax Saver Reg,equity,equity,INF789F01547,100821,Regular,-0.69,11.88,12.11,BSE 500 TRI,-1.52,12.67,12.33,-0.32,0.93,0.44,14.53,12.16,,,,,25,https://www.valueresearchonline.com/funds/13521/,4,2,3,4,N/A,13,Moderately High Risk
WhiteOak Capital ELSS Tax Saver Reg,equity,equity,INF03VN01647,150589,Regular,-1.18,16.31,,BSE 500 TRI,-1.52,12.67,,3.59,0.93,0.69,14.93,16.13,,,,,25,https://www.valueresearchonline.com/funds/42485/,10,4,3,4,N/A,21,Moderate Risk
360 ONE Flexicap Reg,equity,equity,INF579M01AP7,151799,Regular,2.89,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43545/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
360 ONE Focused Reg,equity,equity,INF579M01878,131578,Regular,0.91,12.02,12.67,BSE 500 TRI,-1.52,12.67,12.33,-0.23,0.91,0.44,14.4,12.13,,,,,25,https://www.valueresearchonline.com/funds/28456/,4,2,3,4,N/A,13,Moderately High Risk
ABSL BSE 500 Momentum 50 Index Reg,equity,equity,INF209KC1605,153735,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45375/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ABSL BSE 500 Quality 50 Index Reg,equity,equity,INF209KC1639,153742,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45379/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ABSL Bal Bhavishya Yojna Reg,equity,equity,INF209KB1E76,146409,Regular,1.64,11.46,9.25,BSE 500 TRI,-1.52,12.67,12.33,-0.82,0.96,0.4,15.16,11.92,,,,,25,https://www.valueresearchonline.com/funds/38819/,4,2,3,3,N/A,12,Moderately High Risk
ABSL Flexi Cap Reg,equity,equity,INF209K01AJ8,103166,Regular,3.83,15.46,12.45,BSE 500 TRI,-1.52,12.67,12.33,2.78,0.95,0.66,14.65,15.43,,,,,25,https://www.valueresearchonline.com/funds/561/,8,4,3,4,N/A,19,Moderate Risk
ABSL Focused Reg,equity,equity,INF209K01LV0,108273,Regular,-0.44,13.46,11.8,BSE 500 TRI,-1.52,12.67,12.33,1.25,0.9,0.55,14.05,13.53,,,,,25,https://www.valueresearchonline.com/funds/2865/,6,2,3,4,N/A,15,Moderately High Risk
ABSL Retirement 30s Reg,equity,equity,INF209KB1H99,146577,Regular,10.32,16.16,11.79,BSE 500 TRI,-1.52,12.67,12.33,3.35,0.99,0.66,15.82,16.28,,,,,25,https://www.valueresearchonline.com/funds/39179/,10,4,3,3,N/A,20,Moderate Risk
Abakkus Flexi Cap Reg,equity,equity,INF2JJD01169,154041,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45681/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Angel One Nifty Total Market ETF,equity,equity,INF1J2R01023,153330,Regular,-1.21,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44964/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Angel One Nifty Total Market Index Reg,equity,equity,INF1J2R01031,153331,Regular,-1.99,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44962/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Angel One Nifty Total Market Momentum Quality 50 ETF,equity,equity,INF1J2R01122,153956,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45605/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Angel One Nifty Total Market Momentum Quality 50 Index Reg,equity,equity,INF1J2R01130,153955,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45606/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Flexi Cap Reg,equity,equity,INF846K01B51,141927,Regular,1.29,13.05,10.16,BSE 500 TRI,-1.52,12.67,12.33,0.63,0.97,0.49,15.47,13.39,,,,,25,https://www.valueresearchonline.com/funds/34709/,6,2,3,3,N/A,14,Moderately High Risk
Axis Focused Reg,equity,equity,INF846K01CH7,117560,Regular,-3.95,8.74,5.49,BSE 500 TRI,-1.52,12.67,12.33,-3.04,0.91,0.24,14.97,9.33,,,,,25,https://www.valueresearchonline.com/funds/14951/,2,2,3,4,N/A,11,High Risk
Axis Nifty 500 Index Reg,equity,equity,INF846K018W1,152730,Regular,-2.4,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44412/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Nifty500 Momentum 50 Index Reg,equity,equity,INF846KA1036,153245,Regular,-3.4,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44904/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Nifty500 Quality 50 Index Reg,equity,equity,INF846KA1192,153830,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45467/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bajaj Finserv Flexi Cap Reg,equity,equity,INF0QA701383,151898,Regular,4.25,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43651/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bandhan Flexi Cap Reg,equity,equity,INF194K01391,108594,Regular,-1.23,12.46,11.29,BSE 500 TRI,-1.52,12.67,12.33,0.5,0.88,0.5,13.69,12.61,,,,,25,https://www.valueresearchonline.com/funds/2886/,6,2,4,4,N/A,16,Moderately High Risk
Bandhan Focused Reg,equity,equity,INF194K01466,108592,Regular,-0.02,14.43,12.33,BSE 500 TRI,-1.52,12.67,12.33,1.75,0.98,0.53,16.59,14.59,,,,,25,https://www.valueresearchonline.com/funds/3151/,8,2,3,3,N/A,16,Moderately High Risk
Bandhan Nifty 500 Momentum 50 Index Reg,equity,equity,INF194KB1DS3,150592,Regular,-3.41,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44629/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bandhan Nifty Alpha 50 Index Reg,equity,equity,INF194KB1GX6,152179,Regular,-1.09,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43862/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bandhan Nifty Total Mkt Index Reg,equity,equity,INF194KB1IH5,152717,Regular,-2.14,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44402/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bank of India Flexi Cap Reg,equity,equity,INF955L01IY6,152904,Regular,7.24,20.6,16.46,BSE 500 TRI,-1.52,12.67,12.33,6.56,1.13,0.77,18.99,20.47,,,,,25,https://www.valueresearchonline.com/funds/41016/,12,4,2,2,N/A,20,Moderate Risk
Baroda BNP Paribas Children's Reg,equity,equity,INF251K01UC3,153170,Regular,2.94,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44778/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Baroda BNP Paribas Flexi Cap Reg,equity,equity,INF251K01QW9,150385,Regular,-0.7,12.88,,BSE 500 TRI,-1.52,12.67,,0.43,0.99,0.48,15.72,13.39,,,,,25,https://www.valueresearchonline.com/funds/42310/,6,2,3,3,N/A,14,Moderately High Risk
Baroda BNP Paribas Focused Reg,equity,equity,INF251K01PK6,150263,Regular,-7.36,9.21,9.78,BSE 500 TRI,-1.52,12.67,12.33,-3.47,1.08,0.25,17.16,10.09,,,,,25,https://www.valueresearchonline.com/funds/34651/,2,2,2,2,N/A,8,High Risk
Canara Robeco Flexi Cap Reg,equity,equity,INF760K01019,101922,Regular,-1.87,11.72,10.87,BSE 500 TRI,-1.52,12.67,12.33,-0.57,0.93,0.43,14.46,11.96,,,,,25,https://www.valueresearchonline.com/funds/1839/,4,2,3,4,N/A,13,Moderately High Risk
Canara Robeco Focused Reg,equity,equity,INF760K01JT0,148884,Regular,-3.71,12.66,12.71,BSE 500 TRI,-1.52,12.67,12.33,0.32,0.92,0.48,14.52,12.73,,,,,25,https://www.valueresearchonline.com/funds/41456/,6,2,3,4,N/A,15,Moderately High Risk
Capitalmind Flexi Cap Reg,equity,equity,INF226401026,153739,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45312/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
DSP Flexi Cap Reg,equity,equity,INF740K01037,105875,Regular,-1.32,12.9,10.94,BSE 500 TRI,-1.52,12.67,12.33,0.45,0.97,0.49,15.32,13.25,,,,,25,https://www.valueresearchonline.com/funds/393/,6,2,3,3,N/A,14,Moderately High Risk
DSP Focused Reg,equity,equity,INF740K01532,112901,Regular,0.03,15,11.05,BSE 500 TRI,-1.52,12.67,12.33,2.48,0.96,0.6,15.57,15.21,,,,,25,https://www.valueresearchonline.com/funds/11183/,8,4,3,3,N/A,18,Moderate Risk
DSP Nifty 500 Index Reg,equity,equity,INF740KA1XV5,154090,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45717/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
DSP Nifty500 Flexicap Quality 30 ETF,equity,equity,INF740KA1WR5,153801,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45521/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
DSP Nifty500 Flexicap Quality 30 Index Reg,equity,equity,INF740KA1WO2,153802,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45444/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Edelweiss Flexi Cap Reg,equity,equity,INF843K01KN5,140355,Regular,-0.36,14.54,13.41,BSE 500 TRI,-1.52,12.67,12.33,1.77,0.98,0.58,15.35,14.67,,,,,25,https://www.valueresearchonline.com/funds/29261/,8,2,3,3,N/A,16,Moderately High Risk
Edelweiss Focused Reg,equity,equity,INF754K01OL0,150382,Regular,-1.8,12.92,,BSE 500 TRI,-1.52,12.67,,0.55,0.98,0.49,15.45,13.43,,,,,25,https://www.valueresearchonline.com/funds/42296/,6,2,3,3,N/A,14,Moderately High Risk
Franklin India Flexi Cap Reg,equity,equity,INF955L01IY6,152904,Regular,-4.57,13.88,13.56,BSE 500 TRI,-1.52,12.67,12.33,1.47,0.92,0.56,14.36,13.91,,,,,25,https://www.valueresearchonline.com/funds/116/,6,2,3,4,N/A,15,Moderately High Risk
Franklin India Focused Equity Reg,equity,equity,INF955L01IY6,152904,Regular,-6.92,9.8,11.58,BSE 500 TRI,-1.52,12.67,12.33,-1.98,0.87,0.31,13.84,10.08,,,,,25,https://www.valueresearchonline.com/funds/5141/,4,2,4,4,N/A,14,Moderately High Risk
Groww Nifty 500 Low Volatility 50 ETF,equity,equity,INF666M01EK5,145589,Regular,-0.37,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45217/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
