fund_name,plan,vr_id,category,isin,scheme_code,ytm,mac_duration,avg_maturity,avg_credit_rating,ytm_score_10,duration_score_10,maturity_score_10,credit_score_10,total_score_40,risk_category,fund_rating,b1y,b3y,b5y,f1y,f3y,f5y,cr_aaa,cr_cash_eq,cr_sov,cr_unrated,num_securities
ABSL CRISIL IBX 60:40 SDL+ AAA PSU Apr 2026 Index Dir,Direct,42832,--,INF209KB10P4,150938,--,--,--,--,1,10,10,10,31,Low Risk,Good,--,--,--,--,--,--,--,--,--,--,--
ABSL CRISIL IBX 60:40 SDL+AAA PSU-Apr 2027 Dir,Direct,42264,Debt: Target Maturity,INF209KB19H2,150353,6.44,0.7,0.71,AAA,3,9,9,9,30,Low Risk,Good,4.22,7.06,--,5.64,7.15,--,38.13,2.4,59.47,--,53
ABSL CRISIL IBX Gilt Apr 2028 Index Dir,Direct,43266,Debt: Target Maturity,INF209KB11U2,151577,6.14,1.51,1.6,GOI/Cash,1,7,8,10,26,Moderate Risk,Average,4.22,7.06,--,4.68,6.82,--,--,4.23,95.77,--,3
ABSL CRISIL IBX Gilt April 2033 Index Dir,Direct,43983,Debt: Target Maturity,INF209KB19Y7,152267,7.06,5.23,6.58,GOI/Cash,4,3,5,10,22,Moderate Risk,Average,4.22,--,--,2.2,--,--,--,4.52,95.48,--,1
ABSL CRISIL IBX Gilt June 2027 Index Dir,Direct,44343,Debt: Target Maturity,INF209KC1076,152659,6.03,1.04,1.09,GOI/Cash,1,8,8,10,27,Moderate Risk,Average,4.22,--,--,5.15,--,--,--,6.94,93.06,--,1
ABSL CRISIL IBX Gilt-Apr 2029 Index Dir,Direct,42685,Debt: Target Maturity,INF209KB12O3,150778,6.51,2.65,2.88,GOI/Cash,2,6,6,10,24,Moderate Risk,Average,4.22,7.06,--,3.9,7.24,--,--,2.65,97.35,--,8
ABSL CRISIL IBX Gilt-April 2026 Index Dir,Direct,42597,--,INF209KB10N9,150698,--,--,--,--,1,10,10,10,31,Low Risk,Good,--,--,--,--,--,--,--,--,--,--,--
ABSL CRISIL IBX SDL Jun 2032 Index Dir,Direct,43138,Debt: Target Maturity,INF209KB14S0,151427,7.47,4.66,5.72,GOI/Cash,6,4,5,10,25,Moderate Risk,Average,4.22,7.06,--,1.46,6.78,--,--,4.4,95.6,--,11
ABSL CRISIL-IBX AAA Fin Srvices Index-Sep 2027 Dir,Direct,44685,Debt: Target Maturity,INF209KC1290,153030,7.53,1.08,1.13,AAA,6,8,8,9,31,Low Risk,Good,4.22,--,--,5.79,--,--,91.54,8.46,--,--,12
ABSL CRISIL-IBX AAA NBFC-HFC Index-Sep 2026 Dir,Direct,44616,Debt: Target Maturity,INF209KC1217,152947,6.99,0.2,0.21,AAA,7,10,10,9,36,Very Low Risk,Good,4.22,--,--,6.78,--,--,92.19,7.81,--,--,12
ABSL Nifty SDL Apr 2027 Dir,Direct,42027,Debt: Target Maturity,INF209KB11F3,149794,5.86,0.62,0.64,GOI/Cash,1,9,9,10,29,Low Risk,Good,4.22,7.06,--,5.61,7.2,--,--,3.18,96.82,--,88
ABSL Nifty SDL Sep 2027 Index Dir,Direct,43270,Debt: Target Maturity,INF209KB16T3,151562,6.41,1.21,1.26,GOI/Cash,2,8,8,10,28,Low Risk,Good,4.22,7.06,--,4.98,7.22,--,--,4.35,95.65,--,10
ABSL SDL + PSU Bond Sep 2026 60:40 Dir,Direct,41726,Debt: Target Maturity,INF209KB18B7,149199,6.08,0.27,0.27,AAA,3,10,10,9,32,Low Risk,Good,4.22,7.06,--,5.88,7.11,--,37.58,3.12,59.3,--,86
Axis CRISIL IBX 50:50 Gilt Plus SDL Jun 2028 Index Dir,Direct,43027,Debt: Target Maturity,INF846K010N7,151300,6.72,1.76,1.88,GOI/Cash,3,7,7,10,27,Moderate Risk,Average,4.22,7.06,--,4.15,7.14,--,--,4.48,95.52,--,7
Axis CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Dir,Direct,43146,Debt: Target Maturity,INF846K012O1,151435,6.24,1.1,1.16,GOI/Cash,1,8,8,10,27,Moderate Risk,Average,4.22,7.06,--,5.06,7.14,--,--,5.06,94.94,--,8
Axis CRISIL IBX SDL May 2027 Dir,Direct,42096,Debt: Target Maturity,INF846K017G6,149873,6.29,0.94,0.98,GOI/Cash,2,8,8,10,28,Low Risk,Good,4.22,7.06,--,5.46,7.34,--,--,3.32,96.68,--,27
Axis CRISIL-IBX AAA Bond Fin Srvices-Sep 2027 Index Dir,Direct,44720,Debt: Target Maturity,INF846K015Y3,153051,7.47,1.13,1.19,AAA,7,8,8,9,32,Low Risk,Good,4.22,--,--,5.46,--,--,93.65,6.35,--,--,13
Axis CRISIL-IBX AAA Bond NBFC-HFC-Jun 2027 Index Dir,Direct,44816,Debt: Target Maturity,INF846KA1028,153172,7.56,0.95,1,AAA,6,8,8,9,31,Low Risk,Good,4.22,--,--,5.83,--,--,94.45,5.55,--,--,11
Axis CRISIL-IBX AAA Bond NBFC-Jun 2027 Index Dir,Direct,44562,Debt: Target Maturity,INF846K017X1,152887,7.56,0.96,1.02,AAA,7,8,8,9,32,Low Risk,Good,4.22,--,--,6.05,--,--,94.53,5.47,--,--,19
Axis Nifty AAA Bond + SDL Apr 2026 50:50 ETF,Direct,41480,--,INF754K01MD1,148795,--,--,--,--,3,10,10,9,32,Low Risk,Good,--,--,--,--,--,--,--,--,--,--,--
Axis Nifty AAA Bond + SDL Apr 2026 50:50 ETF FoF Dir,Direct,41766,--,INF754K01MD1,148795,--,--,--,--,1,1,1,9,12,High Risk,Poor,--,--,--,--,--,--,--,--,--,--,--
Axis Nifty SDL September 2026 Debt Index Dir,Direct,42739,Debt: Target Maturity,INF846K018K6,150854,5.69,0.33,0.33,GOI/Cash,1,9,9,10,29,Low Risk,Good,4.22,7.06,--,5.71,7.15,--,--,2.74,97.26,--,9
BHARAT Bond ETF FOF-April 2032 Dir*,Direct,41900,Debt: Target Maturity,INF754K01NY5,149401,7.57,4.82,5.8,AAA,7,4,5,9,25,Moderate Risk,Average,4.22,7.06,--,1.55,6.51,--,92.07,2.99,4.94,--,1
BHARAT Bond ETF FOF-April 2033 Dir*,Direct,42896,Debt: Target Maturity,INF754K01RC2,150989,7.52,5.33,6.63,AAA,7,3,5,9,24,Moderate Risk,Average,4.22,7.06,--,0.92,6.48,--,85.42,3.4,11.17,--,1
BHARAT Bond ETF-April 2030,Direct,40483,Debt: Target Maturity,INF754K01KY1,147857,7.48,3.2,3.59,AAA,6,5,6,9,26,Moderate Risk,Average,3.94,6.85,6.12,3.22,6.95,6.38,88.7,2.8,8.5,--,82
BHARAT Bond ETF-April 2031,Direct,41060,Debt: Target Maturity,INF754K01LO0,148450,7.54,4.05,4.74,AAA,7,4,5,9,25,Moderate Risk,Average,3.94,6.85,6.12,2.42,6.83,6.22,91.15,4.19,4.66,--,47
BHARAT Bond ETF-April 2032,Direct,41897,Debt: Target Maturity,INF754K01NY5,149401,7.58,4.84,5.82,AAA,7,4,5,9,25,Moderate Risk,Average,3.94,6.85,--,1.99,6.81,--,92.46,2.58,4.96,--,32
BHARAT Bond ETF-April 2033,Direct,42893,Debt: Target Maturity,INF754K01RC2,150989,7.54,5.34,6.65,AAA,7,3,5,9,24,Moderate Risk,Average,3.94,6.85,--,1.6,6.8,--,85.62,3.18,11.2,--,24
BHARAT Bond FOF-April 2030 Dir*,Direct,40490,Debt: Target Maturity,INF754K01KY1,147857,7.47,3.2,3.59,AAA,6,5,6,9,26,Moderate Risk,Average,4.22,7.06,6.16,2.82,6.64,6.25,88.58,2.93,8.49,--,1
BHARAT Bond FOF-April 2031 Dir*,Direct,41067,Debt: Target Maturity,INF754K01LO0,148450,7.53,4.04,4.73,AAA,7,4,5,9,25,Moderate Risk,Average,4.22,7.06,6.16,1.92,6.7,6.1,90.95,4.4,4.65,--,1
Bandhan CRISIL IBX 90:10 SDL+Gilt-April 2032 Index Dir,Direct,42791,Debt: Target Maturity,INF194KB1EN2,150871,7.45,4.61,5.62,GOI/Cash,7,4,5,10,26,Moderate Risk,Average,4.22,7.06,--,1.47,6.83,--,--,4,96,0,33
Bandhan CRISIL IBX 90:10 SDL+Gilt-November 2026 Index Dir,Direct,42787,Debt: Target Maturity,INF194KB1ET9,150868,5.7,0.41,0.42,GOI/Cash,1,9,9,10,29,Low Risk,Good,4.22,7.06,--,5.74,7.19,--,--,5.7,94.3,0,16
Bandhan CRISIL IBX 90:10 SDL+Gilt-September 2027 Index Dir,Direct,42820,Debt: Target Maturity,INF194KB1EZ6,150888,6.49,1.19,1.25,GOI/Cash,3,8,8,10,29,Low Risk,Good,4.22,7.06,--,4.97,7.26,--,--,3.71,96.29,0,12
Bandhan CRISIL IBX Gilt April 2028 Index Dir,Direct,41372,Debt: Target Maturity,INF194KB1BV1,148792,6.11,1.5,1.59,GOI/Cash,1,7,8,10,26,Moderate Risk,Average,4.22,7.06,6.16,4.98,7.18,6.2,--,2.11,97.89,0,4
Bandhan CRISIL IBX Gilt June 2027 Index Dir,Direct,41376,Debt: Target Maturity,INF194KB1BP3,148789,5.97,1,1.05,GOI/Cash,1,8,8,10,27,Moderate Risk,Average,4.22,7.06,6.16,5.23,7.08,6.08,--,2.9,97.1,0,4
Bandhan CRISIL-IBX 10:90 Gilt + SDL Index-Dec 2029 Dir,Direct,45034,Debt: Target Maturity,INF194KB1JL5,153389,6.4,3.18,3.61,GOI/Cash,3,5,6,10,24,Moderate Risk,Average,4.22,--,--,2.98,--,--,--,3.6,96.4,--,1
Bandhan Crisil IBX Gilt April 2026 Index Dir,Direct,42669,--,INF194KB1EH4,150746,--,--,--,--,1,10,10,10,31,Low Risk,Good,--,--,--,--,--,--,--,--,--,--,--
Bandhan Crisil IBX Gilt April 2032 Index Dir,Direct,43150,Debt: Target Maturity,INF194KB1FF5,151408,6.97,4.65,5.57,GOI/Cash,4,4,5,10,23,Moderate Risk,Average,4.22,7.06,--,2.26,7.12,--,--,2.67,97.33,0,2
Baroda BNP Paribas NIFTY SDL December 2028 Index Dir,Direct,43305,Debt: Target Maturity,INF251K01RR7,151574,6.87,2.27,2.53,GOI/Cash,3,6,7,10,26,Moderate Risk,Average,4.22,7.06,--,3.26,7.06,--,--,7.11,92.89,--,4
Baroda BNP Paribas Nifty SDL December 2026 Index Dir,Direct,43046,Debt: Target Maturity,INF251K01RL0,151283,5.73,0.62,0.64,GOI/Cash,1,9,9,10,29,Low Risk,Good,4.22,7.06,--,5.6,7.21,--,--,3.94,96.06,--,7
DSP CRISIL-IBX 50:50 Gilt Plus SDL-April 2033 Index Dir,Direct,43070,Debt: Target Maturity,INF740KA1SB7,151329,7.34,5.1,6.42,GOI/Cash,6,3,5,10,24,Moderate Risk,Average,4.22,7.06,--,1.42,6.81,--,--,3.13,96.87,--,12
DSP Nifty SDL + G-Sec Jun 2028 30:70 Dir,Direct,42187,Debt: Target Maturity,INF740KA1QV9,149970,6.42,1.63,1.75,GOI/Cash,2,7,8,10,27,Moderate Risk,Average,4.22,7.06,--,4.64,7.18,--,--,1.92,98.08,--,32
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Dir,Direct,43113,Debt: Target Maturity,INF740KA1SH4,151373,6.28,1.17,1.23,GOI/Cash,2,8,8,10,28,Low Risk,Good,4.22,7.06,--,5.04,7.16,--,--,3.06,96.94,--,10
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Dir,Direct,42589,Debt: Target Maturity,INF754K01PF9,150671,7.56,7.54,10.49,GOI/Cash,7,2,3,10,22,Moderate Risk,Average,4.22,7.06,--,0.37,6.63,--,--,2.45,97.55,--,15
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Dir,Direct,42637,Debt: Target Maturity,INF754K01PN3,150727,6.1,0.99,1,GOI/Cash,1,8,8,10,27,Moderate Risk,Average,4.22,7.06,--,5.36,7.17,--,--,3.49,96.51,--,7
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Dir,Direct,42709,Debt: Target Maturity,INF754K01PV6,150807,6.65,1.83,1.92,GOI/Cash,3,6,7,10,26,Moderate Risk,Average,4.22,7.06,--,4.15,7.19,--,--,3.11,96.89,--,6
Edelweiss CRISIL IBX AAA Fin Srvices Bond-Jan 2028 Index Dir,Direct,44748,Debt: Target Maturity,INF754K01TP0,153115,7.65,1.43,1.51,AAA,7,7,8,9,31,Low Risk,Good,4.22,--,--,5.61,--,--,94.76,5.24,--,--,14
Edelweiss CRISIL-IBX AAA Bond NBFC-HFC-Jun 2027 Index Dir,Direct,44976,Debt: Target Maturity,INF754K01UG7,153335,7.61,0.98,1.02,AAA,7,8,8,9,32,Low Risk,Good,4.22,--,--,6.1,--,--,91.34,8.66,--,--,14
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Dir,Direct,41380,--,INF754K01MD1,148795,--,--,--,--,3,10,10,9,32,Low Risk,Good,--,--,--,--,--,--,--,--,--,--,--
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Dir,Direct,41770,Debt: Target Maturity,INF754K01MT7,149247,6.68,0.84,0.85,AAA,4,8,8,9,29,Low Risk,Good,4.22,7.06,--,5.37,7.13,--,50.69,2.7,46.61,--,32
HDFC NIFTY G-Sec Jun 2036 Index Dir,Direct,43251,Debt: Target Maturity,INF179KC1FS6,151489,7.21,7.03,10.02,GOI/Cash,5,2,3,10,20,Moderately High Risk,Average,4.22,7.06,--,1.37,7.05,--,--,3.3,96.7,--,2
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Dir,Direct,43338,Debt: Target Maturity,INF179KC1GA2,151570,6.07,0.97,1.01,GOI/Cash,1,8,8,10,27,Moderate Risk,Average,4.22,7.06,--,5.35,7.17,--,--,3.57,96.43,--,10
HDFC Nifty G-Sec Apr 2029 Index Dir,Direct,43249,Debt: Target Maturity,INF179KC1FQ0,151495,6.49,2.62,2.87,GOI/Cash,2,6,6,10,24,Moderate Risk,Average,4.22,7.06,--,3.91,7.23,--,--,3.38,96.62,--,2
HDFC Nifty G-Sec July 2031 Index Dir,Direct,42764,Debt: Target Maturity,INF179KC1EH2,150847,6.92,4.34,5.09,GOI/Cash,4,4,5,10,23,Moderate Risk,Average,4.22,7.06,--,2.31,7.1,--,--,2.5,97.5,--,6
HDFC Nifty G-Sec Jun 2027 Index Dir,Direct,42927,Debt: Target Maturity,INF179KC1EJ8,151181,6.04,1.06,1.12,GOI/Cash,1,8,8,10,27,Moderate Risk,Average,4.22,7.06,--,5.22,7.08,--,--,3.2,96.8,--,2
HDFC Nifty G-Sec Sep 2032 Index Dir,Direct,42929,Debt: Target Maturity,INF179KC1EL4,151183,7.09,5.07,6.26,GOI/Cash,5,3,5,10,23,Moderate Risk,Average,4.22,7.06,--,1.78,6.95,--,--,1.97,98.03,--,4
HDFC Nifty G-sec Dec 2026 Index Dir,Direct,42762,Debt: Target Maturity,INF179KC1EE9,150845,5.69,0.49,0.51,GOI/Cash,1,9,9,10,29,Low Risk,Good,4.22,7.06,--,5.51,6.92,--,--,2.88,97.12,--,4
HDFC Nifty SDL Oct 2026 Index Dir,Direct,43194,Debt: Target Maturity,INF179KC1FI7,151456,5.55,0.3,0.31,GOI/Cash,1,9,9,10,29,Low Risk,Good,4.22,7.06,--,5.71,7.12,--,--,2.76,97.24,--,30
HSBC CRISIL IBX 50:50 Gilt+SDL Apr 2028 Dir,Direct,42191,Debt: Target Maturity,INF336L01QH7,149966,6.6,1.67,1.78,GOI/Cash,3,7,7,10,27,Moderate Risk,Average,4.22,7.06,--,4.41,7.13,--,--,1.23,98.77,--,30
HSBC CRISIL IBX Gilt June 2027 Index Dir,Direct,43207,Debt: Target Maturity,INF336L01QT2,151479,6.01,1.02,1.07,GOI/Cash,1,8,8,10,27,Moderate Risk,Average,4.22,7.06,--,5.27,7.1,--,--,2.63,97.37,--,4
ICICI Pru Nifty G-Sec Dec 2030 Index Dir,Direct,42651,Debt: Target Maturity,INF109KC18K8,150733,6.96,3.71,4.47,GOI/Cash,4,5,6,10,25,Moderate Risk,Average,4.22,7.06,--,3.1,7.21,--,--,3.58,96.42,--,7
ICICI Pru Nifty PSU Bond + SDL Sep 2027 40:60 Index Dir,Direct,41730,Debt: Target Maturity,INF109KC1S88,149210,6.88,1.21,1.26,AAA,4,8,8,9,29,Low Risk,Good,4.22,7.06,--,4.91,7.13,--,38.47,2.64,58.89,--,99
ICICI Pru Nifty SDL Dec 2028 Index Dir,Direct,42647,Debt: Target Maturity,INF109KC14L5,150729,7.13,2.29,2.55,GOI/Cash,4,6,7,10,27,Moderate Risk,Average,4.22,7.06,--,3.34,7.13,--,--,2.85,97.15,--,37
ICICI Pru Nifty SDL Sep 2026 Index Dir,Direct,42954,Debt: Target Maturity,INF109KC13P8,151211,5.51,0.23,0.24,GOI/Cash,1,10,10,10,31,Low Risk,Good,4.22,7.06,--,5.69,7.1,--,--,5.14,94.86,--,26
ICICI Pru Nifty SDL Sep 2027 Index Dir,Direct,42229,Debt: Target Maturity,INF109KC14B6,149999,6.57,1.22,1.28,GOI/Cash,3,8,8,10,29,Low Risk,Good,4.22,7.06,--,4.91,7.24,--,--,1.63,98.37,--,47
Invesco India Nifty G-sec Jul 2027 Index Dir,Direct,43345,Debt: Target Maturity,INF205KA1775,151593,6.02,1.04,1.09,GOI/Cash,1,8,8,10,27,Moderate Risk,Average,4.22,7.06,--,5.29,7.12,--,--,3.01,96.99,--,3
Invesco India Nifty G-sec Sep 2032 Index Dir,Direct,43349,Debt: Target Maturity,INF205KA1817,151597,7.04,4.82,5.86,GOI/Cash,4,4,5,10,23,Moderate Risk,Average,4.22,7.06,--,2.16,7.09,--,--,2.75,97.25,--,3
Kotak CRISIL IBX AAA Financial Services Index-Sep 2027 Dir,Direct,44551,Debt: Target Maturity,INF174KA1TF1,152869,7.55,1.15,1.22,AAA,7,8,8,9,32,Low Risk,Good,4.22,--,--,5.66,--,--,93.11,6.89,--,--,19
Kotak CRISIL-IBX AAA Bond Fin Srvices Index-Dec 2026 Dir,Direct,44942,Debt: Target Maturity,INF174KA1UX2,153313,7.2,0.47,0.48,AAA,8,9,9,9,35,Very Low Risk,Good,4.22,--,--,6.1,--,--,96,4,--,--,19
Kotak Nifty AAA Bond Financial Services Mar 2028 Index Dir,Direct,45291,--,INF174KA1WY6,153680,7.73,1.69,1.77,AAA,7,7,8,9,31,Low Risk,Good,--,--,--,89,74,4,98.2,1.8,--,--,11
Kotak Nifty G-Sec July 2033 Index Dir,Direct,43810,Debt: Target Maturity,INF174KA1PJ1,152098,7.07,5.19,6.5,GOI/Cash,5,3,5,10,23,Moderate Risk,Average,4.22,--,--,2,--,--,--,3.7,96.3,--,2
Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Dir,Direct,42084,Debt: Target Maturity,INF174KA1IL2,149855,6.07,0.82,0.84,GOI/Cash,2,8,8,10,28,Low Risk,Good,4.22,7.06,--,5.62,7.31,--,--,2.44,97.56,--,57
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Dir,Direct,42088,Debt: Target Maturity,INF174KA1IR9,149865,7.57,4.64,5.68,GOI/Cash,7,4,5,10,26,Moderate Risk,Average,4.22,7.06,--,1.24,6.69,--,--,3.71,96.29,--,52
Kotak Nifty SDL Jul 2026 Index Dir,Direct,42958,Debt: Target Maturity,INF174KA1LC5,151218,5.46,0.19,0.19,GOI/Cash,1,10,10,10,31,Low Risk,Good,4.22,7.06,--,5.71,7.04,--,--,3.19,96.81,--,5
Kotak Nifty SDL Jul 2033 Index Dir,Direct,43166,Debt: Target Maturity,INF174KA1MJ8,151420,7.64,5.16,6.59,GOI/Cash,7,3,5,10,25,Moderate Risk,Average,4.22,7.06,--,0.72,6.52,--,--,6.2,93.8,--,12
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Dir,Direct,42643,Debt: Target Maturity,INF174KA1JT3,150725,7.17,1.78,1.91,AAA,5,7,7,9,28,Low Risk,Good,4.22,7.06,--,4.12,7.07,--,38.78,3.42,57.8,--,36
Mirae Asset CRISIL IBX Gilt Index-April 2033 Index Dir,Direct,42697,Debt: Target Maturity,INF769K01IX5,150792,7.06,5.34,6.4,GOI/Cash,5,3,5,10,23,Moderate Risk,Average,4.22,7.06,--,1.72,6.83,--,--,2.71,97.29,--,6
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Dir,Direct,42701,--,INF754K01MD1,148795,--,--,--,--,2,10,10,9,31,Low Risk,Good,--,--,--,--,--,--,--,--,--,--,--
Mirae Asset Nifty SDL Jun 2027 Index Dir,Direct,42238,Debt: Target Maturity,INF769K01IH8,150358,6.36,1.01,1.03,GOI/Cash,3,8,8,10,29,Low Risk,Good,4.22,7.06,--,5.38,7.31,--,--,2.94,97.06,--,26
Mirae Asset Nifty SDL June 2028 Index Dir,Direct,43395,Debt: Target Maturity,INF769K01JZ8,151691,7,1.9,2,GOI/Cash,4,6,7,10,27,Moderate Risk,Average,4.22,7.06,--,4,7.24,--,--,3.46,96.54,--,15
Nippon India CRISIL IBX AAA Fin Srvices-Dec 2026 Index Dir,Direct,44654,Debt: Target Maturity,INF204KC1DM3,152992,7.19,0.46,0.46,AAA,8,9,9,9,35,Very Low Risk,Good,4.22,--,--,6.33,--,--,94.89,5.07,--,0.04,17
Nippon India CRISIL IBX AAA Fin Srvices-Jan 2028 Index Dir,Direct,44658,Debt: Target Maturity,INF204KC1DS0,152996,7.65,1.47,1.55,AAA,7,7,8,9,31,Low Risk,Good,4.22,--,--,5.45,--,--,95.57,4.42,--,0.01,16
Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Wght,Direct,41392,--,INF204KC1022,148798,--,--,--,--,1,10,10,10,31,Low Risk,Good,--,--,--,--,--,--,--,--,--,--,--
Nippon India Nifty AAA CPSE Bond + SDL-Apr 2027 Mtrty 60:40 Dir,Direct,42221,Debt: Target Maturity,INF204KC1527,150012,6.66,0.65,0.67,AAA,5,9,9,9,32,Low Risk,Good,4.22,7.06,--,5.67,7.16,--,59.15,2.93,37.92,0,96
Nippon India Nifty AAA PSU Bond+SDL-Sep 2026 Mtrty 50:50 Index Dir,Direct,42663,Debt: Target Maturity,INF204KC1683,150754,6.16,0.26,0.26,AAA,4,10,10,9,33,Low Risk,Good,4.22,7.06,--,5.95,7.08,--,46.7,5.12,48.17,0.01,29
Nippon India Nifty G-Sec Jun 2036 Mtrty Index Dir,Direct,42828,Debt: Target Maturity,INF204KC1AC0,150920,7.21,7.02,9.97,GOI/Cash,5,2,3,10,20,Moderately High Risk,Average,4.22,7.06,--,1.35,7.04,--,--,3.42,96.58,0,4
Nippon India Nifty G-Sec Oct 2028 Mtrty Index Dir,Direct,43175,Debt: Target Maturity,INF204KC1AO5,151440,6.37,2.09,2.24,GOI/Cash,1,6,7,10,24,Moderate Risk,Average,4.22,7.06,--,4.36,7.14,--,--,3.1,96.89,0.01,4
Nippon India Nifty G-Sec Sep 2027 Mtrty Index Dir,Direct,42816,Debt: Target Maturity,INF204KC1881,150906,6.05,1.1,1.16,GOI/Cash,1,8,8,10,27,Moderate Risk,Average,4.22,7.06,--,5.2,7.08,--,--,3.64,96.35,0.01,3
Nippon India Nifty SDL Plus G-Sec-Jun 2028 Mtrty 70:30 Index Dir,Direct,42735,Debt: Target Maturity,INF204KC1741,150824,6.76,1.69,1.82,GOI/Cash,3,7,7,10,27,Moderate Risk,Average,4.22,7.06,--,4.31,7.18,--,--,3.31,96.69,0,29
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Mtrty 70:30 Index Dir,Direct,43171,Debt: Target Maturity,INF204KC1AI7,151390,7.02,2.6,2.88,GOI/Cash,4,6,6,10,26,Moderate Risk,Average,4.22,7.06,--,3.53,7.14,--,--,2.22,97.78,0,29
PGIM India CRISIL IBX Gilt Index-Apr 2028 Dir,Direct,43158,Debt: Target Maturity,INF663L01X21,151407,6.08,1.46,1.52,GOI/Cash,1,7,8,10,26,Moderate Risk,Average,4.22,7.06,--,4.67,6.97,--,--,3.6,96.4,--,3
SBI CPSE Bond + SDL Sep 2026 50:50 Dir,Direct,41950,Debt: Target Maturity,INF200KA13D5,149474,6.09,0.23,0.23,AAA,4,10,10,9,33,Low Risk,Good,4.22,7.06,--,5.88,7.08,--,48.82,4.88,46.3,--,76
SBI CRISIL IBX Gilt Index-April 2029 Dir,Direct,42613,Debt: Target Maturity,INF200KA18Q6,150706,6.5,2.63,2.87,GOI/Cash,2,6,6,10,24,Moderate Risk,Average,4.22,7.06,--,3.86,7.21,--,--,3.64,96.36,--,1
SBI CRISIL IBX Gilt Index-June 2036 Dir,Direct,42593,Debt: Target Maturity,INF200KA12Q9,150681,7.2,7.03,10.05,GOI/Cash,5,2,3,10,20,Moderately High Risk,Average,4.22,7.06,--,1.32,6.96,--,--,3.36,96.64,--,1
SBI CRISIL IBX SDL Index-September 2027 Dir,Direct,42617,Debt: Target Maturity,INF200KA14R3,150711,6.53,1.19,1.25,GOI/Cash,3,8,8,10,29,Low Risk,Good,4.22,7.06,--,4.89,7.21,--,--,2.82,97.18,--,19
Tata Nifty G-Sec Dec 2026 Index Dir,Direct,43058,Debt: Target Maturity,INF277KA1794,151301,5.78,0.53,0.55,GOI/Cash,1,9,9,10,29,Low Risk,Good,4.22,7.06,--,5.56,7,--,--,5.57,94.43,--,2
Tata Nifty G-Sec Dec 2029 Index Dir,Direct,43011,Debt: Target Maturity,INF277KA1737,151273,6.56,2.89,3.21,GOI/Cash,2,5,6,10,23,Moderate Risk,Average,4.22,7.06,--,3.67,7.24,--,--,3.81,96.19,--,2
Tata Nifty SDL+AAA PSU Bond Dec 27 60:40 Dir,Direct,42260,Debt: Target Maturity,INF277KA1372,150326,6.94,1.44,1.53,AAA,3,7,8,9,27,Moderate Risk,Average,4.22,7.06,--,4.58,7.06,--,37.41,3.79,58.8,--,26
UTI CRISIL SDL Maturity April 2033 Index Dir,Direct,42945,Debt: Target Maturity,INF789F1AWX3,151185,7.5,4.82,6.13,GOI/Cash,7,3,4,10,24,Moderate Risk,Average,4.22,7.06,--,0.79,6.57,--,--,11.33,88.67,--,29
UTI CRISIL SDL Maturity June 2027 Index Dir,Direct,42991,Debt: Target Maturity,INF789F1AWZ8,151239,6.28,0.93,0.97,GOI/Cash,2,8,8,10,28,Low Risk,Good,4.22,7.06,--,5.5,7.32,--,--,3.24,96.76,--,15
UTI Nifty SDL Plus AAA PSU Bond Apr 2026 75:25 Index Dir,Direct,43131,--,INF789F1AXL6,151364,--,--,--,--,1,10,10,9,30,Low Risk,Good,--,--,--,--,--,--,--,--,--,--,--
UTI Nifty SDL Plus AAA PSU Bond Apr 2028 75:25 Index Dir,Direct,43246,Debt: Target Maturity,INF789F1AXR3,151487,7.13,1.78,1.89,AAA,3,7,7,9,26,Moderate Risk,Average,4.22,7.06,--,4.13,7.1,--,24.37,2.08,73.55,--,16
ABSL CRISIL-IBX Fin Srvices 3 to 6 Months Debt Index Dir,Direct,44829,Debt: Ultra Short Duration,INF209KC1456,153179,6.81,0.3,0.3,AAA,6,10,10,9,35,Very Low Risk,Good,6.19,--,--,6.49,--,--,92.81,7.19,--,--,32
ABSL Savings Dir,Direct,15922,Debt: Ultra Short Duration,INF209K01UR9,119501,7.37,0.52,0.59,AAA,6,9,9,9,33,Low Risk,Good,6.19,7.12,6.35,6.18,7.38,6.51,57.99,-4.43,12.56,0.33,146
Axis CRISIL-IBX Fin Srvices 3-6 Months Debt Index Dir,Direct,45519,--,INF846KA1226,153879,6.7,0.27,0.27,AAA,7,10,10,9,36,Very Low Risk,Good,--,--,--,30,24,24,97.26,2.74,--,--,17
