fund_name,plan,vr_id,category,isin,scheme_code,ytm,mac_duration,avg_maturity,avg_credit_rating,ytm_score_10,duration_score_10,maturity_score_10,credit_score_10,total_score_40,risk_category,fund_rating,b1y,b3y,b5y,f1y,f3y,f5y,cr_aaa,cr_cash_eq,cr_sov,cr_unrated,num_securities
Baroda BNP Paribas Corporate Bond Reg,Regular,9730,Debt: Corporate Bond,INF251K01EP9,150235,7.44,2.2,2.7,AAA,7,6,7,9,29,Low Risk,Good,3.48,6.63,5.72,4.01,6.95,5.67,81.41,9.1,4.45,0.54,34
Canara Robeco Corporate Bond Reg,Regular,23478,Debt: Corporate Bond,INF760K01GY6,126687,7.09,1.86,2.1,AAA,6,7,7,9,29,Low Risk,Good,3.48,6.63,5.72,2.85,5.86,5.03,73.93,10.75,14.79,0.53,16
DSP Corporate Bond Reg,Regular,37501,Debt: Corporate Bond,INF740KA1JX0,144644,7.19,0.84,0.87,AAA,6,9,9,9,33,Low Risk,Good,3.48,6.63,5.72,5.05,6.75,5.52,86.87,0.4,12.39,0.34,47
Franklin India Corporate Debt Reg,Regular,418,Debt: Corporate Bond,INF090I01DG6,100528,7.51,1.97,3.81,AAA,8,7,6,9,30,Low Risk,Good,3.48,6.63,5.72,4.7,7.21,6,73.11,7.86,11.69,0.29,45
HDFC Corporate Bond Reg,Regular,11341,Debt: Corporate Bond,INF179K01DC2,113070,7.58,4.38,7.15,AAA,8,4,5,9,26,Moderate Risk,Average,3.48,6.63,5.72,2.63,6.65,5.85,75.92,2.78,20.97,0.33,233
HSBC Corporate Bond Reg,Regular,408,Debt: Corporate Bond,INF917K01AH0,150992,7.48,2.22,2.43,AAA,7,6,7,9,29,Low Risk,Good,3.48,6.63,5.72,3.8,6.53,5.71,84.74,0.27,14.64,0.35,72
ICICI Pru Corporate Bond,Regular,10505,Debt: Corporate Bond,INF109K01CQ1,111987,7.55,3.35,5.44,AAA,8,5,5,9,27,Moderate Risk,Average,3.48,6.63,5.72,4.56,7.14,6.38,74.52,4.27,19.97,0.3,208
Invesco India Corporate Bond Reg,Regular,5536,Debt: Corporate Bond,INF205K01RM4,106177,7.53,3.3,4.12,AAA,8,5,6,9,28,Low Risk,Good,3.48,6.63,5.72,3.06,6.58,5.58,73.16,4.96,21.51,0.37,106
Kotak Corporate Bond Reg,Regular,5896,Debt: Corporate Bond,INF178L01BO1,133782,7.66,2.93,4.25,AAA,8,6,6,9,29,Low Risk,Good,3.48,6.63,5.72,3.53,6.81,5.97,82.11,4.29,13.29,0.31,116
Mirae Asset Corporate Bond Reg,Regular,41341,Debt: Corporate Bond,INF769K01HA5,148757,7.5,3.03,4.2,AAA,8,5,6,9,28,Low Risk,Good,3.48,6.63,5.72,3.06,6.31,5.41,70.13,4.26,16.62,0.39,29
Nippon India Corporate Bond Reg,Regular,846,Debt: Corporate Bond,INF204K01EF9,100856,7.7,2.81,3.28,AAA,8,6,6,9,29,Low Risk,Good,3.48,6.63,5.72,3.38,6.88,6.26,79.27,2.86,17.51,0.36,116
PGIM India Corporate Bond Reg,Regular,1523,Debt: Corporate Bond,INF223J01DB2,138318,7.36,3,3.91,AAA,7,6,6,9,28,Low Risk,Good,3.48,6.63,5.72,2.84,6.16,5.44,66.65,14.01,12.69,0.49,20
SBI Corporate Bond Reg,Regular,38934,Debt: Corporate Bond,INF200KA1YM5,146207,7.67,2.63,4.11,AAA,8,6,6,9,29,Low Risk,Good,3.48,6.63,5.72,3.17,6.54,5.63,86.38,4.52,8.76,0.33,95
Sundaram Corporate Bond Reg,Regular,2573,Debt: Corporate Bond,INF903J01HW6,100789,7.33,2.29,2.9,AAA,7,6,7,9,29,Low Risk,Good,3.48,6.63,5.72,3.37,6.56,5.64,77.98,15.51,6.02,0.49,28
TRUSTMF Corporate Bond Reg,Regular,43064,Debt: Corporate Bond,INF0GCD01537,151322,7.27,1.87,2.03,AAA,7,7,7,9,30,Low Risk,Good,3.48,6.63,--,3.15,6.19,--,79.16,9.49,10.13,1.22,16
Tata Corporate Bond Reg,Regular,41866,Debt: Corporate Bond,INF277KA1299,149351,7.7,3.17,4.5,AAA,8,5,6,9,28,Low Risk,Good,3.48,6.63,--,2.89,6.48,--,69.11,5.04,16.7,0.3,88
Tata Corporate Bond Seg Port1 Reg,Regular,40076,--,INF277KA1299,149351,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
UTI Corporate Bond Reg,Regular,37138,Debt: Corporate Bond,INF789F1A447,144345,7.48,2.62,3.79,AAA,7,6,6,9,28,Low Risk,Good,3.48,6.63,5.72,3.66,6.76,5.83,84.22,6.7,8.8,0.29,90
Union Corporate Bond Reg,Regular,36078,Debt: Corporate Bond,INF582M01DY7,143239,7.6,3.49,4.93,AAA,8,5,6,9,28,Low Risk,Good,3.48,6.63,5.72,2.8,6.4,5.32,79.11,5.54,9.13,0.36,35
ABSL Credit Risk Reg,Regular,29944,Debt: Credit Risk,INF209KA1K47,134383,8.15,1.88,2.38,AA,9,7,7,7,30,Low Risk,Good,6.93,8.63,9.13,10.92,11.66,9.63,11.53,15.81,9.06,0.26,50
ABSL Credit Risk Seg Port1 Reg,Regular,40439,--,INF209KA1K47,134383,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
Axis Credit Risk Reg,Regular,27226,Debt: Credit Risk,INF846K01PO5,130309,8.63,2.25,2.48,AA,10,6,7,7,30,Low Risk,Good,6.93,8.63,9.13,6.4,7.53,6.58,6.91,4.7,8.01,0.51,43
Bandhan Credit Risk Reg,Regular,33486,Debt: Credit Risk,INF194KA1W39,140609,7.87,2.27,2.8,AA,8,6,7,7,28,Low Risk,Good,6.93,8.63,9.13,3.31,5.92,5.18,13.03,4.51,10.28,0.73,17
Bank of India Credit Risk Reg,Regular,29479,Debt: Credit Risk,INF761K01DH6,133867,5.76,0.5,0.6,AAA,1,10,9,9,29,Low Risk,Good,6.93,8.63,9.13,16.57,9.49,27.32,9.5,51.75,--,0.46,7
Baroda BNP Paribas Credit Risk Reg,Regular,29235,Debt: Credit Risk,INF955L01FP0,133486,7.81,1.43,1.7,AAA,8,8,8,9,33,Low Risk,Good,6.93,8.63,9.13,5.57,7.45,8.31,9.93,8.53,9.61,0.38,24
Baroda BNP Paribas Credit Risk Seg Port1 Reg,Regular,40934,--,INF955L01FP0,133486,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
DSP Credit Risk Reg,Regular,1723,Debt: Credit Risk,INF740K01599,101837,7.75,2.4,2.98,AAA,8,6,7,9,30,Low Risk,Good,6.93,8.63,9.13,8.96,15.71,12.09,10.76,12.46,16.22,0.28,19
Franklin Ind Credit Risk Seg Port 2 Reg,Regular,40582,--,,,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
Franklin Ind Credit Risk Seg Port 3 Reg,Regular,40822,--,,,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
HDFC Credit Risk Debt Reg,Regular,25074,Debt: Credit Risk,INF179KA1GC0,128053,8.29,2.24,3.37,AA,9,6,6,7,28,Low Risk,Good,6.93,8.63,9.13,5.45,7.16,6.39,16.18,8.74,9.54,0.33,90
HSBC Credit Risk Reg,Regular,10700,Debt: Credit Risk,INF917K01130,151043,7.86,1.56,2.01,AAA,8,7,7,9,31,Low Risk,Good,6.93,8.63,9.13,4.62,10.69,8.41,20.17,10.72,11.63,0.39,25
ICICI Pru Credit Risk,Regular,11783,Debt: Credit Risk,INF109K01GU4,114239,8.4,2.08,3.04,AA,10,6,6,7,29,Low Risk,Good,6.93,8.63,9.13,6.85,8.01,7.11,11.68,6.06,12.26,0.39,99
Invesco India Credit Risk Reg,Regular,27550,Debt: Credit Risk,INF205K01I34,130721,7.2,1.92,2.31,AAA,7,7,7,9,30,Low Risk,Good,6.93,8.63,9.13,5.34,8.07,6.94,--,26,22.05,0.28,13
Kotak Credit Risk Reg,Regular,11156,Debt: Credit Risk,INF174K01DY7,117716,8.17,2.08,2.63,AAA,9,6,7,9,31,Low Risk,Good,6.93,8.63,9.13,5.64,7.1,5.56,8.25,13.03,12.24,0.54,38
Nippon India Credit Risk Inst,Regular,10579,Debt: Credit Risk,INF204K01FQ3,112938,9.07,2.1,2.43,AA,10,6,7,7,30,Low Risk,Good,6.93,8.63,9.13,7.27,8.21,8.53,26.88,3.78,13.07,0.23,52
Nippon India Credit Risk Reg,Regular,2789,Debt: Credit Risk,INF204K01FQ3,112938,9.07,2.1,2.43,AA,10,6,7,7,30,Low Risk,Good,6.93,8.63,9.13,6.49,7.9,8.29,26.88,3.78,13.07,0.23,52
Nippon India Credit Risk Seg Port 1 Inst,Regular,40700,--,INF204K01FQ3,112938,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
Nippon India Credit Risk Seg Port 1 Reg,Regular,40694,--,INF204K01FQ3,112938,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
Nippon India Credit Risk Seg Port 2 Inst,Regular,40842,--,INF204K01FQ3,112938,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
Nippon India Credit Risk Seg Port 2 Reg,Regular,40836,--,INF204K01FQ3,112938,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
SBI Credit Risk Reg,Regular,2298,Debt: Credit Risk,INF200K01685,102505,8.58,2.01,2.37,AA,10,6,7,7,30,Low Risk,Good,6.93,8.63,9.13,5.96,7.32,6.76,11.29,3.1,13.22,0.39,39
UTI Credit Risk Reg,Regular,15382,Debt: Credit Risk,INF789F01QZ1,117981,8.04,2.2,2.74,AAA,9,6,7,9,31,Low Risk,Good,6.93,8.63,9.13,4.89,6.81,9.25,5.83,10.42,15,0.52,22
UTI Credit Risk Seg Port 2 Reg,Regular,40755,--,INF789F01QZ1,117981,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
UTI Credit Risk Seg Port 3 Reg,Regular,40900,--,INF789F01QZ1,117981,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
UTI Credit Risk Seg Port Reg,Regular,40284,--,INF789F01QZ1,117981,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
360 ONE Dynamic Bond Reg,Regular,19779,Debt: Dynamic Bond,INF579M01183,122612,7.63,4.54,6.03,AAA,8,4,5,9,26,Moderate Risk,Average,0.98,5.82,5.38,3.52,7.25,6.5,23.48,4.18,46.82,0.39,33
ABSL Dyn Bond Seg Port1 Reg,Regular,40454,--,,,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
ABSL Dynamic Bond Reg,Regular,2458,Debt: Dynamic Bond,INF209K01793,102767,8.71,4.7,8.01,AAA,10,4,4,9,27,Moderate Risk,Average,0.98,5.82,5.38,2.25,6.67,6.47,22.56,-8.65,38.33,0.38,53
Axis Dynamic Bond Reg,Regular,12599,Debt: Dynamic Bond,INF846K01917,115068,7.28,5.25,10.73,AAA,7,3,3,9,22,Moderate Risk,Average,0.98,5.82,5.38,2.89,6.52,5.66,47,12.1,38.61,0.48,56
Bandhan Dynamic Bond Reg,Regular,10016,Debt: Dynamic Bond,INF194K01QG4,111524,7.46,7.67,12.42,AAA,7,2,3,9,21,Moderate Risk,Average,0.98,5.82,5.38,0.73,5.84,4.93,21.66,2.55,75.34,0.45,11
Baroda BNP Paribas Dynamic Bond Reg,Regular,2348,Debt: Dynamic Bond,INF251K01DW7,150173,7.02,3.17,5.47,AAA,6,5,5,9,25,Moderate Risk,Average,0.98,5.82,5.38,-1.25,4.93,4.76,59.35,14.57,25.47,0.48,16
Baroda BNP Paribas Dynamic Bond Reg A,Regular,10230,Debt: Dynamic Bond,INF251K01DW7,150173,7.02,3.17,5.47,AAA,6,5,5,9,25,Moderate Risk,Average,0.98,5.82,5.38,-1.25,4.93,4.9,59.35,14.57,25.47,0.48,16
Canara Robeco Dynamic Bond Reg,Regular,10448,Debt: Dynamic Bond,INF760K01449,111962,6.98,3.66,5.07,GOI/Cash,5,5,5,10,25,Moderate Risk,Average,0.98,5.82,5.38,-1.7,4.31,4.09,--,11.2,88.38,0.42,9
DSP Strategic Bond Reg,Regular,5013,Debt: Dynamic Bond,INF740K01GK7,105669,7.57,8.17,18.9,AAA,8,2,2,9,21,Moderate Risk,Average,0.98,5.82,5.38,-1.83,5.26,4.99,24.95,3.65,60.76,0.7,14
Franklin Ind Dyn Accrual Seg Port 2 Reg,Regular,40598,--,,,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
Franklin Ind Dyn Accrual Seg Port 3 Reg,Regular,40826,--,,,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
Groww Dynamic Term Reg,Regular,38295,Debt: Dynamic Bond,INF666M01ES8,145590,6.93,2.87,4.22,AAA,5,6,6,9,26,Moderate Risk,Average,0.98,5.82,5.38,-0.42,4.45,4.26,53.43,19.64,26.35,0.58,13
HDFC Dynamic Debt Reg,Regular,395,Debt: Dynamic Bond,INF179K01848,101872,7.31,7.18,18.54,AAA,7,2,2,9,20,Moderately High Risk,Average,0.98,5.82,5.38,0.08,5.6,5.82,15.54,4.92,74.41,0.41,39
HSBC Dynamic Bond Reg,Regular,3611,Debt: Dynamic Bond,INF677K01916,151084,7.32,4.83,9.87,AAA,7,4,4,9,24,Moderate Risk,Average,0.98,5.82,5.38,0.3,5.85,5.02,44.78,8.19,46.54,0.49,16
ICICI Pru All Seasons Bond,Regular,10444,Debt: Dynamic Bond,INF109K01GN9,112096,8.02,6.09,13.34,AAA,9,3,3,9,24,Moderate Risk,Average,0.98,5.82,5.38,3.13,6.73,6.19,12.47,1.58,52.1,0.31,105
ICICI Pru All Seasons Bond Ret,Regular,1277,Debt: Dynamic Bond,INF109K01GN9,112096,8.02,6.09,13.34,AAA,9,3,3,9,24,Moderate Risk,Average,0.98,5.82,5.38,3.13,6.73,6.19,12.47,1.58,52.1,0.31,105
ICICI Pru Retirement Pure Debt,Regular,39071,Debt: Dynamic Bond,INF109KC1UC4,146726,7.6,4.26,9.94,AAA,8,4,4,9,25,Moderate Risk,Average,0.98,5.82,5.38,2.13,5.63,4.87,24.43,6.2,38.87,--,19
ITI Dynamic Bond Reg,Regular,41558,Debt: Dynamic Bond,INF00XX01AT0,149021,6.08,2.84,3.75,AAA,2,6,6,9,23,Moderate Risk,Average,0.98,5.82,--,0.24,5.44,--,12.28,34.49,52.17,1.06,4
JM Dynamic Bond Reg,Regular,1765,Debt: Dynamic Bond,INF192K01700,101806,6.94,2.19,2.56,AAA,5,6,7,9,27,Moderate Risk,Average,0.98,5.82,5.38,1.14,5.94,5.44,50.61,17.6,22.96,0.32,14
Kotak Dynamic Bond Reg,Regular,7857,Debt: Dynamic Bond,INF174K01FA2,108511,7.72,5.37,12.25,AAA,8,3,3,9,23,Moderate Risk,Average,0.98,5.82,5.38,1.49,6.36,5.53,19.02,7.23,42.64,0.36,34
Mahindra Manulife Dynamic Bond Reg,Regular,37124,Debt: Dynamic Bond,INF174V01531,144401,7.54,3.03,5.16,AAA,8,5,5,9,27,Moderate Risk,Average,0.98,5.82,5.38,1.63,5.77,4.57,38.37,12.05,18.4,0.54,11
Mirae Asset Dynamic Bond Reg,Regular,33704,Debt: Dynamic Bond,INF769K01DO5,140771,6.61,0.78,0.8,AAA,4,9,9,9,31,Low Risk,Good,0.98,5.82,5.38,4.58,6.19,4.9,51.68,8.54,39.23,0.54,13
Nippon India Dynamic Bond Reg,Regular,2513,Debt: Dynamic Bond,INF204K01FI0,102849,7.36,3.62,4.17,AAA,7,5,6,9,27,Moderate Risk,Average,0.98,5.82,5.38,1.84,6.52,5.65,--,2.16,97.49,0.35,97
PGIM India Dynamic Bond Reg,Regular,13899,Debt: Dynamic Bond,INF663L01484,116485,7.01,4.57,7.14,AAA,6,4,5,9,24,Moderate Risk,Average,0.98,5.82,5.38,-0.05,5.49,4.79,33.45,18.48,47.59,0.48,19
Quantum Dynamic Bond Reg,Regular,33960,Debt: Dynamic Bond,INF082J01218,141061,6.91,3.89,5.94,AAA,5,5,5,9,24,Moderate Risk,Average,0.98,5.82,5.38,0.57,6.32,5.81,28.64,17.71,53.21,0.44,15
SBI Dynamic Bond Reg,Regular,2025,Debt: Dynamic Bond,INF200K01958,102205,7.41,2.29,4.28,AAA,7,6,6,9,28,Low Risk,Good,0.98,5.82,5.38,1.84,6.17,5.75,66.03,7.66,25.98,0.33,23
UTI Dyn Bond Seg Port Reg,Regular,40745,--,,,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
UTI Dynamic Bond Reg,Regular,11306,Debt: Dynamic Bond,INF789F01JQ5,113077,7.19,2.39,4.31,AAA,6,6,6,9,27,Moderate Risk,Average,0.98,5.82,5.38,2.16,6.24,8.54,50.06,19.57,14.48,0.36,20
Union Dynamic Bond Reg,Regular,14015,Debt: Dynamic Bond,INF582M01336,116555,7.53,9.69,25.31,AAA,8,2,1,9,20,Moderately High Risk,Average,0.98,5.82,5.38,-2.77,4.41,3.92,18.28,7.5,73.86,0.36,8
ABSL Floating Rate Reg,Regular,10344,Debt: Floater,INF209K01MG9,122644,7.2,0.95,1.57,AAA,7,9,8,9,33,Low Risk,Good,4.72,7.19,6.19,5.42,7.18,6.36,84.6,2.42,12.68,0.29,209
ABSL Floating Rate Ret,Regular,1747,Debt: Floater,INF209K01MG9,122644,7.2,0.95,1.57,AAA,7,9,8,9,33,Low Risk,Good,4.72,7.19,6.19,5.42,7.18,6.36,84.6,2.42,12.68,0.29,209
Axis Floater Reg,Regular,41583,Debt: Floater,INF846K012B8,149048,7.36,4.06,9.26,AAA,7,4,4,9,24,Moderate Risk,Average,4.72,7.19,--,3.64,7.46,--,42.48,10.56,29.99,0.91,29
Bandhan Floater Reg,Regular,41297,Debt: Floater,INF194KB1AP5,148705,7.69,2.99,4.12,AAA,8,6,6,9,29,Low Risk,Good,4.72,7.19,6.19,4.45,6.95,5.92,37.4,3.56,22.46,0.68,16
DSP Floater Reg,Regular,41354,Debt: Floater,INF740KA1PS7,148768,6.58,2.66,4.62,AAA,4,6,6,9,25,Moderate Risk,Average,4.72,7.19,6.19,3.95,7.38,6.2,51.42,11.37,36.14,1.07,13
Franklin India Floating Rate Reg,Regular,1415,Debt: Floater,INF090I01LM7,101048,7.67,1.2,3.13,AAA,8,8,6,9,31,Low Risk,Good,4.72,7.19,6.19,4.94,7.41,6.26,55.19,1.2,27.69,0.36,17
HDFC Floating Rate Debt Reg,Regular,6098,Debt: Floater,INF179K01707,106841,7.3,1.83,3.93,AAA,7,7,6,9,29,Low Risk,Good,4.72,7.19,6.19,5.14,7.42,6.49,57.09,4.13,26.84,0.29,130
ICICI Pru Floating Interest,Regular,3023,Debt: Floater,INF109K01AX1,101802,7.53,1.98,2.72,AAA,8,7,7,9,31,Low Risk,Good,4.72,7.19,6.19,5.52,7.37,6.39,80.48,3.21,15.85,0.47,78
Kotak Floating Rate Reg,Regular,39901,Debt: Floater,INF174KA1DY6,147266,7.81,2.11,2.44,AAA,8,6,7,9,30,Low Risk,Good,4.72,7.19,6.19,4.89,7.27,6.18,66.48,3.32,14.99,0.47,42
Nippon India Floater Reg,Regular,2412,Debt: Floater,INF204K01CG1,102673,7.59,2.44,2.84,AAA,8,6,7,9,30,Low Risk,Good,4.72,7.19,6.19,4.3,7.06,6.1,73.62,2.45,23.6,0.33,104
SBI Floating Rate Debt Reg,Regular,41151,Debt: Floater,INF200KA1R15,148543,7.15,2.33,7.13,AAA,6,6,5,9,26,Moderate Risk,Average,4.72,7.19,6.19,5.07,7.34,6.35,4.28,14.27,80.62,0.83,16
Tata Floating Rate Reg,Regular,41540,Debt: Floater,INF277KA1091,149003,--,--,--,AAA,1,1,1,9,12,High Risk,Poor,4.72,7.19,--,4.44,6.91,--,69.45,-60.7,81.46,0.74,15
UTI Floater Reg,Regular,38027,Debt: Floater,INF789F1ACO4,145287,6.72,0.86,1.26,AAA,4,9,8,9,30,Low Risk,Good,4.72,7.19,6.19,4.87,6.55,5.68,83.28,5.45,10.94,0.33,43
ABSL CRISIL Broad Based Gilt ETF,Regular,44415,Debt: Gilt,INF209KC1134,152732,7.04,6.45,14.3,GOI/Cash,4,3,3,10,20,Moderately High Risk,Average,-0.48,--,--,1.07,--,--,--,2.71,97.29,--,5
ABSL Government Securities Reg,Regular,677,Debt: Gilt,INF209K01AC3,100058,7.76,11.61,--,GOI/Cash,8,1,1,10,20,Moderately High Risk,Average,-0.48,5.5,4.9,-3.06,4.64,4.5,--,1.89,98.11,--,14
Axis Gilt Reg,Regular,13908,Debt: Gilt,INF846K01AX8,116471,7.25,8.43,19.78,GOI/Cash,7,2,2,10,21,Moderate Risk,Average,-0.48,5.5,4.9,0.41,6.32,5.4,--,5.56,94.44,--,21
Bajaj Finserv Gilt Reg,Regular,44860,Debt: Gilt,INF0QA701AM6,153211,6.51,5.86,13.95,GOI/Cash,4,3,3,10,20,Moderately High Risk,Average,-0.48,--,--,-1.98,--,--,--,10.62,89.38,--,5
Bandhan Gilt Reg,Regular,10020,Debt: Gilt,INF194K01DZ2,111525,7.57,10.66,24.7,GOI/Cash,8,1,1,10,20,Moderately High Risk,Average,-0.48,5.5,4.9,1.43,6.44,5.43,--,1.65,98.32,0.03,2
Baroda BNP Paribas Gilt Reg,Regular,1232,Debt: Gilt,INF955L01450,101187,7.04,7.02,15.23,GOI/Cash,6,2,2,10,20,Moderately High Risk,Average,-0.48,5.5,4.9,-0.82,5.64,5.04,--,15.42,84.58,--,12
Canara Robeco Gilt Reg,Regular,729,Debt: Gilt,INF760K01AE1,100597,6.81,4.75,6.99,GOI/Cash,5,4,5,10,24,Moderate Risk,Average,-0.48,5.5,4.9,-1.54,4.91,4.58,--,14.73,85.27,--,8
DSP Gilt Reg,Regular,663,Debt: Gilt,INF740K01615,100084,7.8,11.44,27.34,GOI/Cash,8,1,1,10,20,Moderately High Risk,Average,-0.48,5.5,4.9,-1.67,5.49,5.18,--,0.55,99.45,--,10
Edelweiss Government Securities Reg,Regular,24222,Debt: Gilt,INF843K01HC4,140297,7.3,9.57,24.17,GOI/Cash,7,2,1,10,20,Moderately High Risk,Average,-0.48,5.5,4.9,-2.24,4.95,4.74,--,16,84,--,7
Franklin India Government Securities Reg,Regular,1133,Debt: Gilt,INF090I01CU9,100493,7,4.21,13.39,GOI/Cash,6,4,3,10,23,Moderate Risk,Average,-0.48,5.5,4.9,1.51,5.48,4.78,--,19.31,80.69,--,15
Groww Gilt Reg,Regular,45119,Debt: Gilt,INF666M01KN6,153503,7.26,10.17,29.6,GOI/Cash,7,1,1,10,19,Moderately High Risk,Average,-0.48,--,--,-3.01,--,--,--,6.75,93.25,--,3
HDFC Gilt Reg,Regular,1022,Debt: Gilt,INF179K01756,101083,7.36,8.32,19.75,GOI/Cash,7,2,2,10,21,Moderate Risk,Average,-0.48,5.5,4.9,-0.57,5.63,4.95,--,4.35,95.65,--,39
HSBC Gilt Reg,Regular,806,Debt: Gilt,INF917K01BP1,151013,7.19,7.41,17.54,GOI/Cash,6,2,2,10,20,Moderately High Risk,Average,-0.48,5.5,4.9,-2.79,4.15,3.83,--,17.69,82.31,--,10
ICICI Pru Gilt,Regular,643,Debt: Gilt,INF109K01JR4,100369,7.63,9.45,20.78,GOI/Cash,8,2,1,10,21,Moderate Risk,Average,-0.48,5.5,4.9,1.59,6.5,6.01,--,3.87,95.02,--,47
ICICI Pru Nifty 5 yr Benchmark G-SEC ETF,Regular,42160,Debt: Gilt,INF109KC14A8,149928,6.78,3.92,4.52,GOI/Cash,3,5,6,10,24,Moderate Risk,Average,-0.48,5.5,--,3.32,7.06,--,--,4.56,95.44,--,2
Invesco India Gilt Reg,Regular,6790,Debt: Gilt,INF205K01SR1,107477,7.59,11.22,28.01,GOI/Cash,8,1,1,10,20,Moderately High Risk,Average,-0.48,5.5,4.9,-2.02,5.25,4.6,--,4.63,95.37,--,4
Kotak Gilt Investment PF & Trust,Regular,1918,Debt: Gilt,INF174K01FL9,100281,7.36,7.55,14.67,GOI/Cash,7,2,3,10,22,Moderate Risk,Average,-0.48,5.5,4.9,-3.15,4.36,4.36,--,17.38,82.62,--,56
Kotak Gilt Investment Reg,Regular,576,Debt: Gilt,INF174K01FI5,100265,7.36,7.55,14.67,GOI/Cash,7,2,3,10,22,Moderate Risk,Average,-0.48,5.5,4.9,-3.15,4.36,4.36,--,17.38,82.62,--,56
LIC MF Gilt,Regular,713,Debt: Gilt,INF767K01709,100317,7.6,11.23,26.73,GOI/Cash,8,1,1,10,20,Moderately High Risk,Average,-0.48,5.5,4.9,-3.14,4.17,3.87,--,2.29,97.71,--,5
LIC MF Gilt,Regular,1988,Debt: Gilt,INF767K01709,100317,7.6,11.23,26.73,GOI/Cash,8,1,1,10,20,Moderately High Risk,Average,-0.48,5.5,4.9,-3.14,4.17,3.87,--,2.29,97.71,--,5
LIC MF Nifty 8-13 yr G-Sec ETF,Regular,29111,Debt: Gilt,INF767K01MV5,133307,7.11,6.9,8.91,GOI/Cash,5,3,4,10,22,Moderate Risk,Average,-0.48,5.5,4.9,1.27,6.52,5.38,--,0.39,99.61,--,3
Mirae Asset Nifty 8-13 yr G-Sec ETF,Regular,43473,Debt: Gilt,INF769K01KF8,151695,7.07,6.91,8.83,GOI/Cash,4,3,4,10,21,Moderate Risk,Average,-0.48,5.5,--,1.73,6.7,--,--,4.15,95.85,--,3
Motilal Oswal 5 Year G-Sec FoF Reg,Regular,41758,Debt: Gilt,INF247L01AR9,149241,--,--,--,GOI/Cash,1,1,1,10,13,High Risk,Poor,-0.48,5.5,--,2.16,6.5,--,--,1.73,98.27,--,1
Motilal Oswal Nifty 5Y Benchmark G-Sec ETF,Regular,41212,Debt: Gilt,INF247L01AK4,148620,6.76,4.23,4.81,GOI/Cash,3,5,6,10,24,Moderate Risk,Average,-0.48,5.5,4.9,2.89,6.8,5.66,--,1.36,98.64,--,2
Nippon India ETF Nifty 5Y Benchmark G-Sec,Regular,41391,Debt: Gilt,INF204KC1030,148800,6.85,4.08,4.72,AAA,3,5,6,10,24,Moderate Risk,Average,-0.48,5.5,4.9,3.22,7.13,5.94,--,1.6,98.11,0.29,3
Nippon India ETF Nifty 8-13 yr G-Sec LT Gilt,Regular,32557,Debt: Gilt,INF204KB1882,139496,7.12,6.85,9.07,GOI/Cash,5,3,4,10,22,Moderate Risk,Average,-0.48,5.5,4.9,1.33,6.57,5.36,--,1.86,98.13,0.01,3
Nippon India Gilt,Regular,1775,Debt: Gilt,INF204K01BU4,109720,7.27,8.31,18.44,GOI/Cash,7,2,2,10,21,Moderate Risk,Average,-0.48,5.5,4.9,-1.55,4.98,4.61,--,11.57,88.23,0.2,41
Nippon India Gilt Inst,Regular,1773,Debt: Gilt,INF204K01BU4,109720,7.27,8.31,18.44,GOI/Cash,7,2,2,10,21,Moderate Risk,Average,-0.48,5.5,4.9,-1.24,5.09,4.74,--,11.57,88.23,0.2,41
Nippon India Gilt PF,Regular,19468,Debt: Gilt,INF204K01BU4,109720,7.27,8.31,18.44,GOI/Cash,7,2,2,10,21,Moderate Risk,Average,-0.48,5.5,4.9,-1.55,4.98,4.61,--,11.57,88.23,0.2,41
PGIM India Gilt Reg,Regular,9603,Debt: Gilt,INF223J01AQ6,138470,7.11,7.69,15.34,GOI/Cash,6,2,2,10,20,Moderately High Risk,Average,-0.48,5.5,4.9,-1.83,4.97,4.48,--,16.25,83.75,--,17
Quant Gilt Reg,Regular,42966,Debt: Gilt,INF966L01BI1,151230,6.95,5.86,10.74,GOI/Cash,5,3,3,10,21,Moderate Risk,Average,-0.48,5.5,--,-0.48,4.68,--,--,12.59,87.41,--,14
