Fund Name,Category,Subcategory,ISIN,Scheme Code,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Modified Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,Alpha Score (12),Sharpe Score (12),Std Dev Score (6),Beta Score (6),Sortino Score (4),Total Score (40),Risk Label
UTI Gilt Fund with 10 year Constant Duration Dir,solution-oriented,Debt: Others (Structured/Credit),INF789F1AVR7,150410,Direct,3.86,7.39,,Debt: Gilt with 10 year Constant Duration,4.02,7.47,,,,0.49,2.94,7.25,7.1,7.25,GOI/Cash,9.45,6,https://www.valueresearchonline.com/funds/42374/,N/A,2,6,N/A,N/A,8,Moderately High Risk
UTI Nifty 10 yr Benchmark G-Sec ETF,solution-oriented,Debt: Others (Structured/Credit),INF789F014Z9,126939,Direct,2.27,,,Debt: Gilt with 10 year Constant Duration,3.2,,,,,,,,,6.97,GOI/Cash,,1,https://www.valueresearchonline.com/funds/44082/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ABSL Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,INF209KB12D6,149296,Regular,1.3,12.33,,BSE 500 TRI,-1.52,12.67,,0.06,0.96,0.47,14.89,12.75,,,,,25,https://www.valueresearchonline.com/funds/41812/,6,2,3,3,N/A,14,Moderately High Risk
Axis Business Cycles Reg,solution-oriented,Solution: Retirement - Equity,INF846K019N8,151366,Regular,0.12,13.72,,BSE 500 TRI,-1.52,12.67,,0.84,1.01,0.51,15.79,13.93,,,,,25,https://www.valueresearchonline.com/funds/43122/,6,2,3,3,N/A,14,Moderately High Risk
Bandhan Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,INF194KB1IP8,152877,Regular,-3.56,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44518/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bank of India Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,INF761K01GC0,152790,Regular,1.19,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44472/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Baroda BNP Paribas Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,INF955L01KH7,149140,Regular,-0.15,13.38,,BSE 500 TRI,-1.52,12.67,,0.65,1.03,0.5,16.03,13.85,,,,,25,https://www.valueresearchonline.com/funds/41669/,6,2,3,3,N/A,14,Moderately High Risk
DSP Business Cycle Fund Reg,solution-oriented,Solution: Retirement - Equity,INF740KA1US7,153122,Regular,2.14,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44758/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Edelweiss Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,INF754K01SW8,152724,Regular,-3.72,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44392/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,INF209KB12D6,149296,Regular,2.55,11.25,,BSE 500 TRI,-1.52,12.67,,-1.17,0.95,0.37,15.17,11.47,,,,,25,https://www.valueresearchonline.com/funds/42725/,4,2,3,4,N/A,13,Moderately High Risk
HSBC Business Cycles Reg,solution-oriented,Solution: Retirement - Equity,INF917K01RF8,151144,Regular,-3.75,16.71,15.97,BSE 500 TRI,-1.52,12.67,12.33,2.69,1.22,0.56,20.42,17.32,,,,,25,https://www.valueresearchonline.com/funds/27581/,8,2,2,1,N/A,13,Moderately High Risk
ICICI Pru Business Cycle,solution-oriented,Solution: Retirement - Equity,INF209KB12D6,149296,Regular,1.42,17.79,16.85,BSE 500 TRI,-1.52,12.67,12.33,4.98,0.9,0.8,14.32,17.25,,,,,25,https://www.valueresearchonline.com/funds/41243/,10,6,3,4,N/A,23,Moderate Risk
Invesco India Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,INF205KA1AF4,153288,Regular,14.78,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44928/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ITI Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,INF00XX01838,148535,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45805/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,INF174KA1JK2,150626,Regular,4.18,15.47,,BSE 500 TRI,-1.52,12.67,,2.77,0.95,0.63,15.31,15.41,,,,,25,https://www.valueresearchonline.com/funds/42531/,8,4,3,4,N/A,19,Moderate Risk
Mahindra Manulife Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,INF174V01BN1,152046,Regular,4.65,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43734/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,INF247L01DD3,152794,Regular,-9.62,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44478/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Quant Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,INF966L01BU6,151758,Regular,1.95,17.05,,BSE 500 TRI,-1.52,12.67,,3.35,1.22,0.58,20.86,17.93,,,,,14,https://www.valueresearchonline.com/funds/43516/,10,2,2,1,N/A,15,Moderately High Risk
Sundaram Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,INF903JA1LN3,152678,Regular,-0.09,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44360/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Tata Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,INF277KA1190,149068,Regular,0.51,14.74,,BSE 500 TRI,-1.52,12.67,,1.8,0.99,0.57,15.62,14.75,,,,,25,https://www.valueresearchonline.com/funds/41579/,8,2,3,3,N/A,16,Moderately High Risk
Union Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,INF582M01JM9,152411,Regular,3.98,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44136/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Innovation Reg,solution-oriented,Solution: Retirement - Hybrid,INF846K01Y05,148631,Regular,5.47,15.05,11.43,BSE 500 TRI,-1.52,12.67,12.33,2.98,0.83,0.63,14.12,14.75,,,,,25,https://www.valueresearchonline.com/funds/41223/,8,4,3,5,N/A,20,Moderate Risk
Bandhan Innovation Reg,solution-oriented,Solution: Retirement - Hybrid,INF194KB1IB8,152606,Regular,13,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44245/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Baroda BNP Paribas Innovation Reg,solution-oriented,Solution: Retirement - Hybrid,INF251K01TB7,152472,Regular,8.01,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44100/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC Innovation Reg,solution-oriented,Solution: Retirement - Hybrid,INF179KC1JL3,153619,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45273/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Innovation,solution-oriented,Solution: Retirement - Hybrid,INF247L01EM2,153256,Regular,2.55,20.14,,BSE 500 TRI,-1.52,12.67,,6.84,0.95,0.9,15.21,19.51,,,,,25,https://www.valueresearchonline.com/funds/43442/,12,6,3,4,N/A,25,Low Risk
Kotak Pioneer Reg,solution-oriented,Solution: Retirement - Hybrid,INF174KA1EW8,147724,Regular,8.27,19.52,15.08,BSE 500 TRI*,-1.52,12.67,12.33,6.36,0.91,0.84,15.31,18.71,,,,,25,https://www.valueresearchonline.com/funds/40374/,12,6,3,4,N/A,25,Low Risk
Mahindra Manulife Innovation Opportunities Reg,solution-oriented,Solution: Retirement - Hybrid,INF174V01CX8,154120,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45735/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Innovation Opportunities Reg,solution-oriented,Solution: Retirement - Hybrid,INF247L01EM2,153256,Regular,13.36,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44900/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India Innovation Reg,solution-oriented,Solution: Retirement - Hybrid,INF204KC1BL9,152034,Regular,1.89,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43719/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
SBI Innovative Opportunities Reg,solution-oriented,Solution: Retirement - Hybrid,INF200KB1290,152774,Regular,0.98,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44457/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Tata India Innovation Reg,solution-oriented,Solution: Retirement - Hybrid,INF277KA1CR8,153059,Regular,0.76,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44714/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Union Innovation & Opportunities Reg,solution-oriented,Solution: Retirement - Hybrid,INF582M01JA4,151903,Regular,9.08,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43668/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
UTI Innovation Reg,solution-oriented,Solution: Retirement - Hybrid,INF789F1AYY7,152086,Regular,-4.42,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43797/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
360 ONE Flexicap Reg,solution-oriented,Solution: Children - Debt,INF579M01AP7,151799,Regular,2.89,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43545/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
360 ONE Focused Reg,solution-oriented,Solution: Children - Debt,INF579M01878,131578,Regular,0.91,12.02,12.67,BSE 500 TRI,-1.52,12.67,12.33,-0.23,0.91,0.44,14.4,12.13,,,,,25,https://www.valueresearchonline.com/funds/28456/,4,2,3,4,N/A,13,Moderately High Risk
Abakkus Flexi Cap Reg,solution-oriented,Solution: Children - Debt,INF2JJD01169,154041,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45681/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ABSL Bal Bhavishya Yojna Reg,solution-oriented,Solution: Children - Debt,INF209KB1E76,146409,Regular,1.64,11.46,9.25,BSE 500 TRI,-1.52,12.67,12.33,-0.82,0.96,0.4,15.16,11.92,,,,,25,https://www.valueresearchonline.com/funds/38819/,4,2,3,3,N/A,12,Moderately High Risk
ABSL BSE 500 Momentum 50 Index Reg,solution-oriented,Solution: Children - Debt,INF209KC1605,153735,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45375/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ABSL BSE 500 Quality 50 Index Reg,solution-oriented,Solution: Children - Debt,INF209KC1639,153742,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45379/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ABSL Flexi Cap Reg,solution-oriented,Solution: Children - Debt,INF209K01AJ8,103166,Regular,3.83,15.46,12.45,BSE 500 TRI,-1.52,12.67,12.33,2.78,0.95,0.66,14.65,15.43,,,,,25,https://www.valueresearchonline.com/funds/561/,8,4,3,4,N/A,19,Moderate Risk
ABSL Focused Reg,solution-oriented,Solution: Children - Debt,INF209K01LV0,108273,Regular,-0.44,13.46,11.8,BSE 500 TRI,-1.52,12.67,12.33,1.25,0.9,0.55,14.05,13.53,,,,,25,https://www.valueresearchonline.com/funds/2865/,6,2,3,4,N/A,15,Moderately High Risk
ABSL Retirement 30s Reg,solution-oriented,Solution: Children - Debt,INF209KB1H99,146577,Regular,10.32,16.16,11.79,BSE 500 TRI,-1.52,12.67,12.33,3.35,0.99,0.66,15.82,16.28,,,,,25,https://www.valueresearchonline.com/funds/39179/,10,4,3,3,N/A,20,Moderate Risk
Angel One Nifty Total Market ETF,solution-oriented,Solution: Children - Debt,INF1J2R01023,153330,Regular,-1.21,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44964/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Angel One Nifty Total Market Index Reg,solution-oriented,Solution: Children - Debt,INF1J2R01031,153331,Regular,-1.99,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44962/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Angel One Nifty Total Market Momentum Quality 50 ETF,solution-oriented,Solution: Children - Debt,INF1J2R01122,153956,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45605/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Angel One Nifty Total Market Momentum Quality 50 Index Reg,solution-oriented,Solution: Children - Debt,INF1J2R01130,153955,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45606/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Flexi Cap Reg,solution-oriented,Solution: Children - Debt,INF846K01B51,141927,Regular,1.29,13.05,10.16,BSE 500 TRI,-1.52,12.67,12.33,0.63,0.97,0.49,15.47,13.39,,,,,25,https://www.valueresearchonline.com/funds/34709/,6,2,3,3,N/A,14,Moderately High Risk
Axis Focused Reg,solution-oriented,Solution: Children - Debt,INF846K01CH7,117560,Regular,-3.95,8.74,5.49,BSE 500 TRI,-1.52,12.67,12.33,-3.04,0.91,0.24,14.97,9.33,,,,,25,https://www.valueresearchonline.com/funds/14951/,2,2,3,4,N/A,11,High Risk
Axis Nifty 500 Index Reg,solution-oriented,Solution: Children - Debt,INF846K018W1,152730,Regular,-2.4,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44412/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Nifty500 Momentum 50 Index Reg,solution-oriented,Solution: Children - Debt,INF846KA1036,153245,Regular,-3.4,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44904/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Nifty500 Quality 50 Index Reg,solution-oriented,Solution: Children - Debt,INF846KA1192,153830,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45467/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bajaj Finserv Flexi Cap Reg,solution-oriented,Solution: Children - Debt,INF0QA701383,151898,Regular,4.25,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43651/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bandhan Flexi Cap Reg,solution-oriented,Solution: Children - Debt,INF194K01391,108594,Regular,-1.23,12.46,11.29,BSE 500 TRI,-1.52,12.67,12.33,0.5,0.88,0.5,13.69,12.61,,,,,25,https://www.valueresearchonline.com/funds/2886/,6,2,4,4,N/A,16,Moderately High Risk
Bandhan Focused Reg,solution-oriented,Solution: Children - Debt,INF194K01466,108592,Regular,-0.02,14.43,12.33,BSE 500 TRI,-1.52,12.67,12.33,1.75,0.98,0.53,16.59,14.59,,,,,25,https://www.valueresearchonline.com/funds/3151/,8,2,3,3,N/A,16,Moderately High Risk
Bandhan Nifty 500 Momentum 50 Index Reg,solution-oriented,Solution: Children - Debt,INF194KB1IX2,153002,Regular,-3.41,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44629/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bandhan Nifty Alpha 50 Index Reg,solution-oriented,Solution: Children - Debt,INF194KB1GX6,152179,Regular,-1.09,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43862/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bandhan Nifty Total Mkt Index Reg,solution-oriented,Solution: Children - Debt,INF194KB1IH5,152717,Regular,-2.14,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44402/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bank of India Flexi Cap Reg,solution-oriented,Solution: Children - Debt,INF761K01FI9,148405,Regular,7.24,20.6,16.46,BSE 500 TRI,-1.52,12.67,12.33,6.56,1.13,0.77,18.99,20.47,,,,,25,https://www.valueresearchonline.com/funds/41016/,12,4,2,2,N/A,20,Moderate Risk
Baroda BNP Paribas Children's Reg,solution-oriented,Solution: Children - Debt,INF251K01UC3,153170,Regular,2.94,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44778/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Baroda BNP Paribas Flexi Cap Reg,solution-oriented,Solution: Children - Debt,INF251K01QW9,150385,Regular,-0.7,12.88,,BSE 500 TRI,-1.52,12.67,,0.43,0.99,0.48,15.72,13.39,,,,,25,https://www.valueresearchonline.com/funds/42310/,6,2,3,3,N/A,14,Moderately High Risk
Baroda BNP Paribas Focused Reg,solution-oriented,Solution: Children - Debt,INF251K01PK6,150263,Regular,-7.36,9.21,9.78,BSE 500 TRI,-1.52,12.67,12.33,-3.47,1.08,0.25,17.16,10.09,,,,,25,https://www.valueresearchonline.com/funds/34651/,2,2,2,2,N/A,8,High Risk
Canara Robeco Flexi Cap Reg,solution-oriented,Solution: Children - Debt,INF760K01019,101922,Regular,-1.87,11.72,10.87,BSE 500 TRI,-1.52,12.67,12.33,-0.57,0.93,0.43,14.46,11.96,,,,,25,https://www.valueresearchonline.com/funds/1839/,4,2,3,4,N/A,13,Moderately High Risk
Canara Robeco Focused Reg,solution-oriented,Solution: Children - Debt,INF760K01JT0,148884,Regular,-3.71,12.66,12.71,BSE 500 TRI,-1.52,12.67,12.33,0.32,0.92,0.48,14.52,12.73,,,,,25,https://www.valueresearchonline.com/funds/41456/,6,2,3,4,N/A,15,Moderately High Risk
Capitalmind Flexi Cap Reg,solution-oriented,Solution: Children - Debt,INF226401026,153739,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45312/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
DSP Flexi Cap Reg,solution-oriented,Solution: Children - Debt,INF740K01037,105875,Regular,-1.32,12.9,10.94,BSE 500 TRI,-1.52,12.67,12.33,0.45,0.97,0.49,15.32,13.25,,,,,25,https://www.valueresearchonline.com/funds/393/,6,2,3,3,N/A,14,Moderately High Risk
DSP Focused Reg,solution-oriented,Solution: Children - Debt,INF740K01532,112901,Regular,0.03,15,11.05,BSE 500 TRI,-1.52,12.67,12.33,2.48,0.96,0.6,15.57,15.21,,,,,25,https://www.valueresearchonline.com/funds/11183/,8,4,3,3,N/A,18,Moderate Risk
DSP Nifty500 Flexicap Quality 30 ETF,solution-oriented,Solution: Children - Debt,INF740KA1WR5,153801,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45521/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
DSP Nifty500 Flexicap Quality 30 Index Reg,solution-oriented,Solution: Children - Debt,INF740KA1WO2,153802,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45444/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
DSP Nifty 500 Index Reg,solution-oriented,Solution: Children - Debt,INF740KA1XV5,154090,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45717/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Edelweiss Flexi Cap Reg,solution-oriented,Solution: Children - Debt,INF843K01KN5,140355,Regular,-0.36,14.54,13.41,BSE 500 TRI,-1.52,12.67,12.33,1.77,0.98,0.58,15.35,14.67,,,,,25,https://www.valueresearchonline.com/funds/29261/,8,2,3,3,N/A,16,Moderately High Risk
Edelweiss Focused Reg,solution-oriented,Solution: Children - Debt,INF754K01OL0,150382,Regular,-1.8,12.92,,BSE 500 TRI,-1.52,12.67,,0.55,0.98,0.49,15.45,13.43,,,,,25,https://www.valueresearchonline.com/funds/42296/,6,2,3,3,N/A,14,Moderately High Risk
Franklin India Flexi Cap Reg,solution-oriented,Solution: Children - Debt,INF761K01462,111712,Regular,-4.57,13.88,13.56,BSE 500 TRI,-1.52,12.67,12.33,1.47,0.92,0.56,14.36,13.91,,,,,25,https://www.valueresearchonline.com/funds/116/,6,2,3,4,N/A,15,Moderately High Risk
Franklin India Focused Equity Reg,solution-oriented,Solution: Children - Debt,INF761K01462,111712,Regular,-6.92,9.8,11.58,BSE 500 TRI,-1.52,12.67,12.33,-1.98,0.87,0.31,13.84,10.08,,,,,25,https://www.valueresearchonline.com/funds/5141/,4,2,4,4,N/A,14,Moderately High Risk
Groww Nifty 500 Low Volatility 50 ETF,solution-oriented,Solution: Children - Debt,INF666M01ME1,153905,Regular,-0.37,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45217/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty 500 Momentum 50 ETF,solution-oriented,Solution: Children - Debt,INF666M01KC9,153456,Regular,-2.74,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45094/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty 500 Momentum 50 ETF FoF Reg,solution-oriented,Solution: Children - Debt,INF666M01KC9,153456,Regular,-3.55,,,BSE 500 TRI,-1.52,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45095/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty Total Market Index Reg,solution-oriented,Solution: Children - Debt,INF666M01HJ0,152127,Regular,-2.03,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43804/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC BSE 500 ETF,solution-oriented,Solution: Children - Debt,INF179KC1JE9,154152,Regular,-1.82,12.31,,BSE 500 TRI,-1.52,12.67,,-0.32,1,0.45,15.3,12.69,,,,,25,https://www.valueresearchonline.com/funds/43117/,4,2,3,3,N/A,12,Moderately High Risk
HDFC BSE 500 Index Reg,solution-oriented,Solution: Children - Debt,INF179KC1GH7,151729,Regular,-2.36,11.41,,BSE 500 TRI,-1.52,12.67,,-1.11,1,0.4,15.23,11.86,,,,,25,https://www.valueresearchonline.com/funds/43476/,4,2,3,3,N/A,12,Moderately High Risk
HDFC Diversified Equity All Cap Active FoF Reg,solution-oriented,Solution: Children - Debt,INF179KC1JR0,153861,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45483/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC Flexi Cap Reg,solution-oriented,Solution: Children - Debt,INF2JJD01169,154041,Regular,0.83,17.08,17.88,BSE 500 TRI,-1.52,12.67,12.33,4.8,0.82,0.82,12.99,16.5,,,,,25,https://www.valueresearchonline.com/funds/219/,10,6,4,5,N/A,25,Low Risk
HDFC Focused Reg,solution-oriented,Solution: Children - Debt,INF579M01878,131578,Regular,-0.03,16.69,18.93,BSE 500 TRI,-1.52,12.67,12.33,4.58,0.79,0.81,12.78,16.1,,,,,25,https://www.valueresearchonline.com/funds/2372/,10,6,4,5,N/A,25,Low Risk
HDFC Retirement Savings Equity Reg,solution-oriented,Solution: Children - Debt,INF740K01714,100087,Regular,-5.88,10.85,13.13,BSE 500 TRI,-1.52,12.67,12.33,-0.91,0.86,0.39,13.4,11.09,,,,,25,https://www.valueresearchonline.com/funds/31779/,4,2,4,4,N/A,14,Moderately High Risk
Helios Flexi Cap Reg,solution-oriented,Solution: Children - Debt,INF0R8701012,152136,Regular,7.57,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43837/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HSBC Flexi Cap Reg,solution-oriented,Solution: Children - Debt,INF336L01AF5,102252,Regular,1.51,16.61,14.22,BSE 500 TRI,-1.52,12.67,12.33,3.19,1.08,0.64,17.2,16.81,,,,,25,https://www.valueresearchonline.com/funds/2072/,10,4,2,2,N/A,18,Moderate Risk
HSBC Focused Reg,solution-oriented,Solution: Children - Debt,INF336L01PE6,148409,Regular,4.22,14.52,11.53,BSE 500 TRI,-1.52,12.67,12.33,1.65,1.03,0.54,16.8,14.88,,,,,25,https://www.valueresearchonline.com/funds/41020/,8,2,3,3,N/A,16,Moderately High Risk
ICICI Pru BSE 500 ETF,solution-oriented,Solution: Children - Debt,INF209KB13F9,149783,Regular,-1.84,12.3,11.96,BSE 500 TRI,-1.52,12.67,12.33,-0.33,1,0.45,15.29,12.67,,,,,25,https://www.valueresearchonline.com/funds/36037/,4,2,3,3,N/A,12,Moderately High Risk
ICICI Pru BSE 500 ETF FOF,solution-oriented,Solution: Children - Debt,INF084M01077,132174,Regular,-2.38,11.67,,BSE 500 TRI,-1.52,12.67,,-0.85,0.99,0.41,15.22,12.11,,,,,1,https://www.valueresearchonline.com/funds/41850/,4,2,3,3,N/A,12,Moderately High Risk
ICICI Pru Diversified Equity All Cap Active FoF,solution-oriented,Solution: Children - Debt,INF2JJD01169,154041,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45887/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Diversified Equity All Cap Omni FoF,solution-oriented,Solution: Children - Debt,INF2JJD01169,154041,Regular,-0.08,16.97,15.89,BSE 500 TRI*,-1.52,12.67,12.33,4.37,0.92,0.77,14.27,16.79,,,,,10,https://www.valueresearchonline.com/funds/40660/,10,4,3,4,N/A,21,Moderate Risk
ICICI Pru Flexicap,solution-oriented,Solution: Children - Debt,INF247L01GM7,154113,Regular,6.06,15.7,,BSE 500 TRI,-1.52,12.67,,2.88,0.96,0.64,15.31,15.57,,,,,25,https://www.valueresearchonline.com/funds/41523/,8,4,3,3,N/A,18,Moderate Risk
ICICI Pru Focused Equity,solution-oriented,Solution: Children - Debt,INF846K01CH7,117560,Regular,1.98,18.24,16.63,BSE 500 TRI,-1.52,12.67,12.33,4.98,0.96,0.78,15.21,17.68,,,,,25,https://www.valueresearchonline.com/funds/10399/,10,4,3,3,N/A,20,Moderate Risk
ICICI Pru Nifty 500 Index,solution-oriented,Solution: Children - Debt,INF846K010D8,149242,Regular,-2.29,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44818/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Retirement Pure Equity,solution-oriented,Solution: Children - Debt,INF205K01338,112171,Regular,4.47,21.93,21.01,BSE 500 TRI,-1.52,12.67,12.33,7.92,1.03,0.93,16.45,21.17,,,,,25,https://www.valueresearchonline.com/funds/39053/,12,6,3,3,N/A,24,Low Risk
