Fund Name,Plan,Category,VR ID,Scheme Code,ISIN,Alpha,Beta,Sharpe,Standard Deviation,Mean Return,Sortino,No. of Stocks,Top 10 Stocks (%),Top 5 Stocks (%),Top 3 Sectors (%),P/B Ratio,P/E Ratio,Alpha Score (/12),Sharpee Score(/12),Std Dev Score(/6),Beta Score(/6),Sortino Score(/4),Total Score(/40),Risk Category,Yield to Maturity (%),Macaulay Duration (yrs),Average Maturity (yrs),Avg Credit Rating,Fund 1Y,Fund 3Y,Fund 5Y,Bench 1Y,Bench 3Y,Bench 5Y
Bandhan Gilt Fund with 10 year Constant Duration Reg,Regular,Debt: Others (Structured/Credit),1243,108753,INF194K01FA0,--,--,0.34,3.08,7.07,0.44,N/A,N/A,N/A,N/A,N/A,N/A,2,2,3,3,1,11,High Risk,6.75,6.69,9.17,GOI/Cash,16.46,N/A,N/A,10.42,N/A,N/A
DSP 10Y G-Sec Reg,Regular,Debt: Others (Structured/Credit),28171,131297,INF740K012I0,--,--,0.12,2.77,6.36,0.17,N/A,N/A,N/A,N/A,N/A,N/A,4,4,4,4,1,17,Moderately High Risk,6.77,7.06,9.56,GOI/Cash,3.03,N/A,N/A,10.42,N/A,N/A
ICICI Pru Constant Maturity Gilt,Regular,Debt: Others (Structured/Credit),27952,131051,INF109KA1N46,--,--,0.34,2.85,7,0.46,N/A,N/A,N/A,N/A,N/A,N/A,4,2,4,4,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,7.52,N/A,N/A,10.42,N/A,N/A
ICICI Pru Nifty 10 yr Benchmark G-Sec ETF,Regular,Debt: Others (Structured/Credit),42946,151196,INF109KC18O0,--,--,0.19,2.79,6.56,0.27,N/A,N/A,N/A,N/A,N/A,N/A,4,2,4,4,1,15,Moderately High Risk,6.77,7.07,9.58,GOI/Cash,2.24,N/A,N/A,10.42,N/A,N/A
SBI Constant Maturity 10-Year Gilt Reg,Regular,Debt: Others (Structured/Credit),899,101002,INF200K01AN9,--,--,0.2,2.91,6.61,0.26,N/A,N/A,N/A,N/A,N/A,N/A,6,4,2,2,1,15,Moderately High Risk,6.81,7.13,9.76,GOI/Cash,7.22,16.43,N/A,10.42,15.47,N/A
SBI Nifty 10Y Benchmark G-Sec ETF,Regular,Debt: Others (Structured/Credit),32486,139430,INF200KA1JT1,--,--,0.25,2.86,6.74,0.35,N/A,N/A,N/A,N/A,N/A,N/A,2,2,3,3,1,11,High Risk,6.78,7.09,9.61,GOI/Cash,11.09,N/A,N/A,10.42,N/A,N/A
UTI Gilt Fund with 10 year Constant Duration Reg,Regular,Debt: Others (Structured/Credit),42369,150409,INF789F1AVI6,--,--,0.14,2.88,6.44,0.19,N/A,N/A,N/A,N/A,N/A,N/A,4,2,4,3,1,14,Moderately High Risk,N/A,N/A,N/A,N/A,14.04,16.3,11.33,10.42,15.47,13.24
UTI Nifty 10 yr Benchmark G-Sec ETF,Regular,Debt: Others (Structured/Credit),44082,152369,INF789F1AZF3,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,--,--,--,GOI/Cash,18.22,N/A,N/A,10.42,N/A,N/A
,,,,,,,,,,,,,,,,,,1,1,1,1,1,5,High Risk,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,2,6,1,1,11,High Risk,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,2,6,1,1,11,High Risk,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,2,6,1,1,11,High Risk,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,2,6,1,1,11,High Risk,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,2,6,1,1,11,High Risk,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,2,6,1,1,11,High Risk,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,2,6,1,1,11,High Risk,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,1,1,1,1,5,High Risk,,,,,,,,,,
