Fund Name,Plan,Category,VR ID,Scheme Code,ISIN,Alpha,Beta,Sharpe,Standard Deviation,Mean Return,Sortino,No. of Stocks,Top 10 Stocks (%),Top 5 Stocks (%),Top 3 Sectors (%),P/B Ratio,P/E Ratio,Alpha Score (/12),Sharpee Score(/12),Std Dev Score(/6),Beta Score(/6),Sortino Score(/4),Total Score(/40),Risk Category,Yield to Maturity (%),Macaulay Duration (yrs),Average Maturity (yrs),Avg Credit Rating,Fund 1Y,Fund 3Y,Fund 5Y,Bench 1Y,Bench 3Y,Bench 5Y
DSP Global Clean Energy Overseas Equity Omni FoF Dir,Direct,Equity: International,17012,119275,INF740K01PC5,--,--,0.52,18.37,15.67,0.94,N/A,N/A,N/A,N/A,N/A,N/A,1,6,2,1,2,12,High Risk,N/A,N/A,N/A,N/A,10.46,14.52,10.8,9.21,13.75,12.37
DSP Global Innovation Overseas Equity Omni FoF Dir*,Direct,Equity: International,42054,149816,INF740KA1QP1,--,--,0.99,16.61,22.45,2.05,N/A,N/A,N/A,N/A,N/A,N/A,1,10,3,1,4,19,Moderately High Risk,N/A,N/A,N/A,N/A,8.16,12.64,9.87,9.21,13.75,12.37
DSP US Specific Equity Omni FoF Dir,Direct,Equity: International,17006,119252,INF740K01OH7,--,--,1.07,14.92,22.02,1.58,N/A,N/A,N/A,N/A,N/A,N/A,1,12,3,1,3,20,Moderate Risk,N/A,N/A,N/A,N/A,8.07,12.51,9.64,9.21,13.75,12.37
DSP World Gold Mining Overseas Equity Omni FoF Dir,Direct,Equity: International,17016,119277,INF740K01OZ9,--,--,1.22,32.07,45.24,2.14,N/A,N/A,N/A,N/A,N/A,N/A,1,12,1,1,4,19,Moderately High Risk,N/A,N/A,N/A,N/A,10.77,17.08,19.52,9.21,13.75,12.37
DSP World Mining Overseas Equity Omni FoF Dir,Direct,Equity: International,17021,119279,INF740K01PF8,--,--,0.74,24.17,23.97,1.35,N/A,N/A,N/A,N/A,N/A,N/A,1,8,1,1,2,13,Moderately High Risk,N/A,N/A,N/A,N/A,6.04,12.42,9.87,9.21,13.75,12.37
Edelweiss ASEAN Equity Offshore Dir,Direct,Equity: International,17131,140256,INF843K01AW7,--,--,0.45,11.57,11.22,0.81,N/A,N/A,N/A,N/A,N/A,N/A,1,4,5,1,2,13,Moderately High Risk,N/A,N/A,N/A,N/A,9.48,13.61,11.72,9.21,13.75,12.37
Edelweiss Emerging Markets Opportunities Equity Offshr Dir,Direct,Equity: International,27119,140327,INF843K01IZ3,--,--,0.87,15.08,19.09,1.5,N/A,N/A,N/A,N/A,N/A,N/A,1,10,3,1,3,18,Moderately High Risk,N/A,N/A,N/A,N/A,6.2,N/A,N/A,9.21,N/A,N/A
Edelweiss Europe Dynamic Equity Offshr Dir,Direct,Equity: International,23435,140296,INF843K01GI3,--,--,1.05,13.45,20.19,1.96,N/A,N/A,N/A,N/A,N/A,N/A,1,12,4,1,3,21,Moderate Risk,N/A,N/A,N/A,N/A,3.29,14.48,13.52,10.42,15.47,13.24
Edelweiss Greater China Equity Offshore Dir,Direct,Equity: International,17132,140243,INF843K01AU1,--,--,0.41,19.93,14.14,0.85,N/A,N/A,N/A,N/A,N/A,N/A,1,4,2,1,2,10,High Risk,N/A,N/A,N/A,N/A,2.17,N/A,N/A,10.42,N/A,N/A
Edelweiss US Technology Equity FoF Dir,Direct,Equity: International,40665,148063,INF754K01LB7,--,--,0.81,25.38,26.59,1.36,N/A,N/A,N/A,N/A,N/A,N/A,1,10,1,1,2,15,Moderately High Risk,N/A,N/A,N/A,N/A,5.13,16.25,N/A,10.42,15.47,N/A
Edelweiss US Value Equity Offshore Dir,Direct,Equity: International,20060,140274,INF843K01EC1,--,--,0.83,12.41,16.3,1.17,N/A,N/A,N/A,N/A,N/A,N/A,1,10,4,1,2,18,Moderately High Risk,N/A,N/A,N/A,N/A,-0.72,N/A,N/A,10.42,N/A,N/A
Franklin Asian Equity Dir,Direct,Equity: International,15977,118559,INF090I01IZ5,--,--,0.43,15.29,12.57,0.59,54,25.70%,16.02%,60.76%,2.34,17.32,1,4,3,1,1,10,High Risk,N/A,N/A,N/A,N/A,10.52,N/A,N/A,10.42,N/A,N/A
Franklin U.S. Opportunities Equity Active FoF Dir,Direct,Equity: International,16027,118551,INF090I01JR0,--,--,0.86,16.19,19.98,1.31,N/A,N/A,N/A,N/A,N/A,N/A,1,10,3,1,2,17,Moderately High Risk,N/A,N/A,N/A,N/A,1.45,15.68,13.99,10.42,15.47,13.24
HDFC Developed World Overseas Equity Passive FoF Dir*,Direct,Equity: International,41714,149180,INF179KC1BO4,--,--,1.29,11.15,20.4,1.78,N/A,N/A,N/A,N/A,N/A,N/A,1,12,5,1,3,22,Moderate Risk,N/A,N/A,N/A,N/A,3.74,15.55,14.24,10.42,15.47,13.24
HSBC Asia Pacific (Ex Japan) Dividend Yield Dir,Direct,Equity: International,23946,127071,INF336L01HF0,--,--,1.02,12.99,19.26,1.66,N/A,N/A,N/A,N/A,N/A,N/A,1,12,4,1,3,21,Moderate Risk,N/A,N/A,N/A,N/A,5.85,N/A,N/A,10.42,N/A,N/A
HSBC Brazil Dir,Direct,Equity: International,17042,120035,INF336L01BY4,--,--,0.65,23.73,21.37,1.44,N/A,N/A,N/A,N/A,N/A,N/A,1,8,1,1,2,13,Moderately High Risk,N/A,N/A,N/A,N/A,-4.04,N/A,N/A,10.42,N/A,N/A
HSBC Global Emerging Markets Dir,Direct,Equity: International,17037,120043,INF336L01CJ3,--,--,0.85,16.54,20.14,1.44,N/A,N/A,N/A,N/A,N/A,N/A,1,10,3,1,2,17,Moderately High Risk,N/A,N/A,N/A,N/A,-0.03,N/A,N/A,10.42,N/A,N/A
ICICI Pru Global Advantage (FOF) Dir*,Direct,Equity: International,40282,147648,INF109KC1F34,--,--,0.67,13.79,15.31,0.9,N/A,N/A,N/A,N/A,N/A,N/A,1,8,4,1,2,16,Moderately High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ICICI Pru Global Stable Equity (FOF) Dir,Direct,Equity: International,20857,123654,INF109KA1CE0,--,--,0.64,9.69,12.18,1.17,N/A,N/A,N/A,N/A,N/A,N/A,1,6,6,1,2,16,Moderately High Risk,N/A,N/A,N/A,N/A,7.11,N/A,N/A,10.42,N/A,N/A
ICICI Pru NASDAQ 100 Index Dir,Direct,Equity: International,41744,149219,INF109KC1U50,--,--,1.31,15.03,25.75,2.02,98,N/A,N/A,88.33%,7.27,28.73,1,12,3,1,4,21,Moderate Risk,N/A,N/A,N/A,N/A,3.48,14.96,15.17,10.42,15.47,13.24
ICICI Pru Strategic Metal and Energy Equity FoF Dir,Direct,Equity: International,42035,149455,INF109KC1Z55,--,--,1.22,20.11,30.61,2.26,N/A,N/A,N/A,N/A,N/A,N/A,1,12,2,1,4,20,Moderate Risk,N/A,N/A,N/A,N/A,5.3,16.47,N/A,10.42,15.47,N/A
ICICI Pru US Bluechip Equity Dir,Direct,Equity: International,17160,120186,INF109K01Z71,--,--,0.61,13.81,14.47,1.01,61,N/A,N/A,66.28%,4.2,22.76,1,6,4,1,2,14,Moderately High Risk,N/A,N/A,N/A,N/A,5.43,N/A,N/A,10.42,N/A,N/A
Invesco India-Invesco EQQQ NASDAQ-100 ETF FoF Dir,Direct,Equity: International,42218,149961,INF205KA1585,--,--,1.2,15.94,25.15,1.93,N/A,N/A,N/A,N/A,N/A,N/A,1,12,3,1,3,20,Moderate Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Invesco India-Invesco Global Consumer Trends FoF Dir,Direct,Equity: International,41229,148614,INF205KA1270,--,--,0.55,23.58,18.95,0.87,N/A,N/A,N/A,N/A,N/A,N/A,1,6,1,1,2,11,High Risk,N/A,N/A,N/A,N/A,10.73,N/A,N/A,10.42,N/A,N/A
Invesco India Global Equity Income FoF Dir,Direct,Equity: International,26149,129188,INF205K01B49,--,--,0.94,12.62,17.93,1.43,N/A,N/A,N/A,N/A,N/A,N/A,1,10,4,1,2,18,Moderately High Risk,N/A,N/A,N/A,N/A,5.38,16.56,N/A,10.42,15.47,N/A
Invesco India Pan European Equity FoF Dir,Direct,Equity: International,23314,126353,INF205K01A24,--,--,0.65,14.24,15.21,1,N/A,N/A,N/A,N/A,N/A,N/A,1,8,3,1,2,15,Moderately High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kotak Global Emerging Market Overseas Equity Omni FoF Dir*,Direct,Equity: International,17439,119779,INF174K01LW4,--,--,0.82,14.5,17.89,1.39,N/A,N/A,N/A,N/A,N/A,N/A,1,10,3,1,2,17,Moderately High Risk,N/A,N/A,N/A,N/A,3.04,15.14,13.78,10.42,15.47,13.24
Kotak Global Innovation Overseas Equity Omni FoF Dir*,Direct,Equity: International,41595,149059,INF174KA1HG4,--,--,0.78,15.03,17.78,1.11,N/A,N/A,N/A,N/A,N/A,N/A,1,8,3,1,2,15,Moderately High Risk,N/A,N/A,N/A,N/A,5.42,16.31,15.43,10.42,15.47,13.24
Kotak International REIT Overseas Equity Omni FoF Dir*,Direct,Equity: International,41237,148646,INF174KA1FO2,--,--,0.11,15.8,7.69,0.18,N/A,N/A,N/A,N/A,N/A,N/A,1,2,3,1,1,8,High Risk,N/A,N/A,N/A,N/A,7.48,N/A,N/A,10.42,N/A,N/A
Kotak Quality Overseas Equity Omni FoF Dir*,Direct,Equity: International,45906,154287,INF174KA1ZI2,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,7.21,N/A,N/A,10.42,N/A,N/A
Kotak US Specific Equity Passive FoF Dir*,Direct,Equity: International,41260,148662,INF174KA1FQ7,--,--,1.21,16.16,25.51,1.94,N/A,N/A,N/A,N/A,N/A,N/A,1,12,3,1,3,20,Moderate Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra Manulife Asia Pacific REITs FoF Dir,Direct,Equity: International,41762,149230,INF174V01AY0,--,--,0.05,15.74,6.83,0.09,N/A,N/A,N/A,N/A,N/A,N/A,1,1,3,1,1,7,High Risk,N/A,N/A,N/A,N/A,-5.06,N/A,N/A,10.42,N/A,N/A
Mirae Asset Global Electric & Autonomous Vehicles Eqt Passive FoF Dir,Direct,Equity: International,42460,150595,INF769K01IQ9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,-0.77,14.59,16.23,10.42,15.47,13.24
Mirae Asset Global X Artificial Intelligence & Tech ETF FoF Dir,Direct,Equity: International,42458,150597,INF769K01IS5,--,--,1.16,18.84,27.95,2.16,N/A,N/A,N/A,N/A,N/A,N/A,1,12,2,1,4,20,Moderate Risk,N/A,N/A,N/A,N/A,5.18,16.32,13.83,10.42,15.47,13.24
Mirae Asset Hang Seng TECH ETF,Direct,Equity: International,41876,149379,INF769K01HS7,--,--,0.21,34.6,13.15,0.45,30,N/A,N/A,89.17%,1.36,13.92,1,2,1,1,1,6,High Risk,N/A,N/A,N/A,N/A,-4.98,N/A,N/A,10.42,N/A,N/A
Mirae Asset Hang Seng TECH ETF FoF Dir,Direct,Equity: International,41878,149380,INF769K01HT5,--,--,0.34,33.3,17.27,0.93,N/A,N/A,N/A,N/A,N/A,N/A,1,2,1,1,2,7,High Risk,N/A,N/A,N/A,N/A,-2.42,12.93,15.79,10.42,15.47,13.24
Mirae Asset NYSE FANG+ ETF,Direct,Equity: International,41429,148927,INF769K01HF4,--,--,1.29,21.42,33.66,2.21,10,N/A,N/A,100.00%,9.01,27.51,1,12,2,1,4,20,Moderate Risk,N/A,N/A,N/A,N/A,5.22,16.38,N/A,10.42,15.47,N/A
Mirae Asset NYSE FANG+ ETF FoF Dir,Direct,Equity: International,41431,148928,INF769K01HH0,--,--,1.46,24.45,41.79,3.61,N/A,N/A,N/A,N/A,N/A,N/A,1,12,1,1,4,19,Moderately High Risk,N/A,N/A,N/A,N/A,5.09,N/A,N/A,10.42,N/A,N/A
Mirae Asset S&P 500 Top 50 ETF,Direct,Equity: International,41698,149169,INF769K01HP3,--,--,1.39,13.4,24.63,1.87,51,N/A,N/A,81.69%,5.81,24.44,1,12,4,1,3,21,Moderate Risk,N/A,N/A,N/A,N/A,-0.29,14.68,13.02,10.42,15.47,13.24
Mirae Asset S&P 500 Top 50 ETF FoF Dir,Direct,Equity: International,41704,149170,INF769K01HR9,--,--,1.38,17.76,30.56,2.16,N/A,N/A,N/A,N/A,N/A,N/A,1,12,2,1,4,20,Moderate Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Developed Mkt Ex US ETFs Ovrses Eqt Pass FoF Dir,Direct,Equity: International,43802,152090,INF247L01BT3,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,5.96,18.34,15.15,10.42,15.47,13.24
Motilal Oswal NASDAQ 100 ETF,Direct,Equity: International,12498,114984,INF247L01AP3,--,--,1.29,15.45,26.02,2,98,N/A,N/A,88.34%,7.27,28.73,1,12,3,1,4,21,Moderate Risk,N/A,N/A,N/A,N/A,4.93,14.78,11.95,10.42,15.47,13.24
Motilal Oswal Nasdaq 100 FOF Dir,Direct,Equity: International,38228,145552,INF247L01718,--,--,1.06,21.22,28.52,2.01,N/A,N/A,N/A,N/A,N/A,N/A,1,12,2,1,4,20,Moderate Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Nasdaq Q50 ETF,Direct,Equity: International,41923,149438,INF247L01AU3,--,--,0.8,16.73,19.39,1.45,50,N/A,N/A,73.20%,3.57,20.71,1,10,3,1,2,17,Moderately High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Motilal Oswal S&P 500 Index Dir,Direct,Equity: International,40997,148381,INF247L01AG2,--,--,1.27,12.27,21.57,1.79,499,N/A,N/A,64.65%,4.68,23.91,1,12,4,1,3,21,Moderate Risk,N/A,N/A,N/A,N/A,10.71,N/A,N/A,10.42,N/A,N/A
Navi Nasdaq100 US Specific Equity Passive FoF Dir,Direct,Equity: International,42135,149910,INF959L01FZ1,--,--,1.21,15.56,24.86,1.83,N/A,N/A,N/A,N/A,N/A,N/A,1,12,3,1,3,20,Moderate Risk,N/A,N/A,N/A,N/A,8.77,15.24,14.72,10.42,15.47,13.24
Navi Total Stock Market US Specific Equity Passive FoF Dir,Direct,Equity: International,42069,149830,INF959L01FV0,--,--,1.1,13.35,20.71,1.59,N/A,N/A,N/A,N/A,N/A,N/A,1,12,4,1,3,21,Moderate Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nippon India ETF Hang Seng BeES,Direct,Equity: International,10905,140095,INF204KB19I1,--,--,0.47,20.82,15.9,1,89,0.24%,0.24%,70.03%,0.64,6.32,1,4,2,1,2,10,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nippon India Japan Equity Dir,Direct,Equity: International,27691,130860,INF204KA1SI1,--,--,0.82,13.52,17.05,1.22,30,N/A,N/A,61.25%,1.95,2.86,1,10,4,1,2,18,Moderately High Risk,N/A,N/A,N/A,N/A,14.99,15.82,10.6,10.42,15.47,13.24
Nippon India Taiwan Equity Dir,Direct,Equity: International,41838,149329,INF204KC1303,--,--,--,--,--,--,26,N/A,N/A,78.59%,8.63,46.48,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,15.37,18.77,14.42,10.42,15.47,13.24
Nippon India US Equity Opportunities Dir*,Direct,Equity: International,30567,134923,INF204KA15G5,--,--,0.86,13.33,17.43,1.32,25,N/A,N/A,83.79%,4.2,21.73,1,10,4,1,2,18,Moderately High Risk,N/A,N/A,N/A,N/A,13.96,17.23,14.03,10.42,15.47,13.24
PGIM India Emerging Markets Equity FoF Dir,Direct,Equity: International,17349,138456,INF223J01NL0,--,--,0.95,15.31,20.62,1.44,N/A,N/A,N/A,N/A,N/A,N/A,1,10,3,1,2,17,Moderately High Risk,N/A,N/A,N/A,N/A,19.95,17.78,11.96,10.42,15.47,13.24
PGIM India Global Equity Opportunities FoF Dir,Direct,Equity: International,17348,138528,INF223J01NF2,--,--,0.57,16.16,15.16,0.83,N/A,N/A,N/A,N/A,N/A,N/A,1,6,3,1,2,13,Moderately High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PGIM India Global Select Real Estate Sec FoF Dir,Direct,Equity: International,41818,149298,INF663L01W63,--,--,0.5,14.37,13.22,0.91,N/A,N/A,N/A,N/A,N/A,N/A,1,6,3,1,2,13,Moderately High Risk,N/A,N/A,N/A,N/A,10.47,N/A,N/A,10.42,N/A,N/A
SBI US Specific Equity Active FoF FoF Dir,Direct,Equity: International,41352,148760,INF200KA1U28,--,--,1.29,14.04,24.17,2.04,N/A,N/A,N/A,N/A,N/A,N/A,1,12,3,1,4,21,Moderate Risk,N/A,N/A,N/A,N/A,10.37,N/A,N/A,10.42,N/A,N/A
Sundaram Global Brand Theme-Equity Active FoF Dir*,Direct,Equity: International,17200,119602,INF903J01OB6,--,--,0.79,12.03,15.49,1.02,N/A,N/A,N/A,N/A,N/A,N/A,1,8,4,1,2,16,Moderately High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ABSL Conglomerate Dir,Direct,Equity: Thematic (Broad),44788,153124,INF209KC1373,--,--,--,--,--,--,42,53.87%,36.85%,61.65%,3.03,25.52,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ABSL Nifty India Defence Index Dir,Direct,Equity: Thematic (Broad),44489,152798,INF209KC1183,--,--,--,--,--,--,19,88.61%,72.65%,94.37%,9.24,42.73,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.81,15.81,11.54,10.42,15.47,13.24
ABSL Special Opportunities Dir,Direct,Equity: Thematic (Broad),41143,148539,INF209KB1T79,6.02,0.96,0.9,14.37,18.94,1.19,67,34.31%,21.81%,61.71%,3.17,21.27,12,10,3,3,2,30,Low Risk,N/A,N/A,N/A,N/A,3.61,12.04,6.85,10.42,15.47,13.24
Axis BSE India Sector Leaders Index Dir,Direct,Equity: Thematic (Broad),45782,154171,INF846KA1424,--,--,--,--,--,--,61,N/A,N/A,N/A,N/A,21.24,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.5,N/A,N/A,10.42,N/A,N/A
Axis Momentum Dir,Direct,Equity: Thematic (Broad),44768,153083,INF846K011Z9,--,--,--,--,--,--,41,45.80%,26.52%,62.08%,3.42,22.13,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,15.51,N/A,N/A,10.42,N/A,N/A
Axis Multi Factor Passive FoF Dir,Direct,Equity: Thematic (Broad),42080,149847,INF846K011G9,-0.77,0.96,0.43,14.37,12.22,0.49,N/A,N/A,N/A,N/A,N/A,N/A,4,4,3,3,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Axis Nifty India Defence Index Dir,Direct,Equity: Thematic (Broad),45950,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,16.34,N/A,N/A,10.42,N/A,N/A
Axis Services Opportunities Dir,Direct,Equity: Thematic (Broad),45324,153624,INF846KA1168,--,--,--,--,--,--,38,52.37%,33.06%,78.57%,4.77,32.64,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,11.06,15.87,13,10.42,15.47,13.24
Bandhan BSE India Sector Leaders Index Dir,Direct,Equity: Thematic (Broad),45461,153838,INF194KB1KB4,--,--,--,--,--,--,61,42.07%,24.80%,46.85%,3.22,21.24,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,13.11,19.17,14.42,10.42,15.47,13.24
Bandhan Multi-Factor Dir,Direct,Equity: Thematic (Broad),45334,153722,INF194KB1JX0,--,--,--,--,--,--,33,N/A,N/A,N/A,N/A,17.9,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,15.19,N/A,N/A,10.42,N/A,N/A
Baroda BNP Paribas Business Conglomerates Dir,Direct,Equity: Thematic (Broad),45458,153847,INF251K01VJ6,--,--,--,--,--,--,43,45.21%,31.62%,50.22%,3.73,24.63,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,14.18,N/A,N/A,10.42,N/A,N/A
Edelweiss BSE Capital Mkts & Insurance ETF,Direct,Equity: Thematic (Broad),44826,153180,INF754K01TX4,--,--,--,--,--,--,24,72.80%,48.23%,99.87%,5.84,34.27,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.23,N/A,N/A,10.42,N/A,N/A
Edelweiss BSE Internet Economy Index Dir,Direct,Equity: Thematic (Broad),45129,153497,INF754K01UX2,--,--,--,--,--,--,20,83.77%,57.96%,93.38%,10.58,161.37,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,19.82,23.56,19.49,10.42,15.47,13.24
Edelweiss Recently Listed IPO Dir,Direct,Equity: Thematic (Broad),35234,142388,INF754K01ML4,4.25,0.96,0.62,17.99,17.24,0.73,58,39.97%,24.09%,57.78%,5.45,41.76,10,6,2,3,1,22,Moderate Risk,N/A,N/A,N/A,N/A,17.56,N/A,N/A,10.42,N/A,N/A
Franklin India Multi-Factor Dir,Direct,Equity: Thematic (Broad),45585,153942,INF090I01YQ1,--,--,--,--,--,--,82,36.45%,24.74%,57.73%,2.55,15.45,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.29,16.59,N/A,10.42,15.47,N/A
Franklin India Opportunities Dir,Direct,Equity: Thematic (Broad),15999,118554,INF090I01JI9,9.58,1.06,1,17.21,23.28,1.28,54,36.94%,22.40%,59.86%,2.73,18.1,12,12,2,2,2,30,Low Risk,N/A,N/A,N/A,N/A,5.85,13.76,12.41,10.42,15.47,13.24
Groww BSE Power ETF,Direct,Equity: Thematic (Broad),45370,153744,INF666M01LM6,--,--,--,--,--,--,18,79.89%,57.98%,100.02%,3.18,25.22,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,11.4,15.44,13.32,10.42,15.47,13.24
Groww BSE Power ETF FOF Dir,Direct,Equity: Thematic (Broad),45373,153745,INF666M01LN4,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.5,17.22,N/A,10.42,15.47,N/A
Groww Nifty Capital Markets ETF,Direct,Equity: Thematic (Broad),45632,153907,INF666M01MM4,--,--,--,--,--,--,17,83.31%,63.41%,99.88%,7.93,37.02,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Groww Nifty Capital Markets ETF FoF Dir,Direct,Equity: Thematic (Broad),45628,153908,INF666M01MG6,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,8.97,17.19,13.34,10.42,15.47,13.24
Groww Nifty Chemicals ETF,Direct,Equity: Thematic (Broad),45751,154111,INF666M01NP5,--,--,--,--,--,--,20,77.75%,51.29%,99.53%,3.57,36.7,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,8.07,19.04,12.98,10.42,15.47,13.24
Groww Nifty India Defence ETF,Direct,Equity: Thematic (Broad),44590,152845,INF666M01IO8,--,--,--,--,--,--,19,88.94%,72.92%,94.72%,8.84,48.34,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Groww Nifty India Defence ETF FoF Dir,Direct,Equity: Thematic (Broad),44597,152925,INF666M01IQ3,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Groww Nifty India Internet ETF,Direct,Equity: Thematic (Broad),45241,153625,INF666M01LI4,--,--,--,--,--,--,27,85.45%,63.62%,82.64%,4.19,65.04,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Groww Nifty India Internet ETF FoF Dir,Direct,Equity: Thematic (Broad),45244,153626,INF666M01LC7,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,14.21,19.37,16.54,10.42,15.47,13.24
Groww Nifty Metal ETF,Direct,Equity: Thematic (Broad),45677,154034,INF666M01NI0,--,--,--,--,--,--,15,88.97%,68.87%,99.66%,2.69,20.29,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,12.38,17.91,N/A,10.42,15.47,N/A
Groww Nifty Realty ETF,Direct,Equity: Thematic (Broad),45522,153899,INF666M01MN2,--,--,--,--,--,--,11,99.84%,73.52%,99.85%,3.12,31.14,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,7.75,17.71,15.94,10.42,15.47,13.24
HDFC BSE India Sector Leaders Index Dir,Direct,Equity: Thematic (Broad),45589,153959,INF179KC1JY6,--,--,--,--,--,--,61,42.07%,24.80%,46.87%,3.22,21.24,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,6.51,14.77,14.58,10.42,15.47,13.24
HDFC Defence Dir,Direct,Equity: Thematic (Broad),43512,151750,INF179KC1GI5,--,--,--,--,--,--,22,82.29%,62.04%,90.98%,8.16,48.75,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HDFC Housing Opportunities Dir,Direct,Equity: Thematic (Broad),34770,141924,INF179KC1AU3,1.18,1.12,0.53,17.57,15.3,0.66,34,65.62%,40.81%,73.18%,2.08,15.29,6,6,2,2,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HDFC NIFTY Growth Sectors 15 ETF,Direct,Equity: Thematic (Broad),42537,150621,INF179KC1DJ0,-3.21,0.83,0.18,15.12,8.8,0.22,15,83.41%,55.87%,87.45%,6.4,28.58,2,2,3,5,1,13,Moderately High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HDFC NIFTY Realty Index Dir,Direct,Equity: Thematic (Broad),44211,152521,INF179KC1IE0,--,--,--,--,--,--,10,99.80%,73.36%,99.80%,3.07,30.11,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.27,N/A,N/A,10.42,N/A,N/A
HSBC India Export Opportunities Dir,Direct,Equity: Thematic (Broad),44524,152829,INF336L01RO1,--,--,--,--,--,--,43,38.10%,21.04%,56.94%,4.33,30.29,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.08,15.1,N/A,10.42,15.47,N/A
ICICI Pru Active Momentum Dir,Direct,Equity: Thematic (Broad),45357,153684,INF109K1A385,--,--,--,--,--,--,46,30.93%,16.91%,46.08%,4.21,28.16,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,9.97,N/A,N/A,10.42,N/A,N/A
ICICI Pru Commodities Dir,Direct,Equity: Thematic (Broad),40306,147662,INF109KC1F91,5.2,0.93,0.76,15.73,17.94,1.03,48,57.14%,36.70%,98.78%,2.64,23.18,12,8,3,4,2,29,Low Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
