Fund Name,Plan,Category,VR ID,ISIN,Scheme Code,Mapping Status,Alpha,Beta,Sharpe,Std Dev,Mean Return,Sortino,"Alpha Score
(/12)","Sharpe Score
(/12)","Std Dev Score
(/6)","Beta Score
(/6)","Sortino Score
(/4)","TOTAL
(/40)",RISK CATEGORY,Verification Status,Note,Return_1Y,Return_3Y,Return_5Y,Return_7Y,Return_10Y,Benchmark_Name,BM_Return_1Y,BM_Return_3Y,BM_Return_5Y,BM_Return_7Y,BM_Return_10Y
Edelweiss Large Cap Dir,Direct,Large Cap,17352,INF754K01BW4,118617,NAV-verified,1.39,0.98,0.51,13.74,13.04,0.59,6,6,4,3,1,20,Moderate Risk,OK,Verified ✓,9.77,15.1,13.62,14.41,14.68,BSE 100 TRI,9.21,13.75,12.37,13,14.14
Edelweiss Nifty 100 Quality 30 Index Dir,Direct,Large Cap,41778,INF754K01NJ6,149254,NAV-verified,-0.07,0.95,0.37,14.39,11.4,0.43,4,4,3,4,1,16,Moderately High Risk,OK,Verified ✓,8.62,13.34,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
Edelweiss Nifty 50 ETF,Direct,Large Cap,45581,INF754K01NB3,149250,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Edelweiss Nifty 50 Index Dir,Direct,Large Cap,41775,INF754K01NB3,149250,NAV-verified,-1.29,0.95,0.31,13.3,10.2,0.39,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.46,11.9,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
Edelweiss Nifty Next 50 Index Dir,Direct,Large Cap,42804,INF754K01QL5,150899,NAV-verified,4.71,1.24,0.63,18.73,17.86,0.77,10,6,2,1,1,20,Moderate Risk,OK,Verified ✓,12.23,21.36,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
Franklin India Large Cap Dir,Direct,Large Cap,15982,INF090I01FN7,118531,NAV-verified,0.97,0.92,0.48,13.06,12.3,0.62,6,4,4,4,1,19,Moderately High Risk,OK,Verified ✓,9.36,14.06,11.4,12.07,12.21,BSE 100 TRI,9.21,13.75,12.37,13,14.14
Franklin India NSE Nifty 50 Index Dir,Direct,Large Cap,15996,INF090I01GS4,118581,NAV-verified,-1.29,0.95,0.31,13.26,10.18,0.39,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.32,11.88,11.05,11.78,12.94,BSE 100 TRI,9.21,13.75,12.37,13,14.14
Groww Large Cap Dir,Direct,Large Cap,15579,INF666M01NJ8,154063,NAV-verified,0.78,0.98,0.46,14,12.43,0.54,6,4,4,3,1,18,Moderately High Risk,OK,Verified ✓,13.37,14.95,12.5,11.97,13.32,BSE 100 TRI,9.21,13.75,12.37,13,14.14
Groww Nifty 50 ETF,Direct,Large Cap,45330,INF666M01JY5,153454,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Groww Nifty 50 Index Dir,Direct,Large Cap,45328,INF666M01KT3,153704,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Groww Nifty Next 50 ETF,Direct,Large Cap,45428,INF666M01LT1,153786,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Groww Nifty Next 50 Index Dir,Direct,Large Cap,45431,INF666M01LT1,153786,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
HDFC BSE Sensex ETF,Direct,Large Cap,31377,INF179K01WN9,119065,NAV-verified,-2.76,0.94,0.2,13.2,8.66,0.25,2,2,4,4,1,13,Moderately High Risk,OK,Verified ✓,6.15,10.28,10.58,11.7,13.4,BSE 100 TRI,9.21,13.75,12.37,13,14.14
HDFC BSE Sensex Index Dir,Direct,Large Cap,16071,INF179K01WN9,119065,NAV-verified,-2.97,0.94,0.18,13.21,8.46,0.23,2,2,4,4,1,13,Moderately High Risk,OK,Verified ✓,5.93,10.06,10.36,11.44,13.14,BSE 100 TRI,9.21,13.75,12.37,13,14.14
HDFC Large Cap Dir,Direct,Large Cap,16164,INF179K01YV8,119018,NAV-verified,0.83,0.96,0.47,13.66,12.39,0.54,6,4,4,3,1,18,Moderately High Risk,OK,Verified ✓,7.61,14.21,14.44,12.63,14.48,BSE 100 TRI,9.21,13.75,12.37,13,14.14
HDFC NIFTY 100 ETF,Direct,Large Cap,42416,INF179KC1BY3,149868,NAV-verified,-0.48,1,0.38,13.99,11.31,0.46,4,4,4,3,1,16,Moderately High Risk,OK,Verified ✓,8.93,13.31,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
HDFC NIFTY 100 Equal Wght Index Dir,Direct,Large Cap,42093,INF179KC1CA1,149870,NAV-verified,3.8,1.11,0.64,15.93,16.2,0.78,10,6,3,2,1,22,Moderate Risk,OK,Verified ✓,13.33,19.1,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
HDFC NIFTY 100 Index Dir,Direct,Large Cap,42091,INF179KC1BY3,149868,NAV-verified,-0.53,1,0.37,13.96,11.24,0.45,4,4,4,3,1,16,Moderately High Risk,OK,Verified ✓,8.88,13.23,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
HDFC NIFTY 50 ETF,Direct,Large Cap,31376,INF179K01WM1,119063,NAV-verified,-1.09,0.95,0.33,13.35,10.41,0.41,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.52,12.14,11.35,12.17,13.52,BSE 100 TRI,9.21,13.75,12.37,13,14.14
HDFC NIFTY 50 Index Dir,Direct,Large Cap,16069,INF179K01WM1,119063,NAV-verified,-1.29,0.95,0.31,13.34,10.21,0.39,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.32,11.91,11.12,11.92,13.27,BSE 100 TRI,9.21,13.75,12.37,13,14.14
HDFC NIFTY Next 50 ETF,Direct,Large Cap,42417,INF179KC1BQ9,149288,NAV-verified,4.81,1.24,0.64,18.77,17.97,0.78,10,6,2,1,1,20,Moderate Risk,OK,Verified ✓,12.31,21.5,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
HDFC NIFTY Next 50 Index Dir,Direct,Large Cap,41800,INF179KC1BQ9,149288,NAV-verified,4.49,1.24,0.62,18.77,17.65,0.76,10,6,2,1,1,20,Moderate Risk,OK,Verified ✓,12.14,21.1,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
HDFC NIFTY100 Low Volatility 30 ETF,Direct,Large Cap,42568,INF179KC1IM3,152713,NAV-verified,1.72,0.95,0.51,14.13,13.23,0.62,8,6,3,4,1,22,Moderate Risk,OK,Verified ✓,7.94,14.96,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
HDFC NIFTY100 Low Volatility 30 Index Dir,Direct,Large Cap,44405,INF179KC1IM3,152713,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,7.75,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
HDFC NIFTY100 Quality 30 ETF,Direct,Large Cap,42536,INF179KC1JF5,153264,NAV-verified,-0.06,0.95,0.37,14.4,11.43,0.43,4,4,3,4,1,16,Moderately High Risk,OK,Verified ✓,8.57,13.36,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
HDFC NIFTY50 Equal Weight Index Dir,Direct,Large Cap,41636,INF179KC1BM8,149107,NAV-verified,3.58,0.99,0.65,14.19,15.29,0.76,10,8,3,3,1,25,Moderate Risk,OK,Verified ✓,14.39,17.47,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
HDFC Nifty Top 20 Equal Weight Index Dir,Direct,Large Cap,45043,INF179KC1JI9,153405,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,6.33,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
HDFC Nifty100 Quality 30 Index Dir,Direct,Large Cap,44915,INF179KC1JF5,153264,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,8.38,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
HSBC Large Cap Dir,Direct,Large Cap,16289,INF336L01CM7,120030,NAV-verified,1.35,0.97,0.5,13.88,12.92,0.56,6,6,4,3,1,20,Moderate Risk,OK,Verified ✓,11.33,15.07,12.42,13.27,13.89,BSE 100 TRI,9.21,13.75,12.37,13,14.14
HSBC Nifty 50 Index Dir,Direct,Large Cap,40972,INF917K01D12,151157,NAV-verified,-1.24,0.95,0.32,13.32,10.25,0.39,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.4,11.96,11.16,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
HSBC Nifty Next 50 Index Dir,Direct,Large Cap,40976,INF917K01D79,151160,NAV-verified,4.49,1.24,0.62,18.76,17.65,0.76,10,6,2,1,1,20,Moderate Risk,OK,Verified ✓,12.16,21.11,14.11,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
ICICI Pru BSE Sensex ETF,Direct,Large Cap,1512,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,-2.73,0.94,0.2,13.2,8.69,0.25,2,2,4,4,1,13,Moderately High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,6.17,10.32,10.61,11.73,13.35,BSE 100 TRI,9.21,13.75,12.37,13,14.14
ICICI Pru BSE Sensex Index Dir,Direct,Large Cap,34649,INF109KB10X0,141841,NAV-verified,-2.94,0.94,0.19,13.2,8.48,0.23,2,2,4,4,1,13,Moderately High Risk,OK,Verified ✓,5.95,10.08,10.34,11.52,N/A,BSE 100 TRI,9.21,13.75,12.37,13,N/A
ICICI Pru Bharat 22 FOF Dir,Direct,Large Cap,36693,INF109KC1FX1,143903,NAV-verified,11.33,1.1,0.97,18.2,23.64,1.39,12,10,2,2,2,28,Low Risk,OK,Verified ✓,21.99,26.46,27.71,18.21,N/A,BSE 100 TRI,9.21,13.75,12.37,13,N/A
ICICI Pru Large Cap Dir,Direct,Large Cap,15841,INF109K011O5,120596,NAV-verified,3.2,0.92,0.65,13.12,14.54,0.79,10,8,4,4,1,27,Low Risk,OK,Verified ✓,9.51,16.78,15.43,14.96,15.57,BSE 100 TRI,9.21,13.75,12.37,13,14.14
ICICI Pru Nifty 100 ETF,Direct,Large Cap,20933,INF109KC1Q07,148823,NAV-verified,-0.64,1,0.37,13.99,11.15,0.44,4,4,4,3,1,16,Moderately High Risk,OK,Verified ✓,8.75,13.12,11.25,11.99,13.21,BSE 100 TRI,9.21,13.75,12.37,13,14.14
ICICI Pru Nifty 100 Low Volatility 30 ETF,Direct,Large Cap,34396,INF109KC1Q07,148823,NAV-verified,1.62,0.96,0.5,14.14,13.13,0.61,8,6,3,3,1,21,Moderate Risk,OK,Verified ✓,7.82,14.84,12.15,13.19,N/A,BSE 100 TRI,9.21,13.75,12.37,13,N/A
ICICI Pru Nifty 100 Low Volatility 30 ETF FOF Dir,Direct,Large Cap,41399,INF109KC1Q07,148823,NAV-verified,1.81,0.92,0.52,13.74,13.12,0.65,8,6,4,4,1,23,Moderate Risk,OK,Verified ✓,7.64,14.71,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
ICICI Pru Nifty 50 ETF,Direct,Large Cap,18653,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,-1.07,0.95,0.33,13.35,10.44,0.41,4,2,4,4,1,15,Moderately High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,8.55,12.17,11.38,12.21,13.53,BSE 100 TRI,9.21,13.75,12.37,13,14.14
ICICI Pru Nifty 50 Index Dir,Direct,Large Cap,15959,INF109K01Y80,120684,NAV-verified,-1.29,0.95,0.31,13.33,10.21,0.39,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.33,11.91,11.13,11.98,13.16,BSE 100 TRI,9.21,13.75,12.37,13,14.14
ICICI Pru Nifty Next 50 ETF,Direct,Large Cap,37322,INF109K01Y80,120684,NAV-verified,4.96,1.24,0.64,18.77,18.12,0.79,10,6,2,1,1,20,Moderate Risk,OK,Verified ✓,12.51,21.68,14.64,14.19,N/A,BSE 100 TRI,9.21,13.75,12.37,13,N/A
ICICI Pru Nifty Next 50 Index Dir,Direct,Large Cap,15856,INF109K01Y80,120684,NAV-verified,4.58,1.24,0.62,18.78,17.75,0.77,10,6,2,1,1,20,Moderate Risk,OK,Verified ✓,12.12,21.21,14.25,13.73,14.24,BSE 100 TRI,9.21,13.75,12.37,13,14.14
ICICI Pru Nifty Top 15 Equal Weight ETF,Direct,Large Cap,45235,INF109K1A310,153614,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
ICICI Pru Nifty Top 15 Equal Weight Index Dir,Direct,Large Cap,45238,INF109K1A310,153614,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
ICICI Pru Nifty50 Equal Weight Index Dir,Direct,Large Cap,42548,INF109KC10J7,150639,NAV-verified,3.5,0.99,0.65,14.17,15.21,0.76,10,8,3,3,1,25,Moderate Risk,OK,Verified ✓,14.33,17.38,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
ITI Large Cap Dir,Direct,Large Cap,41210,INF00XX01804,148353,NAV-verified,0.01,1.04,0.4,14.95,11.98,0.49,6,4,3,3,1,17,Moderately High Risk,OK,Verified ✓,8.4,14.38,11.03,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
Invesco India Largecap Dir,Direct,Large Cap,16712,INF205K01LB0,120392,NAV-verified,2.84,1.05,0.59,15.04,14.91,0.73,8,6,3,3,1,21,Moderate Risk,OK,Verified ✓,13.5,18.18,15.26,14.61,14.95,BSE 100 TRI,9.21,13.75,12.37,13,14.14
Invesco India Nifty 50 ETF,Direct,Large Cap,12761,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,-1.14,0.95,0.32,13.34,10.36,0.4,4,2,4,4,1,15,Moderately High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,8.48,12.08,11.3,12.13,13.48,BSE 100 TRI,9.21,13.75,12.37,13,14.14
JM Large Cap Dir,Direct,Large Cap,16541,INF192K01BZ0,120490,NAV-verified,1.52,1.02,0.5,14.91,13.42,0.63,8,6,3,3,1,21,Moderate Risk,OK,Verified ✓,9.74,15.61,13.43,13.4,12.72,BSE 100 TRI,9.21,13.75,12.37,13,14.14
JioBlackRock Large Cap Dir,Direct,Large Cap,45936,NOT ISSUED BY AMFI YET,NOT ISSUED BY AMFI YET,Fund too new for AMFI NAV Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code NOT ISSUED BY AMFI YET nor ISIN NOT ISSUED BY AMFI YET confirmed in NAV,--,--,--,--,--,--,--,--,--,--,--
JioBlackRock Nifty 50 Index Dir,Direct,Large Cap,45423,NOT ISSUED BY AMFI YET,NOT ISSUED BY AMFI YET,Fund too new for AMFI NAV Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code NOT ISSUED BY AMFI YET nor ISIN NOT ISSUED BY AMFI YET confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
JioBlackRock Nifty Next 50 Index Dir,Direct,Large Cap,45425,NOT ISSUED BY AMFI YET,NOT ISSUED BY AMFI YET,Fund too new for AMFI NAV Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code NOT ISSUED BY AMFI YET nor ISIN NOT ISSUED BY AMFI YET confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Kotak BSE Sensex ETF,Direct,Large Cap,7780,INF174KA1UV6,153286,NAV-verified,-2.94,0.94,0.19,13.19,8.48,0.23,2,2,4,4,1,13,Moderately High Risk,OK,Verified ✓,6.03,10.08,10.37,11.48,13.17,BSE 100 TRI,9.21,13.75,12.37,13,14.14
Kotak BSE Sensex Index Dir,Direct,Large Cap,44908,INF174KA1UV6,153286,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,5.92,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
Kotak Large Cap Dir,Direct,Large Cap,16337,INF174K01KW6,120152,NAV-verified,1.38,0.98,0.51,13.74,13.03,0.58,6,6,4,3,1,20,Moderate Risk,OK,Verified ✓,10.71,15.2,13.2,14.59,14.41,BSE 100 TRI,9.21,13.75,12.37,13,14.14
Kotak Nifty 100 Equal Weight ETF,Direct,Large Cap,44953,INF174KA1TY2,153146,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,13.51,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
Kotak Nifty 100 Equal Weight Index Dir,Direct,Large Cap,44796,INF174KA1TY2,153146,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,13.32,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
Kotak Nifty 100 Low Volatility 30 ETF,Direct,Large Cap,42184,INF174KA1RZ3,152663,NAV-verified,1.92,0.95,0.52,14.13,13.42,0.64,8,6,3,4,1,22,Moderate Risk,OK,Verified ✓,8.16,15.18,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
Kotak Nifty 100 Low Volatility 30 Index Dir,Direct,Large Cap,44351,INF174KA1RZ3,152663,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,7.73,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
Kotak Nifty 50 ETF,Direct,Large Cap,10843,INF174KA1HA7,148978,NAV-verified,-1.11,0.95,0.33,13.34,10.39,0.41,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.55,12.11,11.31,12.11,13.3,BSE 100 TRI,9.21,13.75,12.37,13,14.14
Kotak Nifty 50 Equal Weight Index Dir,Direct,Large Cap,44800,INF174KA1UE2,153150,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,14.18,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
Kotak Nifty 50 Index Dir,Direct,Large Cap,41517,INF174KA1HA7,148978,NAV-verified,-1.36,0.95,0.31,13.33,10.15,0.38,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.43,11.84,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
Kotak Nifty Next 50 ETF,Direct,Large Cap,45721,INF174KA1GA9,148745,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Kotak Nifty Next 50 Index Dir,Direct,Large Cap,41327,INF174KA1GA9,148745,NAV-verified,4.75,1.24,0.63,18.69,17.89,0.78,10,6,2,1,1,20,Moderate Risk,OK,Verified ✓,12.34,21.41,14.53,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
Kotak Nifty Top 10 Equal Weight Index Dir,Direct,Large Cap,45101,INF174KA1WD0,153461,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
LIC MF BSE Sensex ETF,Direct,Large Cap,31256,INF767K01FJ4,120308,NAV-verified,-2.84,0.94,0.19,13.2,8.58,0.24,2,2,4,4,1,13,Moderately High Risk,OK,Verified ✓,6.08,10.2,10.5,11.65,13.37,BSE 100 TRI,9.21,13.75,12.37,13,14.14
LIC MF BSE Sensex Index Dir,Direct,Large Cap,16798,INF767K01FJ4,120308,NAV-verified,-3.16,0.94,0.17,13.16,8.24,0.21,2,2,4,4,1,13,Moderately High Risk,OK,Verified ✓,5.56,9.82,10.16,11.27,12.73,BSE 100 TRI,9.21,13.75,12.37,13,14.14
LIC MF Large Cap Dir,Direct,Large Cap,16781,INF767K01EJ7,120267,NAV-verified,-2.04,1.03,0.27,14.5,9.89,0.31,2,2,3,3,1,11,High Risk,OK,Verified ✓,4.35,11.74,10.65,12.05,12.3,BSE 100 TRI,9.21,13.75,12.37,13,14.14
LIC MF Nifty 100 ETF,Direct,Large Cap,32018,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,-0.47,1,0.38,13.98,11.31,0.46,4,4,4,3,1,16,Moderately High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,8.94,13.29,11.47,12.15,13.44,BSE 100 TRI,9.21,13.75,12.37,13,14.14
LIC MF Nifty 50 ETF,Direct,Large Cap,31217,INF767K01FF2,120307,NAV-verified,-1.15,0.95,0.32,13.34,10.35,0.4,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.49,12.06,11.3,12.16,13.49,BSE 100 TRI,9.21,13.75,12.37,13,14.14
LIC MF Nifty 50 Index Dir,Direct,Large Cap,16763,INF767K01FF2,120307,NAV-verified,-1.42,0.95,0.3,13.34,10.08,0.38,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,7.99,11.76,11.02,11.79,13.02,BSE 100 TRI,9.21,13.75,12.37,13,14.14
LIC MF Nifty Next 50 Index Dir,Direct,Large Cap,16528,INF397L01AW2,151937,NAV-verified,4.61,1.24,0.63,18.69,17.75,0.77,10,6,2,1,1,20,Moderate Risk,OK,Verified ✓,12.22,21.22,14.37,13.8,14.26,BSE 100 TRI,9.21,13.75,12.37,13,14.14
Mahindra Manulife Large Cap Dir,Direct,Large Cap,39224,INF174V01721,146549,NAV-verified,1.16,0.98,0.49,13.87,12.81,0.62,6,4,4,3,1,18,Moderately High Risk,OK,Verified ✓,6.92,14.5,12.7,13.69,N/A,BSE 100 TRI,9.21,13.75,12.37,13,N/A
Mirae Asset BSE Sensex ETF,Direct,Large Cap,43803,INF769K01QI9,154188,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,6.13,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
Mirae Asset Diversified Equity Allocator Passive FoF Dir,Direct,Large Cap,41121,INF769K01GE9,148500,NAV-verified,0.91,1.02,0.47,14.33,12.81,0.56,6,4,3,3,1,17,Moderately High Risk,OK,Verified ✓,10.55,15.07,12.79,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
Mirae Asset Large Cap Dir,Direct,Large Cap,16575,INF769K01AX2,118825,NAV-verified,-0.83,0.95,0.35,13.44,10.67,0.4,4,4,4,4,1,17,Moderately High Risk,OK,Verified ✓,9.33,12.74,11.51,12.52,14.6,BSE 100 TRI,9.21,13.75,12.37,13,14.14
Mirae Asset Nifty 100 Low Volatility 30 ETF,Direct,Large Cap,43284,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,1.74,0.95,0.51,14.14,13.25,0.62,8,6,3,4,1,22,Moderate Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,7.88,14.98,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
Mirae Asset Nifty 50 ETF,Direct,Large Cap,38323,INF769K01MQ1,152972,NAV-verified,-1.09,0.95,0.33,13.35,10.42,0.41,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.52,12.14,11.35,12.19,N/A,BSE 100 TRI,9.21,13.75,12.37,13,N/A
Mirae Asset Nifty 50 Index Dir,Direct,Large Cap,44620,INF769K01MQ1,152972,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,8.33,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
Mirae Asset Nifty Next 50 ETF,Direct,Large Cap,40538,INF769K01QO7,154217,NAV-verified,4.92,1.24,0.64,18.76,18.08,0.79,10,6,2,1,1,20,Moderate Risk,OK,Verified ✓,12.5,21.63,14.59,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
Mirae Asset Nifty Top 20 Equal Wght ETF,Direct,Large Cap,45679,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Mirae Asset Nifty50 Equal Wght ETF,Direct,Large Cap,45149,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Large Cap Dir,Direct,Large Cap,44064,INF247L01CE3,152354,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,9.72,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
Motilal Oswal Nifty 100 ETF,Direct,Large Cap,45555,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Nifty 50 ETF,Direct,Large Cap,11348,INF247L01AE7,147794,NAV-verified,-1.09,0.95,0.33,13.35,10.42,0.41,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.54,12.14,11.35,12.11,13.15,BSE 100 TRI,9.21,13.75,12.37,13,14.14
