Fund Name,Plan,Category,VR ID,ISIN,Scheme Code,Mapping Status,Alpha,Beta,Sharpe,Std Dev,Mean Return,Sortino,"Alpha Score
(/12)","Sharpe Score
(/12)","Std Dev Score
(/6)","Beta Score
(/6)","Sortino Score
(/4)","TOTAL
(/40)",RISK CATEGORY,Verification Status,Note,Return_1Y,Return_3Y,Return_5Y,Return_7Y,Return_10Y,Benchmark_Name,BM_Return_1Y,BM_Return_3Y,BM_Return_5Y,BM_Return_7Y,BM_Return_10Y
Kotak Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,45531,INF174KA1OB1,151781,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,N/A,N/A,N/A,N/A,N/A
Kotak Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,43538,INF174KA1OB1,151781,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,16.57,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,N/A,N/A,N/A,N/A
Kotak Nifty 200 Quality 30 Index Dir,Direct,Large & Mid Cap,45258,INF174KA1WN9,153660,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,N/A,N/A,N/A,N/A,N/A
Kotak Nifty200 Quality 30 ETF,Direct,Large & Mid Cap,45255,INF174KA1WN9,153660,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,N/A,N/A,N/A,N/A,N/A
LIC MF Large & Mid Cap Dir,Direct,Large & Mid Cap,29416,INF767K01NE9,133710,NAV-verified,2.75,1.06,0.62,16.32,16.13,0.78,8,6,3,2,1,20,Moderate Risk,OK,Verified ✓,10.67,18.85,14.96,15.66,16.56,BSE Large Mid Cap TRI,10.34,14.96,12.81,13.43,14.35
Mahindra Manulife Large & Mid Cap Dir,Direct,Large & Mid Cap,40397,INF174V01945,147840,NAV-verified,2.72,0.99,0.63,15.15,15.62,0.81,8,6,3,3,2,22,Moderate Risk,OK,Verified ✓,12.5,17.91,16.17,N/A,N/A,BSE Large Mid Cap TRI,10.34,14.96,12.81,N/A,N/A
Mirae Asset BSE 200 Equal Weight ETF,Direct,Large & Mid Cap,45027,INF769K01OG8,153381,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,13.54,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,N/A,N/A,N/A,N/A
Mirae Asset BSE 200 Equal Weight ETF FoF Dir,Direct,Large & Mid Cap,45030,INF769K01OG8,153381,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,12.13,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,N/A,N/A,N/A,N/A
Mirae Asset Large & Midcap Dir,Direct,Large & Mid Cap,16563,INF769K01BI1,118834,NAV-verified,1.62,1.05,0.58,15.4,14.95,0.68,8,6,3,3,1,21,Moderate Risk,OK,Verified ✓,15.84,17.43,14.27,16.9,18.5,BSE Large Mid Cap TRI,10.34,14.96,12.81,13.43,14.35
Mirae Asset Nifty 200 Alpha 30 ETF,Direct,Large & Mid Cap,43817,INF769K01LV3,152719,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,16.47,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,N/A,N/A,N/A,N/A
Mirae Asset Nifty 200 Alpha 30 ETF FoF Dir,Direct,Large & Mid Cap,44400,INF769K01LV3,152719,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,15.68,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,N/A,N/A,N/A,N/A
Mirae Asset Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44624,INF769K01MJ6,152976,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,12.77,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,N/A,N/A,N/A,N/A
Motilal Oswal BSE Low Volatility ETF,Direct,Large & Mid Cap,42147,INF247L01AY5,149919,NAV-verified,-0.29,0.92,0.44,13.79,12.12,0.54,4,4,4,4,1,17,Moderately High Risk,OK,Verified ✓,4.17,13.29,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,14.96,N/A,N/A,N/A
Motilal Oswal BSE Low Volatility Index Dir,Direct,Large & Mid Cap,42155,INF247L01AY5,149919,NAV-verified,-0.56,0.92,0.42,13.76,11.83,0.51,4,4,4,4,1,17,Moderately High Risk,OK,Verified ✓,4.21,12.98,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,14.96,N/A,N/A,N/A
Motilal Oswal BSE Quality ETF,Direct,Large & Mid Cap,42438,INF247L01BI6,150521,NAV-verified,2.59,1.04,0.59,16.66,15.83,0.82,8,6,3,3,2,22,Moderate Risk,OK,Verified ✓,15.66,18.42,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,14.96,N/A,N/A,N/A
Motilal Oswal BSE Quality Index Dir,Direct,Large & Mid Cap,42440,INF247L01BI6,150521,NAV-verified,2.49,1.03,0.58,16.58,15.69,0.82,8,6,3,3,2,22,Moderate Risk,OK,Verified ✓,15.52,18.27,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,14.96,N/A,N/A,N/A
Motilal Oswal Large and Midcap Dir,Direct,Large & Mid Cap,40338,INF247L01999,147704,NAV-verified,8.22,1.11,0.81,19.72,21.93,0.98,12,10,2,2,2,28,Low Risk,OK,Verified ✓,24.34,26.92,21.65,N/A,N/A,BSE Large Mid Cap TRI,10.34,14.96,12.81,N/A,N/A
Motilal Oswal Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,42039,INF247L01AV1,149800,NAV-verified,0.57,1.25,0.47,19.51,15.28,0.61,6,4,2,1,1,14,Moderately High Risk,OK,Verified ✓,15.96,18.5,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,14.96,N/A,N/A,N/A
Motilal Oswal Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,42041,INF247L01AV1,149800,NAV-verified,0.53,1.25,0.47,19.48,15.24,0.59,6,4,2,1,1,14,Moderately High Risk,OK,Verified ✓,15.9,18.44,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,14.96,N/A,N/A,N/A
Navi Large & Midcap Dir,Direct,Large & Mid Cap,31278,INF959L01CH6,135677,NAV-verified,-1.46,1.05,0.37,15.92,11.84,0.45,4,4,3,3,1,15,Moderately High Risk,OK,Verified ✓,11.26,14.54,13.84,14.3,15.24,BSE Large Mid Cap TRI,10.34,14.96,12.81,13.43,14.35
Nippon India Nifty Alpha Low Volatility 30 Index Dir,Direct,Large & Mid Cap,42413,INF204KC1584,150487,NAV-verified,-0.02,1.09,0.46,16.48,13.59,0.58,4,4,3,2,1,14,Moderately High Risk,OK,Verified ✓,5.33,15.1,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,14.96,N/A,N/A,N/A
Nippon India Vision Large & Mid Cap Dir,Direct,Large & Mid Cap,16194,INF204K01E96,118675,NAV-verified,4.32,1.02,0.76,14.9,17.42,0.86,10,8,3,3,2,26,Moderate Risk,OK,Verified ✓,11.88,20.48,16.78,15.7,14.17,BSE Large Mid Cap TRI,10.34,14.96,12.81,13.43,14.35
PGIM India Large and Mid Cap Dir,Direct,Large & Mid Cap,44085,INF663L01Y12,152382,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,10.06,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,N/A,N/A,N/A,N/A
Quant Large & Mid Cap Dir,Direct,Large & Mid Cap,17363,INF966L01655,120824,NAV-verified,1.25,1.1,0.51,17.45,14.93,0.73,6,6,2,2,1,17,Moderately High Risk,OK,Verified ✓,5.55,17.22,16.56,18.24,16.51,BSE Large Mid Cap TRI,10.34,14.96,12.81,13.43,14.35
SBI Large & Midcap Dir,Direct,Large & Mid Cap,16240,INF200K01UJ5,119721,NAV-verified,3.21,0.89,0.72,13.17,15.46,0.86,10,8,4,4,2,28,Low Risk,OK,Verified ✓,15.23,18.11,17.44,16.88,16.19,BSE Large Mid Cap TRI,10.34,14.96,12.81,13.43,14.35
SBI Nifty 200 Quality 30 ETF,Direct,Large & Mid Cap,38348,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,-1.88,0.98,0.32,15.22,10.97,0.38,4,2,3,3,1,13,Moderately High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,7.63,12.69,10.43,11.96,N/A,BSE Large Mid Cap TRI,10.34,14.96,12.81,13.43,N/A
SBI Nifty200 Momentum 30 Index Dir,Direct,Large & Mid Cap,45267,INF200KB1878,153662,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,N/A,N/A,N/A,N/A,N/A
SBI Nifty200 Quality 30 Index Dir,Direct,Large & Mid Cap,45182,INF200KB1811,153555,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,N/A,N/A,N/A,N/A,N/A
Samco Large & Mid Cap Dir,Direct,Large & Mid Cap,45201,INF0K1H01271,153534,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,N/A,N/A,N/A,N/A,N/A
Sundaram Large & Midcap Dir,Direct,Large & Mid Cap,16086,INF903J01PR9,119566,NAV-verified,1.55,1.04,0.57,15.43,14.82,0.64,8,6,3,3,1,21,Moderate Risk,OK,Verified ✓,11.6,17.2,14.54,15.51,16.22,BSE Large Mid Cap TRI,10.34,14.96,12.81,13.43,14.35
Tata BSE Quality Index Dir,Direct,Large & Mid Cap,45062,INF277KA1DK1,153420,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,15.43,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,N/A,N/A,N/A,N/A
Tata Large & Midcap Dir,Direct,Large & Mid Cap,16679,INF277K01MK8,119202,NAV-verified,-3.51,1.03,0.24,15.25,9.68,0.29,2,2,3,3,1,11,High Risk,OK,Verified ✓,0.78,11.55,12.16,14.04,13.94,BSE Large Mid Cap TRI,10.34,14.96,12.81,13.43,14.35
Tata Nifty200 Alpha 30 Index Dir,Direct,Large & Mid Cap,44509,INF277KA1CI7,152836,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,16.2,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,N/A,N/A,N/A,N/A
UTI BSE Low Volatility Index Dir,Direct,Large & Mid Cap,42111,INF789F1AVF2,149881,NAV-verified,-0.49,0.92,0.43,13.75,11.9,0.52,4,4,4,4,1,17,Moderately High Risk,OK,Verified ✓,4.18,13.06,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,14.96,N/A,N/A,N/A
UTI Large & Mid Cap Dir,Direct,Large & Mid Cap,15845,INF789F01UG3,120665,NAV-verified,6,1,0.88,14.83,19.01,1.09,12,10,3,3,2,30,Low Risk,OK,Verified ✓,14.34,22.07,18.17,16.9,15.5,BSE Large Mid Cap TRI,10.34,14.96,12.81,13.43,14.35
UTI Nifty Alpha Low-Volatility 30 Index Dir,Direct,Large & Mid Cap,44727,INF789F1AZM9,153086,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,5.38,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,N/A,N/A,N/A,N/A
UTI Nifty200 Momentum 30 Index Dir,Direct,Large & Mid Cap,41312,INF789F1AUT5,148703,NAV-verified,0.86,1.25,0.49,19.49,15.59,0.62,6,4,2,1,1,14,Moderately High Risk,OK,Verified ✓,16.37,18.86,14.3,N/A,N/A,BSE Large Mid Cap TRI,10.34,14.96,12.81,N/A,N/A
UTI Nifty200 Quality 30 Index Dir,Direct,Large & Mid Cap,44548,INF789F1AZH9,152859,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,7.53,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,N/A,N/A,N/A,N/A
Union Large & Midcap Dir,Direct,Large & Mid Cap,40385,INF582M01GA0,147750,NAV-verified,2.27,0.96,0.61,14.8,14.98,0.65,8,6,3,3,1,21,Moderate Risk,OK,Verified ✓,15.17,17.52,15.07,N/A,N/A,BSE Large Mid Cap TRI,10.34,14.96,12.81,N/A,N/A
WhiteOak Capital Large & Mid Cap Dir,Direct,Large & Mid Cap,43932,INF03VN01845,152226,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,17.13,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,N/A,N/A,N/A,N/A
Zerodha Nifty Large Midcap 250 Index Dir,Direct,Large & Mid Cap,43846,INF0R8F01018,152156,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,13.46,N/A,N/A,N/A,N/A,BSE Large Mid Cap TRI,10.34,N/A,N/A,N/A,N/A
ABSL BSE Sensex ETF,Direct,Large Cap,32649,INF209KB17F0,149781,NAV-verified,-2.76,0.94,0.2,13.19,8.66,0.25,2,2,4,4,1,13,Moderately High Risk,OK,Verified ✓,6.2,10.28,10.57,11.71,N/A,BSE 100 TRI,9.21,13.75,12.37,13,N/A
ABSL Large Cap Dir,Direct,Large Cap,15831,INF209K01YY7,119528,NAV-verified,0.71,0.98,0.46,13.68,12.34,0.57,6,4,4,3,1,18,Moderately High Risk,OK,Verified ✓,7.99,14.5,12.96,13,13.5,BSE 100 TRI,9.21,13.75,12.37,13,14.14
ABSL Nifty 50 ETF,Direct,Large Cap,13012,INF209K01VY3,119648,NAV-verified,-1.07,0.95,0.33,13.34,10.43,0.41,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.57,12.16,11.38,12.21,13.47,BSE 100 TRI,9.21,13.75,12.37,13,14.14
ABSL Nifty 50 Equal Weight Index Dir,Direct,Large Cap,41505,INF209KB1Z71,148962,NAV-verified,3.56,0.99,0.65,14.18,15.27,0.76,10,8,3,3,1,25,Moderate Risk,OK,Verified ✓,14.38,17.44,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
ABSL Nifty 50 Index Dir,Direct,Large Cap,15769,INF209K01VY3,119648,NAV-verified,-1.26,0.95,0.32,13.33,10.24,0.39,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.36,11.94,11.09,11.84,12.89,BSE 100 TRI,9.21,13.75,12.37,13,14.14
ABSL Nifty Next 50 ETF,Direct,Large Cap,38491,INF209KB10G3,149838,NAV-verified,4.98,1.24,0.65,18.76,18.14,0.79,10,8,2,1,1,22,Moderate Risk,OK,Verified ✓,12.45,21.7,14.66,14.2,N/A,BSE 100 TRI,9.21,13.75,12.37,13,N/A
ABSL Nifty Next 50 Index Dir,Direct,Large Cap,42072,INF209KB10G3,149838,NAV-verified,4.54,1.24,0.62,18.77,17.69,0.76,10,6,2,1,1,20,Moderate Risk,OK,Verified ✓,12.19,21.17,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
Angel One Nifty 50 ETF,Direct,Large Cap,45159,INF1J2R01072,153529,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Angel One Nifty 50 Index Dir,Direct,Large Cap,45161,INF1J2R01072,153529,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Axis BSE Sensex ETF,Direct,Large Cap,43285,INF846K012V6,152422,NAV-verified,-2.81,0.94,0.2,13.18,8.6,0.25,2,2,4,4,1,13,Moderately High Risk,OK,Verified ✓,6.16,10.22,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
Axis BSE Sensex Index Dir,Direct,Large Cap,44150,INF846K012V6,152422,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,6.26,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
Axis Large Cap Dir,Direct,Large Cap,15682,INF846K01DP8,120465,NAV-verified,-0.85,0.92,0.34,13.13,10.47,0.4,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,5.46,12.1,9.12,11.87,13.64,BSE 100 TRI,9.21,13.75,12.37,13,14.14
Axis Nifty 100 Index Dir,Direct,Large Cap,40298,INF846K01S29,147666,NAV-verified,-0.41,1,0.38,13.98,11.38,0.46,4,4,4,3,1,16,Moderately High Risk,OK,Verified ✓,9.03,13.38,11.53,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
Axis Nifty 50 ETF,Direct,Large Cap,34322,INF846K017C5,149243,NAV-verified,-1.08,0.95,0.33,13.33,10.42,0.41,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.51,12.15,11.35,12.17,N/A,BSE 100 TRI,9.21,13.75,12.37,13,N/A
Axis Nifty 50 Index Dir,Direct,Large Cap,41860,INF846K013D2,149373,NAV-verified,-1.21,0.95,0.32,13.29,10.28,0.4,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.42,11.98,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
Axis Nifty Next 50 Index Dir,Direct,Large Cap,41946,INF846K019E7,149466,NAV-verified,4.72,1.24,0.63,18.67,17.84,0.77,10,6,2,1,1,20,Moderate Risk,OK,Verified ✓,12.33,21.35,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
BHARAT 22 ETF,Direct,Large Cap,34740,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,11.49,1.11,0.98,18.27,23.87,1.4,12,10,2,2,2,28,Low Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,22.26,26.66,27.88,18.31,N/A,BSE 100 TRI,9.21,13.75,12.37,13,N/A
Bajaj Finserv Large Cap Dir,Direct,Large Cap,44455,INF0QA701896,152783,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,11.2,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
Bajaj Finserv Nifty 50 ETF,Direct,Large Cap,44066,INF0QA701BA9,153506,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,8.52,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
Bajaj Finserv Nifty 50 Index Dir,Direct,Large Cap,45133,INF0QA701BA9,153506,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Bajaj Finserv Nifty Next 50 Index Dir,Direct,Large Cap,45113,INF0QA701BG6,153479,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Bandhan BSE Sensex ETF,Direct,Large Cap,32902,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,-3.12,0.94,0.17,13.17,8.29,0.22,2,2,4,4,1,13,Moderately High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,5.78,9.88,10.16,11.35,N/A,BSE 100 TRI,9.21,13.75,12.37,13,N/A
Bandhan Large Cap Dir,Direct,Large Cap,16699,INF194K01Z44,118479,NAV-verified,2.85,1.02,0.6,14.5,14.74,0.76,8,6,3,3,1,21,Moderate Risk,OK,Verified ✓,12.34,16.88,13.76,14.14,14.45,BSE 100 TRI,9.21,13.75,12.37,13,14.14
Bandhan Nifty 100 Index Dir,Direct,Large Cap,42076,INF194KB1CR7,149832,NAV-verified,-0.33,1,0.39,13.98,11.45,0.47,4,4,4,3,1,16,Moderately High Risk,OK,Verified ✓,9.1,13.46,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
Bandhan Nifty 50 ETF,Direct,Large Cap,32903,INF194K012A8,118482,NAV-verified,-1.13,0.95,0.33,13.34,10.37,0.4,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.46,12.09,11.25,12.09,N/A,BSE 100 TRI,9.21,13.75,12.37,13,N/A
Bandhan Nifty 50 Index Dir,Direct,Large Cap,16504,INF194K012A8,118482,NAV-verified,-1.23,0.95,0.32,13.35,10.27,0.39,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.41,11.98,11.2,12.12,13.39,BSE 100 TRI,9.21,13.75,12.37,13,14.14
Bandhan Nifty Next 50 Index Dir,Direct,Large Cap,44984,INF194KB1JK7,153350,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,12.19,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
Bandhan Nifty100 Low Volatility 30 Index Dir,Direct,Large Cap,42544,INF194KB1DV7,150636,NAV-verified,1.3,0.95,0.48,14.1,12.8,0.58,6,4,3,4,1,18,Moderately High Risk,OK,Verified ✓,7.79,14.47,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
Bank of India Large Cap Dir,Direct,Large Cap,41521,INF761K01FL3,148980,NAV-verified,2.77,1.05,0.57,15.34,14.84,0.7,8,6,3,3,1,21,Moderate Risk,OK,Verified ✓,17.2,17.41,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
Baroda BNP Paribas Large Cap Dir,Direct,Large Cap,15719,INF251K01HN7,150187,NAV-verified,2.05,0.97,0.55,13.84,13.66,0.66,8,6,4,3,1,22,Moderate Risk,OK,Verified ✓,9.41,15.78,13.74,15.02,14.38,BSE 100 TRI,9.21,13.75,12.37,13,14.14
Baroda BNP Paribas NIFTY 50 Index Dir,Direct,Large Cap,43987,INF251K01SY1,152329,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,8.24,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
Canara Robeco Large Cap Dir,Direct,Large Cap,15765,INF760K01FR2,118269,NAV-verified,1.14,0.94,0.5,13.21,12.58,0.59,6,6,4,4,1,21,Moderate Risk,OK,Verified ✓,7.48,14.77,12.52,15.21,15.41,BSE 100 TRI,9.21,13.75,12.37,13,14.14
Choice Nifty 50 Index Dir,Direct,Large Cap,45932,INF2KCX01020,154301,Algorithm Match (91% Confidence),,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code 154301 nor ISIN INF2KCX01020 confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Choice Nifty Next 50 Index Dir,Direct,Large Cap,45938,INF2KCX01046,154304,Algorithm Match (92% Confidence),,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code 154304 nor ISIN INF2KCX01046 confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
DSP BSE Sensex ETF,Direct,Large Cap,43657,INF740KA1VB1,153219,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,6.17,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
DSP BSE Sensex Next 30 ETF,Direct,Large Cap,44874,INF740KA1VB1,153219,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,18.11,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
DSP BSE Sensex Next 30 Index Dir,Direct,Large Cap,44872,INF740KA1VB1,153219,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,17.66,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
DSP Large Cap Dir,Direct,Large Cap,16456,INF740K01PR3,119250,NAV-verified,3.66,0.9,0.68,12.94,14.86,0.88,10,8,4,4,2,28,Low Risk,OK,Verified ✓,6.25,17.18,13,12.87,13.03,BSE 100 TRI,9.21,13.75,12.37,13,14.14
DSP NIFTY 50 Equal Weight ETF,Direct,Large Cap,41801,INF740KA1CR7,141877,NAV-verified,3.77,0.99,0.67,14.19,15.48,0.78,10,8,3,3,1,25,Moderate Risk,OK,Verified ✓,14.65,17.69,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
DSP Nifty 50 ETF,Direct,Large Cap,41895,INF740KA1MM7,146376,NAV-verified,-1.09,0.95,0.33,13.34,10.41,0.41,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.53,12.14,N/A,N/A,N/A,BSE 100 TRI,9.21,13.75,N/A,N/A,N/A
DSP Nifty 50 Equal Weight Index Dir,Direct,Large Cap,34695,INF740KA1CR7,141877,NAV-verified,3.6,0.99,0.65,14.19,15.31,0.77,10,8,3,3,1,25,Moderate Risk,OK,Verified ✓,14.43,17.48,14.98,14.49,N/A,BSE 100 TRI,9.21,13.75,12.37,13,N/A
DSP Nifty 50 Index Dir,Direct,Large Cap,39135,INF740KA1MM7,146376,NAV-verified,-1.24,0.95,0.32,13.33,10.26,0.39,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.4,11.97,11.16,11.9,N/A,BSE 100 TRI,9.21,13.75,12.37,13,N/A
DSP Nifty Next 50 ETF,Direct,Large Cap,45716,INF740KA1MG9,146381,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
DSP Nifty Next 50 Index Dir,Direct,Large Cap,39165,INF740KA1MG9,146381,NAV-verified,4.72,1.24,0.63,18.78,17.89,0.77,10,6,2,1,1,20,Moderate Risk,OK,Verified ✓,12.28,21.38,14.41,13.8,N/A,BSE 100 TRI,9.21,13.75,12.37,13,N/A
DSP Nifty Top 10 Equal Wght ETF,Direct,Large Cap,44494,INF740KA1UQ1,152814,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,1.26,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
DSP Nifty Top 10 Equal Wght Index Dir,Direct,Large Cap,44493,INF740KA1UQ1,152814,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,1.06,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
Edelweiss BSE Sensex ETF,Direct,Large Cap,45582,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
